Wavelength (nm)	Rel. spec. intensity (dB)
845.633	29.713
845.656	29.699
845.679	29.680
845.702	29.657
845.724	29.727
845.747	29.652
845.770	29.731
845.793	29.773
845.816	29.731
845.839	29.722
845.862	29.745
845.885	29.703
845.907	29.689
845.930	29.657
845.953	29.661
845.976	29.722
845.999	29.694
846.022	29.768
846.045	29.708
846.067	29.741
846.090	29.773
846.113	29.708
846.136	29.671
846.159	29.768
846.182	29.773
846.204	29.703
846.227	29.731
846.250	29.754
846.273	29.666
846.296	29.805
846.318	29.708
846.341	29.754
846.364	29.782
846.387	29.671
846.410	29.727
846.432	29.750
846.455	29.576
846.478	29.643
846.501	29.680
846.523	29.680
846.546	29.717
846.569	29.773
846.592	29.727
846.614	29.694
846.637	29.675
846.660	29.638
846.683	29.666
846.705	29.795
846.728	29.731
846.751	29.741
846.774	29.689
846.796	29.694
846.819	29.647
846.842	29.671
846.865	29.657
846.887	29.694
846.910	29.805
846.933	29.745
846.955	29.680
846.978	29.652
847.001	29.694
847.023	29.754
847.046	29.731
847.069	29.713
847.092	29.805
847.114	29.754
847.137	29.708
847.160	29.741
847.182	29.754
847.205	29.741
847.228	29.717
847.250	29.713
847.273	29.680
847.296	29.694
847.318	29.722
847.341	29.699
847.364	29.800
847.386	29.699
847.409	29.731
847.432	29.675
847.454	29.745
847.477	29.727
847.499	29.652
847.522	29.703
847.545	29.759
847.567	29.680
847.590	29.703
847.613	29.699
847.635	29.694
847.658	29.745
847.680	29.795
847.703	29.717
847.726	29.722
847.748	29.745
847.771	29.643
847.793	29.736
847.816	29.713
847.839	29.694
847.861	29.657
847.884	29.759
847.906	29.661
847.929	29.727
847.951	29.741
847.974	29.699
847.996	29.685
848.019	29.791
848.042	29.731
848.064	29.722
848.087	29.708
848.109	29.745
848.132	29.795
848.154	29.689
848.177	29.703
848.199	29.805
848.222	29.680
848.244	29.699
848.267	29.628
848.289	29.708
848.312	29.717
848.334	29.773
848.357	29.717
848.379	29.736
848.402	29.768
848.424	29.717
848.447	29.722
848.469	29.666
848.492	29.727
848.514	29.768
848.537	29.694
848.559	29.818
848.582	29.731
848.604	29.773
848.627	29.722
848.649	29.741
848.672	29.699
848.694	29.722
848.717	29.759
848.739	29.754
848.761	29.750
848.784	29.832
848.806	29.652
848.829	29.741
848.851	29.713
848.874	29.759
848.896	29.624
848.919	29.680
848.941	29.722
848.963	29.722
848.986	29.685
849.008	29.745
849.031	29.685
849.053	29.764
849.075	29.703
849.098	29.736
849.120	29.754
849.143	29.741
849.165	29.736
849.187	29.671
849.210	29.727
849.232	29.671
849.254	29.727
849.277	29.754
849.299	29.685
849.322	29.800
849.344	29.859
849.366	29.836
849.389	29.939
849.411	29.952
849.433	29.832
849.456	29.764
849.478	29.782
849.500	29.827
849.523	29.912
849.545	30.554
849.567	31.443
849.590	32.524
849.612	33.520
849.634	34.532
849.657	34.533
849.679	33.357
849.701	32.418
849.724	31.316
849.746	30.346
849.768	29.983
849.791	29.800
849.813	29.741
849.835	29.836
849.857	29.731
849.880	29.745
849.902	29.859
849.924	29.814
849.946	29.703
849.969	29.741
849.991	29.818
850.013	29.759
850.036	29.754
850.058	29.741
850.080	29.754
850.102	29.727
850.125	29.805
850.147	29.741
850.169	29.736
850.191	29.699
850.214	29.745
850.236	29.777
850.258	29.736
850.280	29.741
850.302	29.809
850.325	29.809
850.347	29.699
850.369	29.727
850.391	29.886
850.414	30.241
850.436	31.106
850.458	32.651
850.480	34.476
850.502	36.010
850.524	37.770
850.547	38.810
850.569	38.666
850.591	38.958
850.613	39.213
850.635	38.062
850.658	36.437
850.680	35.160
850.702	33.800
850.724	32.598
850.746	31.153
850.768	30.294
850.791	29.908
850.813	29.926
850.835	29.827
850.857	29.759
850.879	29.800
850.901	29.750
850.923	29.754
850.945	29.791
850.968	29.768
850.990	29.759
851.012	29.791
851.034	29.750
851.056	29.727
851.078	29.680
851.100	29.814
851.122	29.773
851.144	29.809
851.167	29.809
851.189	29.754
851.211	29.832
851.233	29.736
851.255	29.754
851.277	29.759
851.299	29.745
851.321	29.689
851.343	29.652
851.365	29.786
851.387	30.569
851.409	31.553
851.431	32.490
851.453	33.553
851.476	33.784
851.498	32.660
851.520	31.559
851.542	30.410
851.564	29.836
851.586	29.823
851.608	29.809
851.630	29.782
851.652	29.680
851.674	29.786
851.696	29.750
851.718	29.791
851.740	29.773
851.762	29.736
851.784	29.741
851.806	29.773
851.828	29.795
851.850	29.791
851.872	29.717
851.894	29.736
851.916	29.731
851.938	29.782
851.960	29.699
851.982	29.754
852.004	29.773
852.026	29.713
852.048	29.657
852.070	29.764
852.092	29.750
852.114	29.750
852.135	29.722
852.157	29.713
852.179	29.731
852.201	29.722
852.223	29.689
852.245	29.795
852.267	29.703
852.289	29.754
852.311	29.741
852.333	29.717
852.355	29.727
852.377	29.741
852.399	29.722
852.421	29.754
852.442	29.800
852.464	29.694
852.486	29.722
852.508	29.741
852.530	29.699
852.552	29.671
852.574	29.703
852.596	29.782
852.618	29.736
852.639	29.736
852.661	29.768
852.683	29.759
852.705	29.731
852.727	29.713
852.749	29.685
852.771	29.609
852.792	29.768
852.814	29.671
852.836	29.689
852.858	29.722
852.880	29.731
852.902	29.717
852.924	29.754
852.945	29.694
852.967	29.768
852.989	29.773
853.011	29.736
853.033	29.754
853.055	29.708
853.076	29.666
853.098	29.595
853.120	29.750
853.142	29.795
853.164	29.694
853.185	29.782
853.207	29.750
853.229	29.768
853.251	29.745
853.272	29.754
853.294	29.754
853.316	29.764
853.338	29.768
853.360	29.731
853.381	29.773
853.403	29.717
853.425	29.717
853.447	29.731
853.468	29.731
853.490	29.703
853.512	29.741
853.534	29.741
853.555	29.736
853.577	29.754
853.599	29.666
853.620	29.722
853.642	29.685
853.664	29.685
853.686	29.777
853.707	29.647
853.729	29.713
853.751	29.795
853.773	29.694
853.794	29.754
853.816	29.759
853.838	29.652
853.859	29.717
853.881	29.685
853.903	29.741
853.924	29.736
853.946	29.777
853.968	29.773
853.989	29.675
854.011	29.736
854.033	29.795
854.054	29.795
854.076	29.741
854.098	29.689
854.119	29.713
854.141	29.708
854.163	29.661
854.184	29.727
854.206	29.759
854.228	29.759
854.249	29.671
854.271	29.754
854.292	29.750
854.314	29.675
854.336	29.754
854.357	29.745
854.379	29.685
854.401	29.685
854.422	29.657
854.444	29.727
854.465	29.836
854.487	29.699
854.509	29.661
854.530	29.694
854.552	29.643
854.573	29.722
854.595	29.745
854.617	29.624
854.638	29.741
854.660	29.777
854.681	29.717
854.703	29.708
854.724	29.689
854.746	29.708
854.767	29.666
854.789	29.736
854.811	29.689
854.832	29.741
854.854	29.694
854.875	29.689
854.897	29.703
854.918	29.685
854.940	29.741
854.961	29.777
854.983	29.703
855.004	29.773
855.026	29.727
855.047	29.694
855.069	29.675
855.090	29.750
855.112	29.731
855.133	29.699
855.155	29.741
855.176	29.694
855.198	29.736
855.219	29.703
855.241	29.703
855.262	29.694
855.284	29.703
855.305	29.754
855.327	29.643
855.348	29.694
855.370	29.741
855.391	29.750
855.413	29.675
855.434	29.736
855.456	29.685
855.477	29.722
855.498	29.638
855.520	29.689
855.541	29.703
855.563	29.741
855.584	29.754
855.606	29.727
