Current (mA)	Voltage (V)	Power (mW)
9.10000	1.96799	0.28740
9.15000	1.96982	0.27028
9.20000	1.97158	0.25331
9.25000	1.97341	0.23649
9.30000	1.97528	0.21982
9.35000	1.97706	0.20139
9.40000	1.97882	0.18392
9.45000	1.98055	0.16569
9.50000	1.98240	0.14684
9.55000	1.98422	0.12849
9.60000	1.98590	0.11066
9.65000	1.98761	0.09346
9.70000	1.98938	0.07772
9.75000	1.99120	0.06255
9.80000	1.99289	0.04797
9.85000	1.99471	0.03691
9.90000	1.99640	0.02935
9.95000	1.99818	0.02468
10.00000	1.99990	0.02169
10.05000	2.00171	0.01975
10.10000	2.00335	0.01773
10.15000	2.00517	0.01724
10.20000	2.00684	0.01641
10.25000	2.00856	0.01545
10.30000	2.01035	0.01491
10.35000	2.01204	0.01447
10.40000	2.01383	0.01418
10.45000	2.01567	0.01361
10.50000	2.01726	0.01283
10.55000	2.01900	0.01310
10.60000	2.02074	0.01303
10.65000	2.02245	0.01295
10.70000	2.02413	0.01179
10.75000	2.02587	0.01187
10.80000	2.02768	0.01176
10.85000	2.02938	0.01176
10.90000	2.03110	0.01108
10.95000	2.03269	0.01120
11.00000	2.03453	0.01157
11.05000	2.03614	0.01101
11.10000	2.03791	0.01063
11.15000	2.03961	0.01030
11.20000	2.04127	0.01045
11.25000	2.04298	0.01063
11.30000	2.04467	0.01078
11.35000	2.04636	0.01049
11.40000	2.04804	0.01022
11.45000	2.04977	0.01045
11.50000	2.05145	0.01022
11.55000	2.05312	0.01007
11.60000	2.05486	0.00999
11.65000	2.05645	0.01011
11.70000	2.05819	0.00996
11.75000	2.05981	0.00999
11.80000	2.06155	0.00974
11.85000	2.06321	0.00974
11.90000	2.06486	0.00978
11.95000	2.06655	0.00951
12.00000	2.06822	0.00947
12.05000	2.06984	0.00940
12.10000	2.07158	0.00928
12.15000	2.07177	0.00966
12.20000	2.07110	0.00951
12.25000	2.07113	0.00982
12.30000	2.07124	0.00992
12.35000	2.07114	0.00970
12.40000	2.07115	0.00911
12.45000	2.07112	0.00978
12.50000	2.07125	0.00966
12.55000	2.07125	0.00947
12.60000	2.07113	0.00951
12.65000	2.07121	0.00996
12.70000	2.07123	0.00951
12.75000	2.07120	0.00940
12.80000	2.07118	0.00932
12.85000	2.07119	0.00932
12.90000	2.07118	0.00978
12.95000	2.07112	0.00985
13.00000	2.07123	0.00963
13.05000	2.07118	0.00940
13.10000	2.07115	0.00959
13.15000	2.07123	0.00940
13.20000	2.07119	0.00899
13.25000	2.07115	0.00928
13.30000	2.07113	0.00978
13.35000	2.07119	0.00955
13.40000	2.07125	0.00932
13.45000	2.07120	0.00907
13.50000	2.07121	0.00932
13.55000	2.07121	0.00985
13.60000	2.07123	0.00970
13.65000	2.07113	0.00921
13.70000	2.07111	0.00963
13.75000	2.07125	0.00963
13.80000	2.07115	0.00944
13.85000	2.07117	0.00914
13.90000	2.07119	0.00985
13.95000	2.07125	0.00932
14.00000	2.07109	0.01015
14.05000	2.07118	0.00944
14.10000	2.07122	0.00955
14.15000	2.07112	0.00963
14.20000	2.07113	0.00921
14.25000	2.07114	0.00947
14.30000	2.07116	0.00911
14.35000	2.07113	0.00989
14.40000	2.07115	0.00955
14.45000	2.07120	0.00944
14.50000	2.07114	0.00892
14.55000	2.07115	0.00951
14.60000	2.07121	0.00970
14.65000	2.07119	0.00947
14.70000	2.07110	0.00888
14.75000	2.07115	0.00974
14.80000	2.07121	0.00951
14.85000	2.07118	0.00951
14.90000	2.07119	0.00914
14.95000	2.07110	0.00982
15.00000	2.07116	0.00944
15.05000	2.07122	0.00951
15.10000	2.07114	0.00914
15.15000	2.07116	0.00911
15.20000	2.07116	0.00963
15.25000	2.07122	0.00940
15.30000	2.07108	0.00951
15.35000	2.07114	0.00944
15.40000	2.07108	0.00932
15.45000	2.07111	0.00951
15.50000	2.07123	0.00925
15.55000	2.07121	0.00959
15.60000	2.07110	0.00982
15.65000	2.07120	0.00970
15.70000	2.07110	0.00947
15.75000	2.07110	0.00903
15.80000	2.07125	0.00944
15.85000	2.07118	0.00932
15.90000	2.07117	0.00944
15.95000	2.07121	0.00888
16.00000	2.07114	0.00970
16.05000	2.07119	0.00940
16.10000	2.07118	0.00959
16.15000	2.07118	0.00951
16.20000	2.07115	0.00947
16.25000	2.07122	0.00940
16.30000	2.07122	0.00974
16.35000	2.07119	0.00947
16.40000	2.07117	0.00892
16.45000	2.07110	0.00925
16.50000	2.07117	0.00940
16.55000	2.07111	0.00951
16.60000	2.07118	0.00921
16.65000	2.07118	0.00974
16.70000	2.07118	0.00978
16.75000	2.07114	0.00944
16.80000	2.07114	0.00911
16.85000	2.07127	0.00932
16.90000	2.07118	0.00925
16.95000	2.07114	0.00966
17.00000	2.07114	0.00899
17.05000	2.07115	0.00936
17.10000	2.07113	0.00928
17.15000	2.07118	0.00911
17.20000	2.07120	0.00940
17.25000	2.07115	0.00959
17.30000	2.07121	0.00996
17.35000	2.07114	0.00955
17.40000	2.07118	0.00914
17.45000	2.07118	0.00914
17.50000	2.07120	0.00947
17.55000	2.07120	0.00947
17.60000	2.07112	0.00974
17.65000	2.07120	0.00925
17.70000	2.07112	0.00944
17.75000	2.07115	0.00932
17.80000	2.07115	0.00955
17.85000	2.07115	0.00925
17.90000	2.07113	0.00963
17.95000	2.07120	0.00951
18.00000	2.07119	0.00932
18.05000	2.07104	0.00925
18.10000	2.07109	0.00947
18.15000	2.07120	0.00955
18.20000	2.07119	0.00970
18.25000	2.07118	0.00947
18.30000	2.07118	0.00944
18.35000	2.07119	0.00951
18.40000	2.07117	0.00918
18.45000	2.07117	0.00911
18.50000	2.07118	0.00921
18.55000	2.07112	0.00936
18.60000	2.07114	0.00978
18.65000	2.07113	0.00932
18.70000	2.07106	0.00907
18.75000	2.07121	0.00928
18.80000	2.07112	0.00970
18.85000	2.07116	0.00951
18.90000	2.07108	0.00932
18.95000	2.07110	0.00974
19.00000	2.07112	0.00947
19.05000	2.07119	0.00899
19.10000	2.07121	0.00928
19.15000	2.07106	0.00911
19.20000	2.07124	0.00944
19.25000	2.07118	0.00970
19.30000	2.07113	0.00936
19.35000	2.07121	0.00959
19.40000	2.07108	0.00955
19.45000	2.07116	0.00925
19.50000	2.07119	0.00940
19.55000	2.07118	0.00911
19.60000	2.07111	0.00944
19.65000	2.07113	0.00970
19.70000	2.07115	0.00951
19.75000	2.07113	0.00903
19.80000	2.07109	0.00928
19.85000	2.07118	0.00966
19.90000	2.07122	0.00947
19.95000	2.07123	0.00936
20.00000	2.07120	0.00966
20.05000	2.07127	0.00959
20.10000	2.07118	0.00940
20.15000	2.07116	0.00932
20.20000	2.07120	0.00959
20.25000	2.07122	0.00918
20.30000	2.07112	0.00966
20.35000	2.07114	0.00914
20.40000	2.07113	0.00936
20.45000	2.07119	0.00959
20.50000	2.07120	0.00955
20.55000	2.07118	0.00955
20.60000	2.07116	0.00907
20.65000	2.07110	0.00970
20.70000	2.07112	0.00951
20.75000	2.07118	0.00970
20.80000	2.07112	0.00925
20.85000	2.07111	0.00928
20.90000	2.07120	0.00963
20.95000	2.07118	0.00978
21.00000	2.07108	0.00918
21.05000	2.07106	0.00947
21.10000	2.07125	0.00966
21.15000	2.07125	0.00951
21.20000	2.07111	0.00914
21.25000	2.07111	0.00966
21.30000	2.07118	0.00970
21.35000	2.07110	0.00959
21.40000	2.07118	0.00888
21.45000	2.07109	0.00907
21.50000	2.07113	0.00921
21.55000	2.07115	0.00936
21.60000	2.07113	0.00982
21.65000	2.07113	0.00944
21.70000	2.07117	0.00932
21.75000	2.07114	0.00903
21.80000	2.07111	0.00959
21.85000	2.07120	0.00899
21.90000	2.07119	0.00966
21.95000	2.07118	0.00936
22.00000	2.07118	0.00992
22.05000	2.07115	0.00918
22.10000	2.07113	0.00947
22.15000	2.07116	0.00928
22.20000	2.07109	0.00959
22.25000	2.07113	0.00907
22.30000	2.07120	0.00966
22.35000	2.07125	0.00974
22.40000	2.07121	0.00944
22.45000	2.07118	0.00925
22.50000	2.07110	0.00932
22.55000	2.07117	0.00947
22.60000	2.07117	0.00936
22.65000	2.07119	0.00951
22.70000	2.07121	0.00928
22.75000	2.07111	0.00974
22.80000	2.07112	0.00944
22.85000	2.07114	0.00951
22.90000	2.07112	0.00903
22.95000	2.07121	0.00955
23.00000	2.07120	0.00947
23.05000	2.07113	0.00951
23.10000	2.07108	0.00925
23.15000	2.07115	0.00932
23.20000	2.07114	0.00959
23.25000	2.07112	0.00947
23.30000	2.07116	0.00925
23.35000	2.07120	0.00932
23.40000	2.07113	0.00970
23.45000	2.07123	0.00944
23.50000	2.07115	0.00911
23.55000	2.07120	0.00921
23.60000	2.07111	0.00978
23.65000	2.07118	0.00936
23.70000	2.07113	0.00928
23.75000	2.07125	0.00918
23.80000	2.07115	0.00944
23.85000	2.07115	0.00951
23.90000	2.07118	0.00932
23.95000	2.07110	0.00947
24.00000	2.07106	0.00982
24.05000	2.07116	0.00940
24.10000	2.07118	0.00944
24.15000	2.07115	0.00899
24.20000	2.07115	0.00963
24.25000	2.07113	0.00936
24.30000	2.07116	0.00989
24.35000	2.07111	0.00936
24.40000	2.07113	0.00947
24.45000	2.07116	0.00959
24.50000	2.07110	0.00955
24.55000	2.07115	0.00959
24.60000	2.07113	0.00982
24.65000	2.07120	0.00921
24.70000	2.07115	0.00966
24.75000	2.07122	0.00928
24.80000	2.07116	0.00936
24.85000	2.07122	0.00921
24.90000	2.07117	0.00932
24.95000	2.07115	0.01011
25.00000	2.07110	0.00944
25.05000	2.07110	0.00936
25.10000	2.07118	0.00918
25.15000	2.07114	0.00895
25.20000	2.07110	0.00918
25.25000	2.07120	0.00999
25.30000	2.07116	0.00955
25.35000	2.07122	0.00959
25.40000	2.07108	0.00963
25.45000	2.07108	0.00907
25.50000	2.07120	0.00944
25.55000	2.07118	0.00928
25.60000	2.07117	0.00947
25.65000	2.07114	0.00970
25.70000	2.07115	0.00947
25.75000	2.07113	0.00911
25.80000	2.07125	0.00899
25.85000	2.07115	0.00921
25.90000	2.07109	0.00940
25.95000	2.07119	0.00936
26.00000	2.07120	0.00951
26.05000	2.07118	0.00932
26.10000	2.07105	0.00963
26.15000	2.07118	0.00978
26.20000	2.07115	0.00963
26.25000	2.07107	0.00895
26.30000	2.07120	0.00989
26.35000	2.07119	0.00970
26.40000	2.07117	0.00959
26.45000	2.07120	0.00911
26.50000	2.07113	0.00928
26.55000	2.07120	0.00966
26.60000	2.07125	0.00955
26.65000	2.07116	0.00928
26.70000	2.07115	0.00892
26.75000	2.07121	0.00940
26.80000	2.07115	0.00951
26.85000	2.07118	0.00911
26.90000	2.07113	0.00947
26.95000	2.07111	0.00978
27.00000	2.07121	0.00951
27.05000	2.07113	0.00944
27.10000	2.07111	0.00925
27.15000	2.07110	0.00944
27.20000	2.07113	0.00947
27.25000	2.07119	0.00970
27.30000	2.07107	0.00895
27.35000	2.07114	0.00936
27.40000	2.07114	0.00974
27.45000	2.07115	0.00918
27.50000	2.07118	0.00951
27.55000	2.07120	0.00928
27.60000	2.07108	0.00955
27.65000	2.07124	0.00951
27.70000	2.07115	0.00944
27.75000	2.07123	0.00944
27.80000	2.07119	0.00947
27.85000	2.07113	0.00959
27.90000	2.07121	0.00940
27.95000	2.07123	0.00925
28.00000	2.07112	0.00985
28.05000	2.07120	0.00944
28.10000	2.07118	0.00955
28.15000	2.07118	0.00936
28.20000	2.07112	0.00928
28.25000	2.07118	0.00951
28.30000	2.07118	0.00989
28.35000	2.07111	0.00907
28.40000	2.07114	0.00947
28.45000	2.07123	0.00989
28.50000	2.07110	0.00936
28.55000	2.07115	0.00903
28.60000	2.07118	0.00992
28.65000	2.07122	0.00959
28.70000	2.07113	0.00955
28.75000	2.07114	0.00925
28.80000	2.07115	0.00903
28.85000	2.07120	0.00955
28.90000	2.07117	0.00955
28.95000	2.07117	0.00928
29.00000	2.07114	0.00928
29.05000	2.07110	0.00959
29.10000	2.07115	0.00918
29.15000	2.07116	0.00899
29.20000	2.07118	0.00918
29.25000	2.07120	0.00951
29.30000	2.07123	0.00970
29.35000	2.07120	0.00951
29.40000	2.07120	0.00914
29.45000	2.07109	0.00936
29.50000	2.07125	0.00936
29.55000	2.07119	0.00932
29.60000	2.07118	0.00932
29.65000	2.07110	0.00932
29.70000	2.07118	0.00970
29.75000	2.07115	0.00940
29.80000	2.07113	0.00921
29.85000	2.07118	0.00940
29.90000	2.07113	0.00925
29.95000	2.07117	0.00966
30.00000	2.07122	0.00959
