Wavelength (nm)	Rel. spec. intensity (dB)
844.253	29.818
844.276	29.872
844.300	29.777
844.323	29.859
844.346	29.868
844.369	29.899
844.392	29.805
844.415	29.814
844.438	29.877
844.461	29.795
844.484	29.818
844.507	29.786
844.530	29.845
844.553	29.854
844.576	29.863
844.599	29.809
844.622	29.750
844.645	29.863
844.668	29.764
844.692	29.764
844.715	29.764
844.738	29.881
844.761	29.800
844.784	29.845
844.807	29.791
844.830	29.777
844.853	29.795
844.876	29.786
844.899	29.741
844.922	29.836
844.945	29.809
844.968	29.823
844.991	29.854
845.014	29.863
845.037	29.903
845.060	29.823
845.083	29.917
845.105	29.800
845.128	29.859
845.151	29.854
845.174	29.800
845.197	29.859
845.220	29.805
845.243	29.845
845.266	29.841
845.289	29.832
845.312	29.868
845.335	29.800
845.358	29.768
845.381	29.868
845.404	29.827
845.427	29.795
845.450	29.863
845.473	29.850
845.496	29.814
845.518	29.800
845.541	29.863
845.564	29.768
845.587	29.886
845.610	29.859
845.633	29.832
845.656	29.832
845.679	29.827
845.702	29.841
845.724	29.859
845.747	29.827
845.770	29.899
845.793	29.850
845.816	29.827
845.839	29.859
845.862	29.872
845.885	29.854
845.907	29.800
845.930	29.795
845.953	29.827
845.976	29.872
845.999	29.877
846.022	29.845
846.045	29.845
846.067	29.863
846.090	29.809
846.113	29.805
846.136	29.859
846.159	29.805
846.182	29.841
846.204	29.899
846.227	29.877
846.250	29.886
846.273	29.800
846.296	29.845
846.318	29.791
846.341	29.768
846.364	29.886
846.387	29.795
846.410	29.809
846.432	29.886
846.455	29.832
846.478	29.805
846.501	29.845
846.523	29.903
846.546	29.805
846.569	29.777
846.592	29.777
846.614	29.841
846.637	29.827
846.660	29.836
846.683	29.786
846.705	29.832
846.728	29.827
846.751	29.903
846.774	29.827
846.796	29.868
846.819	29.800
846.842	29.823
846.865	29.926
846.887	29.845
846.910	29.894
846.933	29.850
846.955	29.795
846.978	29.854
847.001	29.850
847.023	29.841
847.046	29.786
847.069	29.881
