Current (mA)	Voltage (V)	Power (mW)
0.00000	0.10355	0.00099
0.05000	0.83972	0.00136
0.10000	1.42159	0.00166
0.15000	1.44613	0.00129
0.20000	1.46550	0.00178
0.25000	1.48120	0.00162
0.30000	1.49536	0.00151
0.35000	1.50810	0.00245
0.40000	1.51919	0.00218
0.45000	1.52989	0.00260
0.50000	1.53953	0.00285
0.55000	1.54901	0.00342
0.60000	1.55758	0.00368
0.65000	1.56599	0.00364
0.70000	1.57401	0.00427
0.75000	1.58154	0.00536
0.80000	1.58885	0.00592
0.85000	1.59565	0.00738
0.90000	1.60236	0.01003
0.95000	1.60834	0.01881
1.00000	1.61373	0.03896
1.05000	1.61872	0.06390
1.10000	1.62352	0.08864
1.15000	1.62842	0.11477
1.20000	1.63315	0.13937
1.25000	1.63788	0.16469
1.30000	1.64258	0.18935
1.35000	1.64726	0.21473
1.40000	1.65203	0.23941
1.45000	1.65644	0.26314
1.50000	1.66107	0.28801
1.55000	1.66544	0.31220
1.60000	1.66992	0.33742
1.65000	1.67415	0.36255
1.70000	1.67859	0.38917
1.75000	1.68292	0.41604
1.80000	1.68711	0.44322
1.85000	1.69135	0.47144
1.90000	1.69538	0.49795
1.95000	1.69955	0.52610
2.00000	1.70361	0.55354
2.05000	1.70763	0.58139
2.10000	1.71182	0.60916
2.15000	1.71574	0.63515
2.20000	1.71967	0.66352
2.25000	1.72363	0.69007
2.30000	1.72751	0.71780
2.35000	1.73139	0.74431
2.40000	1.73523	0.77220
2.45000	1.73916	0.79994
2.50000	1.74279	0.82633
2.55000	1.74664	0.85320
2.60000	1.75034	0.87998
2.65000	1.75416	0.90783
2.70000	1.75792	0.93486
2.75000	1.76146	0.96144
2.80000	1.76519	0.98860
2.85000	1.76875	1.01482
2.90000	1.77231	1.04210
2.95000	1.77587	1.06835
3.00000	1.77949	1.09556
3.05000	1.78305	1.12319
3.10000	1.78647	1.14903
3.15000	1.79009	1.17642
3.20000	1.79342	1.20218
3.25000	1.79691	1.22902
3.30000	1.80029	1.25560
3.35000	1.80368	1.28226
3.40000	1.80713	1.30929
3.45000	1.81050	1.33564
3.50000	1.81391	1.36267
3.55000	1.81713	1.38872
3.60000	1.82052	1.41549
3.65000	1.82374	1.44215
3.70000	1.82707	1.46906
3.75000	1.83043	1.49598
3.80000	1.83364	1.52260
3.85000	1.83695	1.54907
3.90000	1.84016	1.57512
3.95000	1.84335	1.60278
4.00000	1.84650	1.62861
4.05000	1.84976	1.65523
4.10000	1.85295	1.68230
4.15000	1.85601	1.70802
4.20000	1.85919	1.73486
4.25000	1.86223	1.76050
4.30000	1.86541	1.78745
4.35000	1.86847	1.81363
4.40000	1.87163	1.84035
4.45000	1.87468	1.86667
4.50000	1.87764	1.89269
4.55000	1.88080	1.91916
4.60000	1.88371	1.94469
4.65000	1.88680	1.97183
4.70000	1.88975	1.99684
4.75000	1.89280	2.02398
4.80000	1.89579	2.05053
4.85000	1.89873	2.07535
4.90000	1.90168	2.10215
4.95000	1.90456	2.12772
5.00000	1.90746	2.15401
5.05000	1.91035	2.17973
5.10000	1.91328	2.20492
5.15000	1.91615	2.23146
5.20000	1.91902	2.25655
5.25000	1.92199	2.28331
5.30000	1.92472	2.30870
5.35000	1.92766	2.33498
5.40000	1.93041	2.36028
5.45000	1.93331	2.38592
5.50000	1.93607	2.41120
5.55000	1.93883	2.43617
5.60000	1.94168	2.46204
5.65000	1.94436	2.48694
5.70000	1.94720	2.51278
5.75000	1.94995	2.53775
5.80000	1.95269	2.56238
5.85000	1.95547	2.58844
5.90000	1.95815	2.61213
5.95000	1.96088	2.63764
6.00000	1.96354	2.66231
6.05000	1.96631	2.68712
6.10000	1.96908	2.71285
6.15000	1.97175	2.73659
6.20000	1.97441	2.76200
6.25000	1.97701	2.78619
6.30000	1.97964	2.81057
6.35000	1.98232	2.83456
6.40000	1.98500	2.85980
6.45000	1.98767	2.88380
6.50000	1.99015	2.90821
6.55000	1.99288	2.93207
6.60000	1.99542	2.95595
6.65000	1.99810	2.98096
6.70000	2.00062	3.00440
6.75000	2.00320	3.02858
6.80000	2.00583	3.05248
6.85000	2.00831	3.07614
6.90000	2.01086	3.10044
6.95000	2.01337	3.12344
7.00000	2.01602	3.14743
7.05000	2.01847	3.17091
7.10000	2.02106	3.19431
7.15000	2.02365	3.21838
7.20000	2.02613	3.24118
7.25000	2.02869	3.26511
7.30000	2.03111	3.28784
7.35000	2.03361	3.31241
7.40000	2.03607	3.33416
7.45000	2.03867	3.35838
7.50000	2.04116	3.38213
7.55000	2.04361	3.40447
7.60000	2.04610	3.42859
7.65000	2.04852	3.45177
7.70000	2.05107	3.47547
7.75000	2.05350	3.49939
7.80000	2.05602	3.52134
7.85000	2.05843	3.54511
7.90000	2.06086	3.56758
7.95000	2.06336	3.59091
8.00000	2.06579	3.61398
8.05000	2.06819	3.63682
8.10000	2.07063	3.65970
8.15000	2.07304	3.68265
8.20000	2.07546	3.70538
8.25000	2.07776	3.72729
8.30000	2.08026	3.75028
8.35000	2.08260	3.77188
8.40000	2.08503	3.79525
8.45000	2.08752	3.81752
8.50000	2.08978	3.83921
8.55000	2.09220	3.86182
8.60000	2.09448	3.88309
8.65000	2.09690	3.90579
8.70000	2.09924	3.92785
8.75000	2.10158	3.95002
8.80000	2.10390	3.97148
8.85000	2.10628	3.99327
8.90000	2.10866	4.01503
8.95000	2.11095	4.03712
9.00000	2.11332	4.05851
9.05000	2.11560	4.08003
9.10000	2.11789	4.10104
9.15000	2.12029	4.12318
9.20000	2.12252	4.14381
9.25000	2.12493	4.16500
9.30000	2.12714	4.18564
9.35000	2.12943	4.20763
9.40000	2.13171	4.22807
9.45000	2.13407	4.24879
9.50000	2.13628	4.26961
9.55000	2.13856	4.29013
9.60000	2.14087	4.31054
9.65000	2.14308	4.33113
9.70000	2.14540	4.35173
9.75000	2.14759	4.37140
9.80000	2.14997	4.39227
9.85000	2.15213	4.41208
9.90000	2.15429	4.43152
9.95000	2.15663	4.45241
10.00000	2.15876	4.47208
10.05000	2.16102	4.49219
10.10000	2.16322	4.51106
10.15000	2.16549	4.53087
10.20000	2.16769	4.55129
10.25000	2.16992	4.57099
10.30000	2.17214	4.59051
10.35000	2.17431	4.60984
10.40000	2.17654	4.63002
10.45000	2.17880	4.64898
10.50000	2.18093	4.66901
10.55000	2.18316	4.68767
10.60000	2.18530	4.70662
10.65000	2.18757	4.72718
10.70000	2.18971	4.74547
10.75000	2.19189	4.76535
10.80000	2.19409	4.78486
10.85000	2.19630	4.80355
10.90000	2.19849	4.82348
10.95000	2.20059	4.84142
11.00000	2.20288	4.86108
11.05000	2.20498	4.88049
11.10000	2.20720	4.89926
11.15000	2.20941	4.91776
11.20000	2.21143	4.93626
11.25000	2.21361	4.95571
11.30000	2.21574	4.97391
11.35000	2.21789	4.99230
11.40000	2.22011	5.01013
11.45000	2.22230	5.02924
11.50000	2.22435	5.04721
11.55000	2.22652	5.06456
11.60000	2.22860	5.08318
11.65000	2.23065	5.10057
11.70000	2.23287	5.11877
11.75000	2.23497	5.13593
11.80000	2.23714	5.15297
11.85000	2.23924	5.17159
11.90000	2.24142	5.18852
11.95000	2.24342	5.20561
12.00000	2.24553	5.22202
12.05000	2.24763	5.23952
12.10000	2.24966	5.25638
12.15000	2.25178	5.27313
12.20000	2.25394	5.29058
12.25000	2.25596	5.30617
12.30000	2.25808	5.32315
12.35000	2.26007	5.33914
12.40000	2.26222	5.35594
12.45000	2.26422	5.37077
12.50000	2.26631	5.38730
12.55000	2.26845	5.40397
12.60000	2.27042	5.41955
12.65000	2.27252	5.43496
12.70000	2.27455	5.45107
12.75000	2.27655	5.46636
12.80000	2.27863	5.48188
12.85000	2.28065	5.49731
12.90000	2.28268	5.51261
12.95000	2.28467	5.52790
13.00000	2.28673	5.54251
13.05000	2.28870	5.55754
13.10000	2.29083	5.57276
13.15000	2.29284	5.58745
13.20000	2.29477	5.60169
13.25000	2.29681	5.61593
13.30000	2.29885	5.63021
13.35000	2.30084	5.64551
13.40000	2.30280	5.65908
13.45000	2.30482	5.67321
13.50000	2.30681	5.68753
13.55000	2.30878	5.70121
13.60000	2.31080	5.71559
13.65000	2.31270	5.72868
13.70000	2.31478	5.74169
13.75000	2.31672	5.75549
13.80000	2.31866	5.76880
13.85000	2.32068	5.78118
13.90000	2.32257	5.79452
13.95000	2.32456	5.80722
14.00000	2.32652	5.82049
14.05000	2.32844	5.83220
14.10000	2.33033	5.84352
14.15000	2.33227	5.85657
14.20000	2.33428	5.86857
14.25000	2.33617	5.88046
14.30000	2.33808	5.89243
14.35000	2.34000	5.90364
14.40000	2.34203	5.91654
14.45000	2.34389	5.92667
14.50000	2.34591	5.93821
14.55000	2.34785	5.94954
14.60000	2.34972	5.96084
14.65000	2.35167	5.97161
14.70000	2.35349	5.98297
14.75000	2.35541	5.99257
14.80000	2.35727	6.00315
14.85000	2.35922	6.01470
14.90000	2.36121	6.02382
14.95000	2.36303	6.03403
15.00000	2.36496	6.04555
15.05000	2.36681	6.05433
15.10000	2.36865	6.06495
15.15000	2.37065	6.07351
15.20000	2.37253	6.08357
15.25000	2.37441	6.09399
15.30000	2.37623	6.10207
15.35000	2.37819	6.11052
15.40000	2.37997	6.12054
15.45000	2.38194	6.12854
15.50000	2.38378	6.13601
15.55000	2.38556	6.14420
15.60000	2.38742	6.15239
15.65000	2.38924	6.16083
15.70000	2.39111	6.16828
15.75000	2.39295	6.17530
15.80000	2.39486	6.18348
15.85000	2.39674	6.19127
15.90000	2.39851	6.19889
15.95000	2.40041	6.20655
16.00000	2.40222	6.21275
16.05000	2.40401	6.22128
16.10000	2.40587	6.22738
16.15000	2.40767	6.23407
16.20000	2.40963	6.24125
16.25000	2.41135	6.24734
16.30000	2.41331	6.25396
16.35000	2.41505	6.26028
16.40000	2.41692	6.26565
16.45000	2.41872	6.27176
16.50000	2.42058	6.27777
16.55000	2.42244	6.28293
16.60000	2.42425	6.28872
16.65000	2.42607	6.29362
16.70000	2.42783	6.29968
16.75000	2.42966	6.30465
16.80000	2.43138	6.30853
16.85000	2.43331	6.31291
16.90000	2.43516	6.31803
16.95000	2.43694	6.32256
17.00000	2.43871	6.32629
17.05000	2.44052	6.32980
17.10000	2.44237	6.33437
17.15000	2.44411	6.33796
17.20000	2.44593	6.34151
17.25000	2.44774	6.34360
17.30000	2.44951	6.34779
17.35000	2.45134	6.34988
17.40000	2.45306	6.35276
17.45000	2.45493	6.35594
17.50000	2.45664	6.35777
17.55000	2.45839	6.36046
17.60000	2.46026	6.36166
17.65000	2.46196	6.36401
17.70000	2.46371	6.36589
17.75000	2.46548	6.36775
17.80000	2.46734	6.36894
17.85000	2.46902	6.36947
17.90000	2.47077	6.37034
17.95000	2.47260	6.37228
18.00000	2.47438	6.37182
18.05000	2.47609	6.37247
18.10000	2.47777	6.37209
18.15000	2.47957	6.37209
18.20000	2.48133	6.37257
18.25000	2.48306	6.37213
18.30000	2.48486	6.37000
18.35000	2.48653	6.37055
18.40000	2.48827	6.36925
18.45000	2.48991	6.36738
18.50000	2.49176	6.36681
18.55000	2.49345	6.36466
18.60000	2.49516	6.36282
18.65000	2.49695	6.36151
18.70000	2.49855	6.35825
18.75000	2.50039	6.35694
18.80000	2.50194	6.35385
18.85000	2.50380	6.35101
18.90000	2.50545	6.34756
18.95000	2.50711	6.34387
19.00000	2.50884	6.34121
19.05000	2.51049	6.33694
19.10000	2.51226	6.33306
19.15000	2.51385	6.32888
19.20000	2.51553	6.32364
19.25000	2.51731	6.31972
19.30000	2.51895	6.31519
19.35000	2.52072	6.30970
19.40000	2.52228	6.30368
19.45000	2.52403	6.29904
19.50000	2.52566	6.29335
19.55000	2.52743	6.28696
19.60000	2.52908	6.28024
19.65000	2.53073	6.27471
19.70000	2.53243	6.26798
19.75000	2.53407	6.26151
19.80000	2.53574	6.25373
19.85000	2.53739	6.24734
19.90000	2.53905	6.23993
19.95000	2.54072	6.23160
20.00000	2.54229	6.22331
20.05000	2.54400	6.21534
20.10000	2.54558	6.20682
20.15000	2.54725	6.19826
20.20000	2.54886	6.18891
20.25000	2.55053	6.17975
20.30000	2.55221	6.17014
20.35000	2.55380	6.16020
20.40000	2.55543	6.14970
20.45000	2.55701	6.13923
20.50000	2.55864	6.12861
20.55000	2.56020	6.11777
20.60000	2.56182	6.10599
20.65000	2.56349	6.09432
20.70000	2.56512	6.08323
20.75000	2.56672	6.07048
20.80000	2.56834	6.05829
20.85000	2.56984	6.04506
20.90000	2.57151	6.03205
20.95000	2.57310	6.01904
21.00000	2.57466	6.00562
21.05000	2.57626	5.99157
21.10000	2.57787	5.97706
21.15000	2.57946	5.96345
21.20000	2.58099	5.94771
21.25000	2.58257	5.93268
21.30000	2.58417	5.91888
21.35000	2.58572	5.90203
21.40000	2.58728	5.88675
21.45000	2.58889	5.87051
21.50000	2.59041	5.85373
21.55000	2.59202	5.83799
21.60000	2.59360	5.81957
21.65000	2.59507	5.80274
21.70000	2.59660	5.78521
21.75000	2.59819	5.76659
21.80000	2.59979	5.74838
21.85000	2.60125	5.73018
21.90000	2.60285	5.71104
21.95000	2.60438	5.69148
