Current (mA)	Voltage (V)	Power (mW)
0.00000	0.11292	0.00207
0.05000	0.69583	0.00226
0.10000	1.38931	0.00211
0.15000	1.41802	0.00159
0.20000	1.44042	0.00133
0.25000	1.45818	0.00166
0.30000	1.47414	0.00197
0.35000	1.48827	0.00155
0.40000	1.50079	0.00214
0.45000	1.51252	0.00193
0.50000	1.52304	0.00200
0.55000	1.53322	0.00185
0.60000	1.54246	0.00226
0.65000	1.55149	0.00252
0.70000	1.56001	0.00289
0.75000	1.56790	0.00264
0.80000	1.57572	0.00282
0.85000	1.58310	0.00356
0.90000	1.59017	0.00481
0.95000	1.59666	0.00761
1.00000	1.60274	0.01645
1.05000	1.60795	0.03272
1.10000	1.61271	0.05242
1.15000	1.61743	0.07261
1.20000	1.62198	0.09215
1.25000	1.62675	0.11298
1.30000	1.63119	0.13302
1.35000	1.63585	0.15354
1.40000	1.64040	0.17361
1.45000	1.64481	0.19365
1.50000	1.64935	0.21331
1.55000	1.65368	0.23239
1.60000	1.65822	0.25182
1.65000	1.66245	0.27070
1.70000	1.66695	0.28980
1.75000	1.67134	0.30917
1.80000	1.67552	0.32719
1.85000	1.67997	0.34614
1.90000	1.68402	0.36412
1.95000	1.68836	0.38203
2.00000	1.69245	0.40015
2.05000	1.69666	0.41798
2.10000	1.70091	0.43601
2.15000	1.70493	0.45380
2.20000	1.70918	0.47048
2.25000	1.71313	0.48771
2.30000	1.71729	0.50491
2.35000	1.72117	0.52139
2.40000	1.72528	0.53896
2.45000	1.72933	0.55488
2.50000	1.73323	0.57115
2.55000	1.73717	0.58891
2.60000	1.74095	0.60442
2.65000	1.74485	0.62214
2.70000	1.74873	0.64043
2.75000	1.75248	0.65792
2.80000	1.75632	0.67665
2.85000	1.76003	0.69347
2.90000	1.76380	0.71101
2.95000	1.76747	0.72951
3.00000	1.77117	0.74689
3.05000	1.77483	0.76558
3.10000	1.77844	0.78334
3.15000	1.78215	0.80176
3.20000	1.78572	0.81900
3.25000	1.78941	0.83781
3.30000	1.79292	0.85429
3.35000	1.79651	0.87268
3.40000	1.80008	0.89017
3.45000	1.80356	0.90700
3.50000	1.80717	0.92420
3.55000	1.81062	0.94162
3.60000	1.81415	0.95743
3.65000	1.81746	0.97474
3.70000	1.82105	0.99044
3.75000	1.82455	1.00768
3.80000	1.82802	1.02375
3.85000	1.83135	1.03949
3.90000	1.83476	1.05452
3.95000	1.83819	1.07037
4.00000	1.84150	1.08596
4.05000	1.84490	1.10196
4.10000	1.84831	1.11777
4.15000	1.85153	1.13276
4.20000	1.85498	1.14842
4.25000	1.85816	1.16274
4.30000	1.86146	1.17815
4.35000	1.86467	1.19179
4.40000	1.86798	1.20696
4.45000	1.87127	1.22192
4.50000	1.87449	1.23481
4.55000	1.87769	1.24959
4.60000	1.88075	1.26320
4.65000	1.88407	1.27650
4.70000	1.88719	1.29067
4.75000	1.89031	1.30334
4.80000	1.89358	1.31612
4.85000	1.89658	1.33000
4.90000	1.89974	1.34219
4.95000	1.90283	1.35344
5.00000	1.90586	1.36768
5.05000	1.90899	1.37867
5.10000	1.91198	1.39060
5.15000	1.91519	1.40323
5.20000	1.91807	1.41303
5.25000	1.92116	1.42511
5.30000	1.92414	1.43691
5.35000	1.92718	1.44667
5.40000	1.93013	1.45856
5.45000	1.93308	1.46943
5.50000	1.93598	1.47834
5.55000	1.93887	1.48891
5.60000	1.94178	1.49834
5.65000	1.94475	1.50726
5.70000	1.94766	1.51736
5.75000	1.95064	1.52694
5.80000	1.95337	1.53471
5.85000	1.95626	1.54421
5.90000	1.95908	1.55235
5.95000	1.96194	1.56005
6.00000	1.96468	1.56817
6.05000	1.96754	1.57621
6.10000	1.97032	1.58312
6.15000	1.97316	1.58993
6.20000	1.97592	1.59617
6.25000	1.97857	1.60143
6.30000	1.98130	1.60776
6.35000	1.98404	1.61325
6.40000	1.98679	1.61823
6.45000	1.98945	1.62376
6.50000	1.99210	1.62948
6.55000	1.99481	1.63322
6.60000	1.99745	1.63823
6.65000	2.00013	1.64256
6.70000	2.00271	1.64664
6.75000	2.00533	1.65145
6.80000	2.00798	1.65542
6.85000	2.01055	1.65792
6.90000	2.01313	1.66249
6.95000	2.01570	1.66462
7.00000	2.01834	1.66738
