Current (mA)	Voltage (V)	Power (mW)
0.00000	0.10200	0.00230
0.05000	0.66653	0.00197
0.10000	1.45386	0.00181
0.15000	1.48404	0.00197
0.20000	1.50833	0.00237
0.25000	1.52796	0.00237
0.30000	1.54570	0.00264
0.35000	1.56156	0.00260
0.40000	1.57547	0.00335
0.45000	1.58876	0.00375
0.50000	1.60054	0.00562
0.55000	1.61119	0.01541
0.60000	1.61989	0.03858
0.65000	1.62838	0.06457
0.70000	1.63662	0.09152
0.75000	1.64445	0.11683
0.80000	1.65237	0.14408
0.85000	1.65996	0.16995
0.90000	1.66759	0.19672
0.95000	1.67484	0.22229
1.00000	1.68219	0.24886
1.05000	1.68949	0.27485
1.10000	1.69639	0.30080
1.15000	1.70339	0.32588
1.20000	1.71007	0.35141
1.25000	1.71693	0.37769
1.30000	1.72321	0.40211
1.35000	1.72985	0.42812
1.40000	1.73617	0.45395
1.45000	1.74244	0.47840
1.50000	1.74866	0.50449
1.55000	1.75463	0.52868
1.60000	1.76075	0.55417
1.65000	1.76664	0.58075
1.70000	1.77267	0.60640
1.75000	1.77854	0.63325
1.80000	1.78432	0.65978
1.85000	1.79013	0.68715
1.90000	1.79571	0.71392
1.95000	1.80141	0.74207
2.00000	1.80690	0.76767
2.05000	1.81246	0.79594
2.10000	1.81810	0.82278
2.15000	1.82341	0.84883
2.20000	1.82896	0.87664
2.25000	1.83409	0.90236
2.30000	1.83950	0.93014
2.35000	1.84458	0.95628
2.40000	1.85000	0.98207
2.45000	1.85511	1.01033
2.50000	1.86012	1.03563
2.55000	1.86520	1.06256
2.60000	1.87018	1.08876
2.65000	1.87518	1.11425
2.70000	1.88014	1.14151
2.75000	1.88498	1.16757
2.80000	1.88990	1.19254
2.85000	1.89454	1.21908
2.90000	1.89944	1.24535
2.95000	1.90409	1.26977
3.00000	1.90884	1.29766
3.05000	1.91360	1.32211
3.10000	1.91804	1.34670
3.15000	1.92264	1.37292
3.20000	1.92712	1.39635
3.25000	1.93169	1.42371
3.30000	1.93612	1.44726
3.35000	1.94069	1.47281
3.40000	1.94512	1.49957
3.45000	1.94945	1.52267
3.50000	1.95399	1.54895
3.55000	1.95831	1.57422
3.60000	1.96259	1.59800
3.65000	1.96690	1.62443
3.70000	1.97114	1.64832
3.75000	1.97551	1.67332
3.80000	1.97961	1.69827
3.85000	1.98387	1.72192
3.90000	1.98796	1.74652
3.95000	1.99221	1.77224
4.00000	1.99620	1.79471
4.05000	2.00036	1.81983
4.10000	2.00449	1.84409
4.15000	2.00845	1.86682
4.20000	2.01257	1.89239
4.25000	2.01647	1.91594
4.30000	2.02054	1.93935
4.35000	2.02440	1.96331
4.40000	2.02848	1.98648
4.45000	2.03238	2.01053
4.50000	2.03629	2.03348
4.55000	2.04020	2.05625
4.60000	2.04404	2.08043
4.65000	2.04786	2.10316
4.70000	2.05167	2.12503
4.75000	2.05549	2.14914
4.80000	2.05941	2.17180
4.85000	2.06301	2.19434
4.90000	2.06686	2.21808
4.95000	2.07055	2.23816
5.00000	2.07423	2.26279
5.05000	2.07798	2.28455
5.10000	2.08164	2.30653
5.15000	2.08539	2.32937
5.20000	2.08889	2.35037
5.25000	2.09263	2.37262
5.30000	2.09622	2.39527
5.35000	2.09976	2.41542
5.40000	2.10341	2.43842
5.45000	2.10695	2.45924
5.50000	2.11056	2.47999
5.55000	2.11399	2.50241
5.60000	2.11766	2.52290
5.65000	2.12112	2.54410
5.70000	2.12461	2.56574
5.75000	2.12810	2.58537
5.80000	2.13149	2.60668
5.85000	2.13497	2.62728
5.90000	2.13831	2.64691
5.95000	2.14178	2.66858
6.00000	2.14518	2.68697
6.05000	2.14856	2.70776
6.10000	2.15199	2.72806
6.15000	2.15537	2.74705
6.20000	2.15873	2.76747
6.25000	2.16201	2.78676
6.30000	2.16541	2.80642
6.35000	2.16872	2.82619
6.40000	2.17217	2.84544
6.45000	2.17546	2.86508
6.50000	2.17887	2.88477
6.55000	2.18214	2.90376
6.60000	2.18548	2.92276
6.65000	2.18879	2.94238
6.70000	2.19194	2.96048
6.75000	2.19535	2.97988
6.80000	2.19863	2.99887
6.85000	2.20178	3.01681
6.90000	2.20508	3.03666
6.95000	2.20823	3.05390
7.00000	2.21147	3.07229
7.05000	2.21465	3.09019
7.10000	2.21785	3.10758
7.15000	2.22106	3.12601
7.20000	2.22415	3.14350
7.25000	2.22738	3.16085
7.30000	2.23045	3.17786
7.35000	2.23363	3.19550
7.40000	2.23660	3.21158
7.45000	2.23978	3.22866
7.50000	2.24290	3.24500
7.55000	2.24592	3.26246
7.60000	2.24905	3.27880
7.65000	2.25209	3.29408
7.70000	2.25513	3.31080
7.75000	2.25820	3.32817
7.80000	2.26116	3.34456
7.85000	2.26412	3.35951
7.90000	2.26705	3.37514
7.95000	2.27008	3.39169
8.00000	2.27297	3.40608
8.05000	2.27599	3.42126
8.10000	2.27898	3.43625
8.15000	2.28184	3.45087
8.20000	2.28486	3.46589
8.25000	2.28774	3.47958
8.30000	2.29062	3.49357
8.35000	2.29343	3.50810
8.40000	2.29640	3.52167
8.45000	2.29926	3.53532
8.50000	2.30204	3.54889
8.55000	2.30490	3.56231
8.60000	2.30767	3.57521
8.65000	2.31056	3.58751
8.70000	2.31336	3.59932
8.75000	2.31623	3.61087
8.80000	2.31908	3.62254
8.85000	2.32188	3.63435
8.90000	2.32466	3.64613
8.95000	2.32735	3.65726
9.00000	2.33013	3.66882
9.05000	2.33274	3.67995
9.10000	2.33553	3.69095
9.15000	2.33829	3.70145
9.20000	2.34091	3.71226
9.25000	2.34362	3.72335
9.30000	2.34637	3.73368
9.35000	2.34899	3.74299
9.40000	2.35157	3.75256
9.45000	2.35421	3.76250
9.50000	2.35692	3.77107
9.55000	2.35942	3.78015
9.60000	2.36216	3.78953
9.65000	2.36461	3.79821
9.70000	2.36724	3.80754
9.75000	2.36982	3.81458
9.80000	2.37241	3.82355
9.85000	2.37500	3.83293
9.90000	2.37751	3.83969
9.95000	2.38008	3.84908
10.00000	2.38257	3.85648
10.05000	2.38512	3.86366
10.10000	2.38767	3.87155
10.15000	2.39025	3.87768
10.20000	2.39274	3.88455
10.25000	2.39520	3.89259
10.30000	2.39769	3.89850
10.35000	2.40012	3.90474
10.40000	2.40261	3.91023
10.45000	2.40518	3.91611
10.50000	2.40751	3.92261
10.55000	2.41000	3.92766
10.60000	2.41234	3.93200
10.65000	2.41480	3.93741
10.70000	2.41714	3.94157
10.75000	2.41964	3.94620
10.80000	2.42202	3.95013
10.85000	2.42435	3.95386
10.90000	2.42676	3.95809
10.95000	2.42908	3.96100
11.00000	2.43144	3.96388
11.05000	2.43370	3.96672
11.10000	2.43611	3.96949
11.15000	2.43849	3.97158
11.20000	2.44069	3.97365
11.25000	2.44298	3.97503
11.30000	2.44535	3.97726
11.35000	2.44762	3.97820
11.40000	2.44980	3.97872
11.45000	2.45215	3.98018
11.50000	2.45445	3.98085
11.55000	2.45666	3.98119
11.60000	2.45892	3.98239
11.65000	2.46118	3.98131
11.70000	2.46342	3.98116
11.75000	2.46553	3.98060
11.80000	2.46778	3.97921
11.85000	2.47006	3.97831
11.90000	2.47213	3.97712
11.95000	2.47434	3.97618
12.00000	2.47651	3.97555
12.05000	2.47881	3.97424
12.10000	2.48087	3.97181
12.15000	2.48308	3.96991
12.20000	2.48531	3.96870
12.25000	2.48740	3.96635
12.30000	2.48960	3.96340
12.35000	2.49170	3.96056
12.40000	2.49389	3.95776
12.45000	2.49606	3.95442
12.50000	2.49818	3.95058
12.55000	2.50033	3.94755
12.60000	2.50237	3.94257
12.65000	2.50447	3.93914
12.70000	2.50654	3.93457
12.75000	2.50870	3.91835
12.80000	2.51042	3.91305
12.85000	2.51241	3.90643
12.90000	2.51450	3.89988
12.95000	2.51651	3.89252
13.00000	2.51850	3.88549
13.05000	2.52046	3.87827
13.10000	2.52256	3.87009
13.15000	2.52453	3.86104
13.20000	2.52653	3.85341
13.25000	2.52852	3.84441
13.30000	2.53045	3.83581
13.35000	2.53244	3.82541
13.40000	2.53438	3.81618
13.45000	2.53639	3.80631
13.50000	2.53846	3.79562
13.55000	2.54036	3.78460
13.60000	2.54224	3.77424
13.65000	2.54411	3.76343
13.70000	2.54614	3.75103
13.75000	2.54797	3.73959
13.80000	2.54991	3.72761
13.85000	2.55183	3.71554
13.90000	2.55372	3.70291
13.95000	2.55561	3.68993
14.00000	2.55742	3.67667
14.05000	2.55931	3.66310
14.10000	2.56114	3.64934
14.15000	2.56299	3.63517
