Current (mA)	Voltage (V)	Power (mW)
0.00000	0.10813	0.00226
0.05000	0.76772	0.00122
0.10000	1.36168	0.00140
0.15000	1.39097	0.00133
0.20000	1.41353	0.00159
0.25000	1.43121	0.00166
0.30000	1.44691	0.00178
0.35000	1.46076	0.00159
0.40000	1.47271	0.00143
0.45000	1.48412	0.00159
0.50000	1.49443	0.00110
0.55000	1.50410	0.00155
0.60000	1.51300	0.00174
0.65000	1.52166	0.00166
0.70000	1.52985	0.00193
0.75000	1.53746	0.00211
0.80000	1.54498	0.00166
0.85000	1.55190	0.00204
0.90000	1.55884	0.00200
0.95000	1.56534	0.00271
1.00000	1.57184	0.00293
1.05000	1.57813	0.00233
1.10000	1.58400	0.00245
1.15000	1.58993	0.00293
1.20000	1.59555	0.00316
1.25000	1.60120	0.00308
1.30000	1.60648	0.00356
1.35000	1.61190	0.00353
1.40000	1.61713	0.00406
1.45000	1.62206	0.00473
1.50000	1.62710	0.00559
1.55000	1.63188	0.00769
1.60000	1.63650	0.01183
1.65000	1.64077	0.01996
1.70000	1.64474	0.03242
1.75000	1.64865	0.04685
1.80000	1.65241	0.06146
1.85000	1.65627	0.07679
1.90000	1.65996	0.09111
1.95000	1.66374	0.10624
2.00000	1.66744	0.12049
2.05000	1.67120	0.13406
2.10000	1.67501	0.14808
2.15000	1.67862	0.16258
2.20000	1.68235	0.17645
2.25000	1.68584	0.18961
2.30000	1.68957	0.20254
2.35000	1.69307	0.21525
2.40000	1.69682	0.22845
2.45000	1.70037	0.24083
2.50000	1.70392	0.25316
2.55000	1.70753	0.26561
2.60000	1.71105	0.27731
2.65000	1.71456	0.28928
2.70000	1.71815	0.30053
2.75000	1.72157	0.31149
2.80000	1.72514	0.32289
2.85000	1.72851	0.33297
2.90000	1.73196	0.34378
2.95000	1.73532	0.35380
3.00000	1.73878	0.36430
3.05000	1.74222	0.37399
3.10000	1.74559	0.38382
3.15000	1.74895	0.39257
3.20000	1.75217	0.40205
3.25000	1.75565	0.41077
3.30000	1.75879	0.41925
3.35000	1.76219	0.42797
3.40000	1.76548	0.43552
3.45000	1.76876	0.44412
3.50000	1.77203	0.45223
3.55000	1.77521	0.45900
3.60000	1.77835	0.46639
3.65000	1.78158	0.47369
3.70000	1.78478	0.48019
3.75000	1.78798	0.48703
3.80000	1.79104	0.49253
3.85000	1.79429	0.49941
3.90000	1.79730	0.50517
3.95000	1.80041	0.51092
4.00000	1.80345	0.51612
4.05000	1.80655	0.52187
4.10000	1.80967	0.52745
4.15000	1.81259	0.53357
4.20000	1.81565	0.53907
4.25000	1.81858	0.54465
4.30000	1.82167	0.55185
4.35000	1.82455	0.55735
4.40000	1.82749	0.56337
4.45000	1.83046	0.57006
4.50000	1.83337	0.57555
4.55000	1.83630	0.58120
4.60000	1.83913	0.58606
4.65000	1.84206	0.58987
4.70000	1.84498	0.59552
4.75000	1.84783	0.59892
4.80000	1.85067	0.60237
4.85000	1.85338	0.60602
4.90000	1.85632	0.60991
4.95000	1.85904	0.61249
5.00000	1.86192	0.61552
5.05000	1.86453	0.61738
5.10000	1.86735	0.62041
5.15000	1.87021	0.62237
5.20000	1.87279	0.62396
5.25000	1.87558	0.62651
5.30000	1.87819	0.62752
5.35000	1.88104	0.62845
5.40000	1.88369	0.62947
5.45000	1.88627	0.63032
5.50000	1.88894	0.63110
5.55000	1.89160	0.63156
5.60000	1.89421	0.63095
5.65000	1.89686	0.63066
5.70000	1.89946	0.62987
5.75000	1.90209	0.62864
5.80000	1.90466	0.62786
5.85000	1.90721	0.62613
5.90000	1.90974	0.62415
5.95000	1.91226	0.62273
6.00000	1.91472	0.61970
6.05000	1.91738	0.61732
6.10000	1.91987	0.61373
6.15000	1.92233	0.61028
6.20000	1.92483	0.60692
6.25000	1.92727	0.60296
6.30000	1.92975	0.59810
6.35000	1.93211	0.59406
6.40000	1.93458	0.58880
6.45000	1.93709	0.58262
6.50000	1.93940	0.57761
6.55000	1.94187	0.57129
6.60000	1.94421	0.56534
6.65000	1.94657	0.55866
6.70000	1.94892	0.55070
6.75000	1.95132	0.54304
6.80000	1.95368	0.53563
6.85000	1.95592	0.52759
6.90000	1.95827	0.51914
6.95000	1.96056	0.50962
7.00000	1.96282	0.50120
7.05000	1.96501	0.49215
7.10000	1.96731	0.48210
7.15000	1.96961	0.47178
7.20000	1.97185	0.46263
7.25000	1.97414	0.45194
7.30000	1.97621	0.44042
7.35000	1.97858	0.42875
7.40000	1.98070	0.41783
7.45000	1.98285	0.40621
7.50000	1.98507	0.39368
7.55000	1.98721	0.38142
7.60000	1.98932	0.36890
7.65000	1.99148	0.35649
7.70000	1.99362	0.34262
7.75000	1.99576	0.32932
7.80000	1.99782	0.31604
7.85000	1.99996	0.30172
7.90000	2.00198	0.28759
7.95000	2.00407	0.27291
8.00000	2.00609	0.25844
8.05000	2.00816	0.24300
8.10000	2.01024	0.22677
8.15000	2.01226	0.21185
8.20000	2.01435	0.19682
8.25000	2.01628	0.18191
8.30000	2.01828	0.16737
8.35000	2.02034	0.15231
8.40000	2.02235	0.13724
8.45000	2.02439	0.12307
8.50000	2.02635	0.10950
8.55000	2.02841	0.09484
8.60000	2.03029	0.08146
8.65000	2.03224	0.06651
8.70000	2.03420	0.05324
8.75000	2.03626	0.04038
8.80000	2.03818	0.02950
8.85000	2.04015	0.02213
8.90000	2.04217	0.01806
8.95000	2.04416	0.01545
9.00000	2.04622	0.01410
9.05000	2.04820	0.01314
9.10000	2.05030	0.01228
9.15000	2.05232	0.01187
9.20000	2.05424	0.01093
9.25000	2.05629	0.01063
9.30000	2.05825	0.01078
9.35000	2.06037	0.01030
9.40000	2.06225	0.00999
9.45000	2.06427	0.00959
9.50000	2.06635	0.00925
9.55000	2.06824	0.00921
9.60000	2.07029	0.00925
9.65000	2.07207	0.00936
9.70000	2.07108	0.00907
9.75000	2.07114	0.00895
9.80000	2.07121	0.00903
9.85000	2.07117	0.00895
9.90000	2.07113	0.00899
9.95000	2.07115	0.00978
10.00000	2.07113	0.00928
10.05000	2.07114	0.00925
10.10000	2.07108	0.00895
10.15000	2.07107	0.00918
10.20000	2.07110	0.00911
10.25000	2.07109	0.00955
10.30000	2.07108	0.00865
10.35000	2.07114	0.00932
10.40000	2.07110	0.00918
10.45000	2.07115	0.00914
10.50000	2.07103	0.00880
10.55000	2.07109	0.00936
10.60000	2.07108	0.00951
10.65000	2.07109	0.00947
10.70000	2.07112	0.00880
10.75000	2.07108	0.00899
10.80000	2.07112	0.00936
10.85000	2.07111	0.00951
10.90000	2.07106	0.00928
10.95000	2.07109	0.00914
11.00000	2.07104	0.00936
11.05000	2.07116	0.00944
11.10000	2.07110	0.00911
11.15000	2.07110	0.00888
11.20000	2.07103	0.00944
11.25000	2.07112	0.00918
11.30000	2.07110	0.00940
11.35000	2.07103	0.00907
11.40000	2.07110	0.00947
11.45000	2.07120	0.00918
11.50000	2.07110	0.00940
11.55000	2.07106	0.00895
11.60000	2.07105	0.00911
11.65000	2.07110	0.00918
11.70000	2.07114	0.00888
11.75000	2.07108	0.00907
11.80000	2.07118	0.00918
11.85000	2.07108	0.00903
11.90000	2.07110	0.00940
11.95000	2.07105	0.00940
12.00000	2.07112	0.00918
