Wavelength (nm)	Rel. spec. intensity (dB)
848.222	29.886
848.244	29.809
848.267	29.854
848.289	29.877
848.312	29.863
848.334	29.845
848.357	29.850
848.379	29.845
848.402	29.845
848.424	29.805
848.447	29.872
848.469	29.859
848.492	29.823
848.514	29.881
848.537	29.832
848.559	29.859
848.582	29.795
848.604	29.899
848.627	29.868
848.649	29.809
848.672	29.921
848.694	29.894
848.717	29.868
848.739	29.899
848.761	29.850
848.784	29.854
848.806	29.886
848.829	29.841
848.851	29.845
848.874	29.836
848.896	29.836
848.919	29.926
848.941	29.827
848.963	29.768
848.986	29.786
849.008	29.809
849.031	29.773
849.053	29.908
849.075	29.859
849.098	29.845
849.120	29.850
849.143	29.818
849.165	29.859
849.187	29.917
849.210	29.777
849.232	29.850
849.254	29.832
849.277	29.836
849.299	29.777
849.322	29.814
849.344	29.841
849.366	29.850
849.389	29.754
849.411	29.872
849.433	29.773
849.456	29.827
849.478	29.903
849.500	29.827
849.523	29.841
849.545	29.814
849.567	29.863
849.590	29.890
849.612	29.899
849.634	29.841
849.657	29.930
849.679	29.859
849.701	29.800
849.724	29.795
849.746	29.809
849.768	29.854
849.791	29.800
849.813	29.917
849.835	29.818
849.857	29.948
849.880	29.832
849.902	29.868
849.924	29.863
849.946	29.863
849.969	29.850
849.991	29.868
850.013	29.886
850.036	29.841
850.058	29.881
850.080	29.827
850.102	29.827
850.125	29.800
850.147	29.800
850.169	29.912
850.191	29.863
850.214	29.877
850.236	29.832
850.258	29.791
850.280	29.795
850.302	29.827
850.325	29.863
850.347	29.859
850.369	29.877
850.391	29.782
850.414	29.823
850.436	29.872
850.458	29.814
850.480	29.777
850.502	29.881
850.524	29.845
850.547	29.836
850.569	29.854
850.591	29.912
850.613	29.859
850.635	29.872
850.658	29.886
850.680	29.773
850.702	29.805
850.724	29.868
850.746	29.795
850.768	29.768
850.791	29.823
850.813	29.814
850.835	29.809
850.857	29.881
850.879	29.881
850.901	29.791
850.923	29.818
850.945	29.881
850.968	29.881
850.990	29.814
851.012	29.795
851.034	29.800
851.056	29.800
851.078	29.863
851.100	29.845
851.122	29.859
851.144	29.894
851.167	29.872
851.189	29.750
851.211	29.836
851.233	29.894
851.255	29.841
851.277	29.841
851.299	29.850
851.321	29.872
851.343	29.823
851.365	29.836
851.387	29.841
851.409	29.850
851.431	29.814
851.453	29.881
851.476	29.872
851.498	29.845
851.520	29.791
851.542	29.845
851.564	29.845
851.586	29.805
851.608	29.827
851.630	29.850
851.652	29.845
851.674	29.754
851.696	29.823
851.718	29.814
851.740	29.859
851.762	29.877
851.784	29.863
851.806	29.827
851.828	29.827
851.850	29.863
851.872	29.777
851.894	29.827
851.916	29.859
851.938	29.872
851.960	29.841
851.982	29.881
852.004	29.823
852.026	29.868
852.048	29.795
852.070	29.859
852.092	29.818
852.114	29.908
852.135	29.903
852.157	29.965
852.179	30.183
852.201	30.633
852.223	31.284
852.245	32.009
852.267	32.953
852.289	33.700
852.311	33.827
