Current (mA)	Voltage (V)	Power (mW)
0.00000	0.09817	0.00189
0.05000	0.65559	0.00174
0.10000	1.41548	0.00166
0.15000	1.44371	0.00207
0.20000	1.46595	0.00189
0.25000	1.48394	0.00155
0.30000	1.50028	0.00226
0.35000	1.51469	0.00218
0.40000	1.52748	0.00260
0.45000	1.53952	0.00256
0.50000	1.55038	0.00285
0.55000	1.56091	0.00301
0.60000	1.57054	0.00349
0.65000	1.57970	0.00552
0.70000	1.58785	0.01333
0.75000	1.59415	0.03136
0.80000	1.60013	0.05455
0.85000	1.60578	0.07743
0.90000	1.61145	0.10150
0.95000	1.61705	0.12486
1.00000	1.62267	0.14962
1.05000	1.62819	0.17377
1.10000	1.63342	0.19634
1.15000	1.63889	0.22031
1.20000	1.64409	0.24315
1.25000	1.64942	0.26596
1.30000	1.65455	0.28868
1.35000	1.65964	0.31283
1.40000	1.66488	0.33533
1.45000	1.66980	0.35780
1.50000	1.67489	0.38005
1.55000	1.67977	0.40226
1.60000	1.68463	0.42510
1.65000	1.68948	0.44712
1.70000	1.69428	0.46906
1.75000	1.69907	0.49163
1.80000	1.70384	0.51269
1.85000	1.70852	0.53478
1.90000	1.71299	0.55568
1.95000	1.71763	0.57826
2.00000	1.72212	0.59952
2.05000	1.72664	0.62181
2.10000	1.73120	0.64442
2.15000	1.73555	0.66659
2.20000	1.73991	0.69045
2.25000	1.74416	0.71344
2.30000	1.74856	0.73713
2.35000	1.75280	0.75994
2.40000	1.75713	0.78427
2.45000	1.76142	0.80765
2.50000	1.76553	0.83067
2.55000	1.76980	0.85404
2.60000	1.77386	0.87710
2.65000	1.77803	0.90040
2.70000	1.78216	0.92416
2.75000	1.78612	0.94668
2.80000	1.79032	0.96973
2.85000	1.79426	0.99194
2.90000	1.79822	1.01467
2.95000	1.80213	1.03707
3.00000	1.80618	1.05998
3.05000	1.81013	1.08327
3.10000	1.81394	1.10507
3.15000	1.81791	1.12724
3.20000	1.82177	1.14903
3.25000	1.82561	1.17131
3.30000	1.82933	1.19289
3.35000	1.83323	1.21594
3.40000	1.83709	1.23722
3.45000	1.84074	1.25913
3.50000	1.84453	1.28055
3.55000	1.84812	1.30186
