Wavelength (nm)	Rel. spec. intensity (dB)
847.386	29.800
847.409	29.868
847.432	29.836
847.454	29.722
847.477	29.872
847.499	29.841
847.522	29.863
847.545	29.791
847.567	29.786
847.590	29.795
847.613	29.859
847.635	29.773
847.658	29.754
847.680	29.791
847.703	29.773
847.726	29.777
847.748	29.795
847.771	29.832
847.793	29.832
847.816	29.841
847.839	29.948
847.861	29.850
847.884	29.863
847.906	29.836
847.929	29.845
847.951	29.722
847.974	29.717
847.996	29.795
848.019	29.868
848.042	29.786
848.064	29.809
848.087	29.881
848.109	29.809
848.132	29.773
848.154	29.736
848.177	29.759
848.199	29.863
848.222	29.859
848.244	29.881
848.267	29.841
848.289	29.759
848.312	29.805
848.334	29.845
848.357	29.832
848.379	29.827
848.402	29.859
848.424	29.805
848.447	29.791
848.469	29.854
848.492	29.841
848.514	29.841
848.537	29.814
848.559	29.872
848.582	29.773
848.604	29.881
848.627	29.768
848.649	29.863
848.672	29.881
848.694	29.791
848.717	29.768
848.739	29.814
848.761	29.832
848.784	29.786
848.806	29.868
848.829	29.881
848.851	29.868
848.874	29.877
848.896	29.903
848.919	29.881
848.941	29.827
848.963	29.850
848.986	29.845
849.008	29.850
849.031	29.926
849.053	29.863
849.075	29.845
849.098	29.805
849.120	29.818
849.143	29.782
849.165	29.791
849.187	29.805
849.210	29.872
849.232	29.845
849.254	29.809
849.277	29.841
849.299	29.845
849.322	29.863
849.344	29.881
849.366	29.859
849.389	29.859
849.411	29.809
849.433	29.759
849.456	29.754
849.478	29.827
849.500	29.854
849.523	29.859
849.545	29.859
849.567	29.832
849.590	29.850
849.612	29.881
849.634	29.827
849.657	29.836
849.679	29.854
849.701	29.845
849.724	29.850
849.746	29.786
849.768	29.841
849.791	29.845
849.813	29.827
849.835	29.814
849.857	29.832
849.880	29.827
849.902	29.841
849.924	29.814
849.946	29.777
849.969	29.845
849.991	29.850
850.013	29.827
850.036	29.832
850.058	29.777
850.080	29.791
850.102	29.850
850.125	29.877
850.147	29.899
850.169	29.754
850.191	29.894
850.214	29.818
850.236	29.841
850.258	29.782
850.280	29.841
850.302	29.859
850.325	29.809
850.347	29.823
850.369	29.805
850.391	29.859
850.414	29.791
850.436	29.854
850.458	29.832
850.480	29.845
850.502	29.859
850.524	29.836
850.547	29.868
850.569	29.850
850.591	29.841
850.613	29.863
850.635	29.836
850.658	29.805
850.680	29.809
850.702	29.759
850.724	29.759
850.746	29.759
850.768	29.881
850.791	29.850
850.813	29.850
850.835	29.850
850.857	29.854
850.879	29.782
850.901	29.773
850.923	29.850
850.945	29.805
850.968	29.805
850.990	29.908
851.012	29.777
851.034	29.943
851.056	30.512
851.078	31.408
851.100	32.289
851.122	33.284
851.144	34.462
851.167	34.949
851.189	35.095
851.211	35.285
851.233	35.449
851.255	34.613
851.277	33.130
851.299	31.474
851.321	30.374
851.343	30.013
851.365	29.908
851.387	29.934
851.409	29.903
851.431	29.868
851.453	29.899
851.476	29.863
851.498	29.841
851.520	29.877
851.542	29.863
851.564	29.859
851.586	29.903
851.608	29.850
851.630	29.899
851.652	29.899
851.674	29.863
851.696	29.832
851.718	29.890
851.740	29.890
851.762	29.859
851.784	29.795
851.806	29.845
851.828	29.832
851.850	29.814
851.872	29.863
851.894	29.832
851.916	29.800
851.938	29.859
851.960	29.877
851.982	29.868
852.004	29.841
852.026	29.786
852.048	29.795
852.070	29.782
852.092	29.791
852.114	29.868
852.135	29.827
852.157	29.845
852.179	29.926
852.201	29.827
852.223	29.850
852.245	29.974
852.267	31.045
852.289	32.287
852.311	33.668
852.333	34.897
852.355	36.144
852.377	37.110
852.399	36.652
852.421	34.911
852.442	33.568
852.464	31.703
852.486	30.374
852.508	30.056
852.530	29.948
852.552	29.859
852.574	29.930
852.596	29.881
852.618	29.934
852.639	29.859
852.661	29.912
852.683	29.903
852.705	29.881
852.727	29.868
852.749	29.930
852.771	29.859
852.792	29.845
852.814	29.818
852.836	29.863
852.858	29.912
852.880	29.832
852.902	29.832
852.924	29.791
852.945	29.845
852.967	29.832
852.989	29.854
853.011	29.921
853.033	29.841
853.055	29.773
853.076	29.890
853.098	29.890
853.120	29.943
853.142	29.836
853.164	29.930
853.185	29.881
853.207	29.903
853.229	29.899
853.251	29.868
853.272	29.854
853.294	29.827
853.316	29.832
853.338	29.832
853.360	29.859
853.381	29.845
853.403	29.814
853.425	29.836
853.447	29.773
853.468	29.841
853.490	29.836
