Wavelength (nm)	Rel. spec. intensity (dB)
843.211	29.689
843.234	29.708
843.257	29.685
843.281	29.689
843.304	29.703
843.327	29.666
843.350	29.736
843.374	29.727
843.397	29.708
843.420	29.680
843.443	29.731
843.466	29.708
843.490	29.814
843.513	29.722
843.536	29.717
843.559	29.736
843.582	29.791
843.606	29.731
843.629	29.689
843.652	29.773
843.675	29.708
843.698	29.727
843.721	29.741
843.745	29.717
843.768	29.689
843.791	29.708
843.814	29.750
843.837	29.647
843.860	29.722
843.883	29.694
843.907	29.754
843.930	29.727
843.953	29.750
843.976	29.699
843.999	29.685
844.022	29.652
844.045	29.836
844.069	29.805
844.092	29.717
844.115	29.795
844.138	29.805
844.161	29.703
844.184	29.708
844.207	29.685
844.230	29.713
844.253	29.764
844.276	29.680
844.300	29.590
844.323	29.713
844.346	29.722
844.369	29.782
844.392	29.717
844.415	29.722
844.438	29.717
844.461	29.754
844.484	29.773
844.507	29.745
844.530	29.773
844.553	29.768
844.576	29.713
844.599	29.647
844.622	29.699
844.645	29.777
844.668	29.703
844.692	29.782
844.715	29.713
844.738	29.708
844.761	29.661
844.784	29.703
844.807	29.722
844.830	29.727
844.853	29.699
844.876	29.750
844.899	29.671
844.922	29.717
844.945	29.713
844.968	29.750
844.991	29.736
845.014	29.727
845.037	29.731
845.060	29.741
845.083	29.671
845.105	29.717
845.128	29.689
845.151	29.699
845.174	29.731
845.197	29.722
845.220	29.736
845.243	29.727
845.266	29.782
845.289	29.754
845.312	29.759
845.335	29.643
845.358	29.694
845.381	29.699
845.404	29.768
845.427	29.727
845.450	29.689
845.473	29.750
845.496	29.703
845.518	29.703
845.541	29.759
845.564	29.703
845.587	29.717
845.610	29.713
845.633	29.736
845.656	29.791
845.679	29.652
845.702	29.754
845.724	29.675
845.747	29.666
845.770	29.818
845.793	29.689
845.816	29.703
845.839	29.703
845.862	29.786
845.885	29.699
845.907	29.722
845.930	29.680
845.953	29.652
845.976	29.699
845.999	29.717
846.022	29.777
846.045	29.657
846.067	29.708
