	
X	Y
800,06982421875	10
800,19970703125	0
800,32958984375	3
800,45947265625	10
800,58935546875	11
800,71923828125	8
800,84912109375	20
800,97900390625	15
801,108825683594	18
801,238708496094	20
801,368591308594	19
801,498413085938	16
801,628295898438	15
801,758117675781	38
801,888000488281	33
802,017822265625	34
802,147644042969	28
802,277465820313	33
802,407348632813	43
802,537170410156	31
802,6669921875	46
802,796752929688	30
802,926574707031	42
803,056396484375	42
803,186218261719	49
803,315979003906	62
803,44580078125	54
803,575622558594	53
803,705383300781	52
803,835144042969	74
803,964965820313	56
804,0947265625	60
804,224487304688	65
804,354248046875	81
804,484008789063	73
804,61376953125	70
804,743530273438	74
804,873291015625	76
805,003051757813	82
805,1328125	94
805,262512207031	82
805,392272949219	82
805,52197265625	92
805,651733398438	91
805,781433105469	96
805,911193847656	104
806,040893554688	113
806,170593261719	111
806,30029296875	109
806,429992675781	128
806,559692382813	113
806,689392089844	129
806,819091796875	113
806,948791503906	126
807,078430175781	123
807,208129882813	120
807,337829589844	138
807,467468261719	141
807,59716796875	135
807,726806640625	142
807,8564453125	137
807,986145019531	158
808,115783691406	155
808,245422363281	169
808,375061035156	154
808,504699707031	152
808,634338378906	168
808,763977050781	161
808,8935546875	170
809,023193359375	174
809,15283203125	186
809,282409667969	173
809,412048339844	196
809,541625976563	188
809,671264648438	196
809,800842285156	184
809,930419921875	187
810,059997558594	202
810,189575195313	202
810,319152832031	208
810,44873046875	204
810,578308105469	222
810,707885742188	216
810,837463378906	239
810,966979980469	234
811,096557617188	232
811,226135253906	246
811,355651855469	242
811,485168457031	241
811,61474609375	254
811,744262695313	254
811,873779296875	248
812,003295898438	257
812,1328125	263
812,262329101563	281
812,391845703125	291
812,521362304688	271
812,65087890625	282
812,780395507813	289
812,909851074219	301
813,039367675781	292
813,168823242188	309
813,29833984375	318
813,427795410156	299
813,557250976563	333
813,686767578125	325
813,816223144531	334
813,945678710938	350
814,075134277344	326
814,20458984375	343
814,334045410156	348
814,463500976563	351
814,592895507813	366
814,722351074219	356
814,851745605469	348
814,981201171875	365
815,110595703125	362
815,240051269531	377
