Wavelength (nm)	Rel. spec. intensity (dB)
849.634	29.741
849.657	29.713
849.679	29.722
849.701	29.703
849.724	29.764
849.746	29.713
849.768	29.768
849.791	29.791
849.813	29.745
849.835	29.750
849.857	29.754
849.880	29.777
849.902	29.773
849.924	29.694
849.946	29.750
849.969	29.836
849.991	29.777
850.013	29.759
850.036	29.768
850.058	29.805
850.080	29.773
850.102	29.722
850.125	29.713
850.147	29.666
850.169	29.805
850.191	29.759
850.214	29.814
850.236	29.764
850.258	29.795
850.280	29.750
850.302	29.777
850.325	29.850
850.347	29.791
850.369	29.795
850.391	29.773
850.414	29.805
850.436	29.754
850.458	29.768
850.480	29.764
850.502	29.814
850.524	29.717
850.547	29.717
850.569	29.754
850.591	29.759
850.613	29.750
850.635	29.777
850.658	29.759
850.680	29.795
850.702	29.773
850.724	29.750
850.746	29.773
850.768	29.759
850.791	29.786
850.813	29.717
850.835	29.764
850.857	29.727
850.879	29.750
850.901	29.800
850.923	29.759
850.945	29.850
850.968	29.818
850.990	29.773
851.012	29.773
851.034	29.800
851.056	29.854
851.078	29.845
851.100	29.872
851.122	29.731
851.144	29.764
851.167	29.699
851.189	29.750
851.211	29.777
851.233	29.782
851.255	29.786
851.277	29.736
851.299	29.754
851.321	29.731
851.343	29.773
851.365	29.850
851.387	29.872
851.409	29.823
851.431	29.782
851.453	29.699
851.476	29.759
851.498	29.773
851.520	29.759
851.542	29.773
851.564	29.731
851.586	29.722
851.608	29.754
851.630	29.827
851.652	29.773
851.674	29.805
851.696	29.782
851.718	29.731
851.740	29.736
851.762	29.759
851.784	29.791
851.806	29.809
851.828	29.736
851.850	29.764
851.872	29.708
851.894	29.773
851.916	29.754
851.938	29.759
851.960	29.791
851.982	29.832
852.004	29.795
852.026	29.827
852.048	29.777
852.070	29.759
852.092	29.863
852.114	29.805
852.135	29.827
852.157	29.754
852.179	29.731
852.201	29.731
852.223	29.708
852.245	29.736
852.267	29.745
852.289	29.741
852.311	29.786
852.333	29.741
852.355	29.708
852.377	29.731
852.399	29.741
852.421	29.800
852.442	29.759
852.464	29.764
852.486	29.768
852.508	29.745
852.530	29.741
852.552	29.827
852.574	29.818
852.596	29.777
852.618	29.754
852.639	29.850
852.661	29.827
852.683	29.782
852.705	29.759
852.727	29.754
852.749	29.685
852.771	29.680
852.792	29.786
852.814	29.764
852.836	29.782
852.858	29.754
852.880	29.713
852.902	29.777
852.924	29.782
852.945	29.809
852.967	29.814
852.989	29.786
853.011	29.685
853.033	29.791
853.055	29.768
853.076	29.727
853.098	29.791
853.120	29.800
853.142	29.795
853.164	29.768
853.185	29.745
853.207	29.722
853.229	29.841
853.251	29.727
853.272	29.782
853.294	29.731
853.316	29.814
853.338	29.764
853.360	29.768
853.381	29.754
853.403	29.754
853.425	29.782
853.447	29.727
853.468	29.786
853.490	29.809
853.512	29.773
853.534	29.745
853.555	29.854
853.577	29.768
853.599	29.777
853.620	29.754
853.642	29.800
853.664	29.800
853.686	29.736
853.707	29.685
853.729	29.805
853.751	29.745
853.773	29.727
853.794	29.703
853.816	29.666
853.838	29.773
853.859	29.795
853.881	29.773
853.903	29.795
853.924	29.736
853.946	29.791
853.968	29.841
853.989	29.818
854.011	29.750
854.033	29.800
854.054	29.809
854.076	29.800
854.098	29.722
854.119	29.731
854.141	29.741
854.163	29.754
854.184	29.745
854.206	29.782
854.228	29.722
854.249	29.777
854.271	29.786
854.292	29.823
854.314	29.809
854.336	29.805
854.357	29.759
854.379	29.727
854.401	29.754
854.422	29.764
854.444	29.768
854.465	29.872
854.487	29.872
854.509	30.398
854.530	31.219
854.552	32.315
854.573	33.280
854.595	34.223
854.617	34.565
854.638	33.981
854.660	32.826
854.681	31.370
854.703	30.265
854.724	29.952
854.746	29.777
854.767	29.832
854.789	29.863
854.811	29.805
854.832	29.845
854.854	29.872
854.875	29.854
854.897	29.818
854.918	29.863
854.940	29.800
854.961	29.768
854.983	29.736
855.004	29.814
855.026	29.832
855.047	29.832
855.069	29.908
855.090	29.903
855.112	29.836
855.133	29.731
855.155	29.777
855.176	29.713
855.198	29.754
855.219	29.759
855.241	29.717
855.262	29.786
855.284	29.832
855.305	29.722
855.327	29.823
855.348	29.814
855.370	29.741
855.391	29.845
855.413	29.786
855.434	29.814
855.456	29.731
855.477	29.722
855.498	29.773
855.520	29.791
855.541	29.708
855.563	29.764
855.584	29.827
855.606	29.768
855.627	29.832
855.648	29.809
855.670	29.795
855.691	29.745
855.713	29.764
855.734	29.759
855.755	29.795
855.777	29.800
855.798	29.827
855.820	29.731
855.841	29.689
855.862	29.731
855.884	29.708
855.905	29.768
