Current (mA)	Voltage (V)	Power (mW)
0.00000	0.10508	0.00230
0.05000	0.77834	0.00170
0.10000	1.45339	0.00166
0.15000	1.49425	0.00147
0.20000	1.52711	0.00197
0.25000	1.55373	0.00143
0.30000	1.57759	0.00193
0.35000	1.59888	0.00155
0.40000	1.61755	0.00185
0.45000	1.63540	0.00214
0.50000	1.65151	0.00275
0.55000	1.66687	0.00391
0.60000	1.67992	0.01353
0.65000	1.69206	0.03230
0.70000	1.70348	0.05268
0.75000	1.71437	0.07238
0.80000	1.72543	0.09286
0.85000	1.73602	0.11321
0.90000	1.74664	0.13332
0.95000	1.75702	0.15267
1.00000	1.76737	0.17287
1.05000	1.77767	0.19290
1.10000	1.78734	0.21152
1.15000	1.79740	0.23114
1.20000	1.80685	0.24958
1.25000	1.81643	0.26901
1.30000	1.82562	0.28696
1.35000	1.83510	0.30596
1.40000	1.84431	0.32356
1.45000	1.85317	0.34113
1.50000	1.86220	0.35949
1.55000	1.87074	0.37575
1.60000	1.87940	0.39257
1.65000	1.88774	0.40932
1.70000	1.89619	0.42629
1.75000	1.90464	0.44274
1.80000	1.91262	0.45781
1.85000	1.92072	0.47369
1.90000	1.92840	0.48872
1.95000	1.93629	0.50345
2.00000	1.94380	0.51758
2.05000	1.95141	0.53156
2.10000	1.95896	0.54576
2.15000	1.96621	0.55937
2.20000	1.97365	0.57254
2.25000	1.98060	0.58465
2.30000	1.98776	0.59728
2.35000	1.99453	0.60924
2.40000	2.00158	0.62046
2.45000	2.00842	0.63171
2.50000	2.01496	0.64244
2.55000	2.02169	0.65340
2.60000	2.02802	0.66275
2.65000	2.03452	0.67216
2.70000	2.04091	0.68181
2.75000	2.04712	0.69010
2.80000	2.05332	0.69908
2.85000	2.05936	0.70690
2.90000	2.06536	0.71452
2.95000	2.07121	0.72207
3.00000	2.07718	0.72853
3.05000	2.08308	0.73523
3.10000	2.08865	0.74118
3.15000	2.09439	0.74659
3.20000	2.09985	0.75224
3.25000	2.10545	0.75740
3.30000	2.11075	0.76095
3.35000	2.11622	0.76554
3.40000	2.12162	0.76936
3.45000	2.12680	0.77201
3.50000	2.13202	0.77504
3.55000	2.13709	0.77811
3.60000	2.14215	0.77964
3.65000	2.14705	0.78147
3.70000	2.15209	0.78189
3.75000	2.15703	0.78320
3.80000	2.16175	0.78424
3.85000	2.16664	0.78379
3.90000	2.17125	0.78334
3.95000	2.17593	0.78289
4.00000	2.18049	0.78211
4.05000	2.18510	0.78020
4.10000	2.18968	0.77765
4.15000	2.19405	0.77564
4.20000	2.19857	0.77347
4.25000	2.20279	0.76959
4.30000	2.20724	0.76675
4.35000	2.21133	0.76248
4.40000	2.21565	0.75796
4.45000	2.21987	0.75396
4.50000	2.22393	0.74842
4.55000	2.22803	0.74233
4.60000	2.23206	0.73728
4.65000	2.23604	0.73093
4.70000	2.23994	0.72446
4.75000	2.24393	0.71684
4.80000	2.24784	0.70955
4.85000	2.25160	0.70203
4.90000	2.25537	0.69366
4.95000	2.25915	0.68525
5.00000	2.26283	0.67642
5.05000	2.26645	0.66726
5.10000	2.27003	0.65762
5.15000	2.27201	0.65561
5.20000	2.27069	0.65579
