Current (mA)	Voltage (V)	Power (mW)
0.00000	0.10175	0.00218
0.05000	0.71962	0.00147
0.10000	1.47811	0.00147
0.15000	1.51963	0.00140
0.20000	1.55308	0.00185
0.25000	1.58054	0.00140
0.30000	1.60517	0.00197
0.35000	1.62714	0.00245
0.40000	1.64581	0.00552
0.45000	1.66164	0.02173
0.50000	1.67542	0.04430
0.55000	1.68919	0.06839
0.60000	1.70211	0.09204
0.65000	1.71527	0.11593
0.70000	1.72811	0.13948
0.75000	1.74039	0.16277
0.80000	1.75272	0.18603
0.85000	1.76444	0.20916
0.90000	1.77634	0.23250
0.95000	1.78772	0.25544
1.00000	1.79919	0.27866
1.05000	1.81053	0.30184
1.10000	1.82127	0.32416
1.15000	1.83217	0.34678
1.20000	1.84266	0.36913
1.25000	1.85327	0.39138
1.30000	1.86336	0.41306
1.35000	1.87358	0.43527
1.40000	1.88371	0.45833
1.45000	1.89323	0.47882
1.50000	1.90311	0.50065
1.55000	1.91230	0.52084
1.60000	1.92187	0.54301
1.65000	1.93077	0.56305
1.70000	1.93986	0.58443
1.75000	1.94889	0.60379
1.80000	1.95753	0.62371
1.85000	1.96623	0.64390
1.90000	1.97454	0.66294
1.95000	1.98305	0.68208
2.00000	1.99110	0.70121
2.05000	1.99936	0.71979
2.10000	2.00737	0.73815
2.15000	2.01512	0.75576
2.20000	2.02288	0.77381
2.25000	2.03051	0.79143
2.30000	2.03806	0.80855
2.35000	2.04540	0.82477
2.40000	2.05270	0.84114
2.45000	2.06006	0.85785
2.50000	2.06702	0.87341
2.55000	2.07409	0.88892
2.60000	2.08079	0.90387
2.65000	2.08770	0.91921
2.70000	2.09452	0.93393
2.75000	2.10100	0.94739
2.80000	2.10757	0.96073
2.85000	2.11387	0.97434
2.90000	2.12029	0.98712
2.95000	2.12650	0.99987
3.00000	2.13266	1.01192
3.05000	2.13886	1.02417
3.10000	2.14483	1.03603
3.15000	2.15070	1.04679
3.20000	2.15654	1.05714
3.25000	2.16229	1.06780
3.30000	2.16791	1.07764
3.35000	2.17360	1.08799
3.40000	2.17923	1.09703
3.45000	2.18452	1.10541
3.50000	2.19008	1.11465
3.55000	2.19537	1.12231
3.60000	2.20073	1.13000
3.65000	2.20584	1.13718
3.70000	2.21099	1.14477
3.75000	2.21622	1.15162
3.80000	2.22111	1.15741
3.85000	2.22612	1.16283
3.90000	2.23093	1.16874
3.95000	2.23591	1.17408
4.00000	2.24061	1.17954
4.05000	2.24532	1.18325
4.10000	2.25009	1.18751
4.15000	2.25466	1.19127
4.20000	2.25925	1.19427
4.25000	2.26370	1.19738
4.30000	2.26819	1.20018
4.35000	2.27254	1.20216
4.40000	2.27701	1.20402
4.45000	2.28144	1.20567
4.50000	2.28558	1.20665
4.55000	2.28991	1.20732
4.60000	2.29390	1.20765
4.65000	2.29814	1.20761
4.70000	2.30216	1.20747
4.75000	2.30627	1.20634
4.80000	2.31025	1.20530
4.85000	2.31422	1.20373
4.90000	2.31812	1.20179
4.95000	2.32194	1.19984
5.00000	2.32587	1.19745
5.05000	2.32951	1.19453
5.10000	2.33339	1.19098
5.15000	2.33715	1.18717
5.20000	2.34073	1.18309
5.25000	2.34442	1.17879
5.30000	2.34795	1.17386
5.35000	2.35152	1.16911
5.40000	2.35519	1.16377
5.45000	2.35862	1.15703
5.50000	2.36206	1.15098
5.55000	2.36544	1.14484
5.60000	2.36890	1.13797
5.65000	2.37213	1.13113
5.70000	2.37558	1.12286
5.75000	2.37884	1.11446
5.80000	2.38212	1.10653
5.85000	2.38536	1.09752
5.90000	2.38848	1.08847
5.95000	2.39176	1.07898
6.00000	2.39475	1.06989
6.05000	2.39794	1.05946
6.10000	2.40097	1.04892
6.15000	2.40397	1.03789
6.20000	2.40705	1.02691
6.25000	2.40999	1.01564
6.30000	2.41292	1.00428
6.35000	2.41582	0.99202
6.40000	2.41872	0.97923
6.45000	2.42176	0.96687
6.50000	2.42442	0.95404
6.55000	2.42734	0.94025
6.60000	2.43003	0.92690
6.65000	2.43289	0.91303
6.70000	2.43558	0.89917
6.75000	2.43839	0.88470
6.80000	2.44098	0.86911
6.85000	2.44359	0.85416
6.90000	2.44629	0.83856
6.95000	2.44886	0.82279
7.00000	2.45143	0.80630
7.05000	2.45392	0.79093
7.10000	2.45659	0.77419
7.15000	2.45919	0.75725
7.20000	2.46160	0.74006
7.25000	2.46413	0.72319
7.30000	2.46648	0.70596
7.35000	2.46897	0.68835
7.40000	2.47138	0.67033
7.45000	2.47373	0.65187
7.50000	2.47616	0.63355
7.55000	2.47847	0.61557
7.60000	2.48089	0.59691
7.65000	2.48314	0.57804
7.70000	2.48557	0.55931
7.75000	2.48782	0.54006
7.80000	2.49011	0.52184
7.85000	2.49238	0.50173
7.90000	2.49461	0.48330
7.95000	2.49691	0.46330
8.00000	2.49915	0.44360
8.05000	2.50134	0.42499
8.10000	2.50113	0.42823
8.15000	2.50096	0.42727
8.20000	2.50092	0.42715
8.25000	2.50077	0.42712
8.30000	2.50081	0.42719
8.35000	2.50093	0.42731
8.40000	2.50086	0.42723
8.45000	2.50079	0.42719
8.50000	2.50086	0.42767
8.55000	2.50080	0.42731
8.60000	2.50086	0.42712
8.65000	2.50094	0.42767
8.70000	2.50086	0.42767
8.75000	2.50082	0.42734
8.80000	2.50084	0.42760
8.85000	2.50084	0.42783
8.90000	2.50085	0.42719
8.95000	2.50089	0.42786
9.00000	2.50087	0.42838
9.05000	2.50086	0.42798
9.10000	2.50083	0.42734
9.15000	2.50086	0.42771
9.20000	2.50093	0.42783
9.25000	2.50089	0.42704
9.30000	2.50083	0.42734
9.35000	2.50088	0.42842
9.40000	2.50087	0.42708
9.45000	2.50096	0.42745
9.50000	2.50086	0.42767
9.55000	2.50083	0.42719
9.60000	2.50083	0.42700
9.65000	2.50091	0.42667
9.70000	2.50088	0.42715
9.75000	2.50091	0.42693
9.80000	2.50090	0.42633
9.85000	2.50087	0.42786
9.90000	2.50092	0.42738
9.95000	2.50089	0.42644
10.00000	2.50096	0.42775
10.05000	2.50091	0.42712
10.10000	2.50091	0.42748
10.15000	2.50083	0.42734
10.20000	2.50086	0.42794
10.25000	2.50101	0.42727
10.30000	2.50085	0.42779
10.35000	2.50085	0.42816
10.40000	2.50091	0.42816
10.45000	2.50095	0.42745
10.50000	2.50095	0.42719
10.55000	2.50087	0.42681
10.60000	2.50084	0.42625
10.65000	2.50095	0.42618
10.70000	2.50083	0.42704
10.75000	2.50088	0.42734
10.80000	2.50086	0.42708
10.85000	2.50086	0.42689
10.90000	2.50091	0.42648
10.95000	2.50088	0.42637
11.00000	2.50098	0.42708
11.05000	2.50081	0.42745
11.10000	2.50087	0.42641
11.15000	2.50091	0.42622
11.20000	2.50082	0.42558
11.25000	2.50085	0.42667
11.30000	2.50092	0.42641
11.35000	2.50085	0.42681
11.40000	2.50086	0.42685
11.45000	2.50081	0.42685
11.50000	2.50091	0.42641
11.55000	2.50089	0.42708
11.60000	2.50088	0.42689
11.65000	2.50084	0.42734
11.70000	2.50084	0.42677
11.75000	2.50084	0.42727
11.80000	2.50083	0.42745
11.85000	2.50088	0.42656
11.90000	2.50086	0.42641
11.95000	2.50085	0.42648
12.00000	2.50083	0.42648
12.05000	2.50089	0.42625
12.10000	2.50085	0.42562
12.15000	2.50085	0.42618
12.20000	2.50092	0.42614
12.25000	2.50086	0.42596
12.30000	2.50082	0.42671
12.35000	2.50096	0.42674
12.40000	2.50091	0.42656
12.45000	2.50084	0.42663
12.50000	2.50092	0.42652
12.55000	2.50091	0.42618
12.60000	2.50083	0.42610
12.65000	2.50086	0.42629
12.70000	2.50086	0.42629
12.75000	2.50084	0.42543
12.80000	2.50088	0.42535
12.85000	2.50088	0.42618
12.90000	2.50086	0.42603
12.95000	2.50084	0.42625
13.00000	2.50091	0.42689
13.05000	2.50095	0.42652
13.10000	2.50085	0.42625
13.15000	2.50082	0.42681
13.20000	2.50090	0.42742
13.25000	2.50091	0.42696
13.30000	2.50088	0.42656
13.35000	2.50087	0.42712
13.40000	2.50089	0.42660
13.45000	2.50087	0.42618
13.50000	2.50086	0.42629
13.55000	2.50085	0.42633
13.60000	2.50088	0.42660
