Wavelength (nm)	Rel. spec. intensity (dB)
848.469	29.773
848.492	29.754
848.514	29.773
848.537	29.727
848.559	29.800
848.582	29.764
848.604	29.782
848.627	29.786
848.649	29.786
848.672	29.827
848.694	29.818
848.717	29.750
848.739	29.741
848.761	29.745
848.784	29.727
848.806	29.722
848.829	29.717
848.851	29.717
848.874	29.689
848.896	29.694
848.919	29.750
848.941	29.699
848.963	29.713
848.986	29.741
849.008	29.795
849.031	29.754
849.053	29.736
849.075	29.703
849.098	29.795
849.120	29.805
849.143	29.805
849.165	29.736
849.187	29.713
849.210	29.708
849.232	29.708
849.254	29.754
849.277	29.759
849.299	29.800
849.322	29.795
849.344	29.841
849.366	29.750
849.389	29.741
849.411	29.795
849.433	29.699
849.456	29.777
849.478	29.768
849.500	29.795
849.523	29.832
849.545	29.773
849.567	29.795
849.590	29.759
849.612	29.722
849.634	29.809
849.657	29.708
849.679	29.759
849.701	29.754
849.724	29.764
849.746	29.809
849.768	29.827
849.791	29.722
849.813	29.791
849.835	29.675
849.857	29.773
849.880	29.777
849.902	29.777
849.924	29.800
849.946	29.809
849.969	29.703
849.991	29.754
850.013	29.722
850.036	29.773
850.058	29.703
850.080	29.736
850.102	29.741
850.125	29.823
850.147	29.722
850.169	29.782
850.191	29.827
850.214	29.736
850.236	29.786
850.258	29.809
850.280	29.827
850.302	29.713
850.325	29.764
850.347	29.773
850.369	29.759
850.391	29.841
850.414	29.741
850.436	29.731
850.458	29.736
850.480	29.741
850.502	29.727
850.524	29.773
850.547	29.759
850.569	29.727
850.591	29.699
850.613	29.647
850.635	29.823
850.658	29.708
850.680	29.689
850.702	29.750
850.724	29.768
850.746	29.814
850.768	29.754
850.791	29.741
850.813	29.782
850.835	29.809
850.857	29.759
850.879	29.782
850.901	29.795
850.923	29.741
850.945	29.791
850.968	29.827
850.990	29.759
851.012	29.795
851.034	29.773
851.056	29.795
851.078	29.736
851.100	29.741
851.122	29.814
851.144	29.800
851.167	29.750
851.189	29.827
851.211	29.823
851.233	29.827
851.255	29.754
851.277	29.689
851.299	29.764
851.321	29.818
851.343	29.782
851.365	29.675
851.387	29.689
851.409	29.832
851.431	29.764
851.453	29.773
