Current (mA)	Voltage (V)	Power (mW)
0.00000	0.10707	0.00222
0.05000	0.68641	0.00197
0.10000	1.42346	0.00214
0.15000	1.45794	0.00200
0.20000	1.48567	0.00193
0.25000	1.50802	0.00129
0.30000	1.52797	0.00207
0.35000	1.54564	0.00200
0.40000	1.56123	0.00204
0.45000	1.57592	0.00200
0.50000	1.58916	0.00193
0.55000	1.60198	0.00241
0.60000	1.61357	0.00379
0.65000	1.62438	0.00832
0.70000	1.63344	0.02408
0.75000	1.64150	0.04359
0.80000	1.64953	0.06501
0.85000	1.65716	0.08476
0.90000	1.66497	0.10689
0.95000	1.67241	0.12699
1.00000	1.68008	0.14831
1.05000	1.68767	0.16969
1.10000	1.69482	0.18939
1.15000	1.70222	0.21022
1.20000	1.70932	0.23051
1.25000	1.71663	0.25033
1.30000	1.72352	0.26951
1.35000	1.73061	0.29032
1.40000	1.73762	0.30959
1.45000	1.74448	0.32909
1.50000	1.75132	0.34850
1.55000	1.75794	0.36738
1.60000	1.76464	0.38644
1.65000	1.77123	0.40566
1.70000	1.77783	0.42401
1.75000	1.78443	0.44297
1.80000	1.79074	0.46113
1.85000	1.79712	0.47956
1.90000	1.80332	0.49654
1.95000	1.80966	0.51501
2.00000	1.81570	0.53209
2.05000	1.82200	0.54879
2.10000	1.82810	0.56689
2.15000	1.83395	0.58256
2.20000	1.84003	0.59927
2.25000	1.84584	0.61582
2.30000	1.85173	0.63135
2.35000	1.85742	0.64667
2.40000	1.86325	0.66346
2.45000	1.86896	0.67774
2.50000	1.87444	0.69227
2.55000	1.88013	0.70794
2.60000	1.88551	0.72064
2.65000	1.89110	0.73602
2.70000	1.89660	0.75108
2.75000	1.90184	0.76293
2.80000	1.90721	0.77744
2.85000	1.91230	0.79045
2.90000	1.91759	0.80241
2.95000	1.92270	0.81531
3.00000	1.92782	0.82727
3.05000	1.93292	0.83904
3.10000	1.93786	0.85093
3.15000	1.94288	0.86182
3.20000	1.94772	0.87190
3.25000	1.95269	0.88345
3.30000	1.95746	0.89326
3.35000	1.96233	0.90301
3.40000	1.96706	0.91291
3.45000	1.97168	0.92211
3.50000	1.97647	0.93040
3.55000	1.98085	0.93965
3.60000	1.98553	0.94704
3.65000	1.98992	0.95489
3.70000	1.99453	0.96387
3.75000	1.99909	0.97075
3.80000	2.00341	0.97699
3.85000	2.00779	0.98480
3.90000	2.01204	0.99008
3.95000	2.01637	0.99616
4.00000	2.02059	1.00215
4.05000	2.02483	1.00693
4.10000	2.02910	1.01225
4.15000	2.03310	1.01729
4.20000	2.03731	1.02092
4.25000	2.04131	1.02495
4.30000	2.04546	1.02925
4.35000	2.04936	1.03169
4.40000	2.05347	1.03526
4.45000	2.05740	1.03808
4.50000	2.06124	1.03994
4.55000	2.06522	1.04305
4.60000	2.06905	1.04555
4.65000	2.07298	1.04657
4.70000	2.07665	1.05019
4.75000	2.08055	1.05213
4.80000	2.08435	1.05296
4.85000	2.08806	1.05505
4.90000	2.09186	1.05609
4.95000	2.09543	1.05655
5.00000	2.09917	1.05751
5.05000	2.10283	1.05747
5.10000	2.10643	1.05676
5.15000	2.11008	1.05762
5.20000	2.11359	1.05639
5.25000	2.11709	1.05430
5.30000	2.12058	1.05367
5.35000	2.12409	1.05135
5.40000	2.12760	1.04847
5.45000	2.13085	1.04664
5.50000	2.13429	1.04267
5.55000	2.13762	1.03964
5.60000	2.14103	1.03691
5.65000	2.14423	1.03194
5.70000	2.14760	1.02712
5.75000	2.15088	1.02323
5.80000	2.15400	1.01770
5.85000	2.15721	1.01217
5.90000	2.16041	1.00668
5.95000	2.16352	1.00010
6.00000	2.16667	0.99445
6.05000	2.16977	0.98783
6.10000	2.17293	0.97990
6.15000	2.17592	0.97292
6.20000	2.17894	0.96503
6.25000	2.18196	0.95631
6.30000	2.18492	0.94865
6.35000	2.18788	0.93990
6.40000	2.19085	0.93038
6.45000	2.19378	0.92103
6.50000	2.19671	0.91134
