Current (mA)	Voltage (V)	Power (mW)
0.00000	0.10415	0.00218
0.05000	0.67310	0.00222
0.10000	1.50502	0.00193
0.15000	1.54214	0.00256
0.20000	1.57135	0.00222
0.25000	1.59443	0.00256
0.30000	1.61518	0.00327
0.35000	1.63306	0.00746
0.40000	1.64799	0.02816
0.45000	1.66204	0.05641
0.50000	1.67519	0.08263
0.55000	1.68806	0.11085
0.60000	1.69987	0.13765
0.65000	1.71175	0.16521
0.70000	1.72333	0.19294
0.75000	1.73401	0.21982
0.80000	1.74494	0.24707
0.85000	1.75496	0.27410
0.90000	1.76523	0.30151
0.95000	1.77489	0.32794
1.00000	1.78472	0.35519
1.05000	1.79422	0.38240
1.10000	1.80325	0.40954
1.15000	1.81237	0.43579
1.20000	1.82107	0.46293
1.25000	1.82994	0.48950
1.30000	1.83839	0.51503
1.35000	1.84687	0.54255
1.40000	1.85526	0.56910
1.45000	1.86327	0.59403
1.50000	1.87138	0.62139
1.55000	1.87912	0.64640
1.60000	1.88708	0.67291
1.65000	1.89454	0.69780
1.70000	1.90223	0.72394
1.75000	1.90989	0.75018
1.80000	1.91709	0.77556
1.85000	1.92460	0.80057
1.90000	1.93166	0.82589
1.95000	1.93889	0.85107
2.00000	1.94585	0.87587
2.05000	1.95291	0.90084
2.10000	1.95993	0.92562
2.15000	1.96672	0.95015
2.20000	1.97349	0.97493
2.25000	1.98009	0.99826
2.30000	1.98683	1.02338
2.35000	1.99330	1.04697
2.40000	1.99986	1.07071
2.45000	2.00643	1.09534
2.50000	2.01271	1.11799
2.55000	2.01912	1.14215
2.60000	2.02539	1.16540
2.65000	2.03184	1.18899
2.70000	2.03827	1.21374
2.75000	2.04460	1.23717
2.80000	2.05084	1.26043
2.85000	2.05695	1.28406
2.90000	2.06323	1.30671
2.95000	2.06911	1.32944
3.00000	2.07535	1.35355
3.05000	2.08137	1.37547
3.10000	2.08722	1.39864
3.15000	2.09322	1.42140
3.20000	2.09909	1.44301
3.25000	2.10498	1.46728
3.30000	2.11077	1.48795
3.35000	2.11663	1.51120
3.40000	2.12253	1.53446
3.45000	2.12812	1.55456
3.50000	2.13383	1.57726
3.55000	2.13934	1.59811
3.60000	2.14498	1.61957
3.65000	2.15039	1.64111
3.70000	2.15595	1.66114
3.75000	2.16152	1.68230
3.80000	2.16670	1.70339
3.85000	2.17218	1.72301
3.90000	2.17736	1.74301
3.95000	2.18271	1.76280
4.00000	2.18789	1.78209
4.05000	2.19313	1.80268
4.10000	2.19834	1.82100
4.15000	2.20332	1.84006
4.20000	2.20850	1.85906
4.25000	2.21334	1.87703
4.30000	2.21844	1.89561
4.35000	2.22328	1.91352
4.40000	2.22822	1.93106
4.45000	2.23315	1.95008
4.50000	2.23784	1.96605
4.55000	2.24268	1.98339
4.60000	2.24731	2.00014
4.65000	2.25204	2.01659
4.70000	2.25669	2.03319
4.75000	2.26136	2.05001
4.80000	2.26602	2.06515
4.85000	2.27048	2.08097
4.90000	2.27510	2.09681
4.95000	2.27953	2.11076
5.00000	2.28398	2.12709
5.05000	2.28830	2.14111
5.10000	2.29277	2.15581
5.15000	2.29718	2.17046
5.20000	2.30145	2.18355
5.25000	2.30581	2.19715
5.30000	2.31006	2.21094
5.35000	2.31428	2.22358
5.40000	2.31851	2.23764
5.45000	2.32271	2.24856
5.50000	2.32688	2.26163
5.55000	2.33089	2.27409
5.60000	2.33506	2.28572
5.65000	2.33903	2.29723
5.70000	2.34308	2.30915
5.75000	2.34715	2.31973
5.80000	2.35104	2.33091
5.85000	2.35499	2.34056
5.90000	2.35885	2.35083
5.95000	2.36281	2.36123
6.00000	2.36659	2.36998
6.05000	2.37058	2.37989
6.10000	2.37436	2.38912
6.15000	2.37814	2.39776
6.20000	2.38192	2.40676
6.25000	2.38560	2.41442
6.30000	2.38943	2.42194
6.35000	2.39294	2.43031
6.40000	2.39669	2.43745
6.45000	2.40043	2.44486
6.50000	2.40398	2.45133
6.55000	2.40764	2.45757
6.60000	2.41110	2.46415
6.65000	2.41404	2.46400
6.70000	2.41744	2.46863
6.75000	2.42105	2.47488
6.80000	2.42464	2.47920
6.85000	2.42809	2.48388
6.90000	2.43160	2.48841
6.95000	2.43508	2.49185
7.00000	2.43853	2.49615
7.05000	2.44186	2.49974
7.10000	2.44531	2.50265
7.15000	2.44871	2.50538
7.20000	2.45198	2.50811
7.25000	2.45540	2.51016
7.30000	2.45865	2.51222
7.35000	2.46201	2.51390
7.40000	2.46524	2.51626
7.45000	2.46864	2.51697
7.50000	2.47203	2.51798
7.55000	2.47519	2.51794
7.60000	2.47840	2.51839
7.65000	2.48157	2.51899
7.70000	2.48476	2.51843
7.75000	2.48794	2.51794
7.80000	2.49097	2.51711
7.85000	2.49410	2.51517
7.90000	2.49709	2.51319
7.95000	2.50013	2.51166
8.00000	2.50318	2.50867
8.05000	2.50618	2.50598
8.10000	2.50915	2.50354
8.15000	2.51204	2.49974
8.20000	2.51505	2.49663
8.25000	2.51794	2.49346
8.30000	2.52085	2.48878
8.35000	2.52370	2.48467
8.40000	2.52652	2.47962
8.45000	2.52944	2.47450
