Wavelength (nm)	Rel. spec. intensity (dB)
850.391	29.713
850.414	29.745
850.436	29.805
850.458	29.768
850.480	29.764
850.502	29.699
850.524	29.722
850.547	29.699
850.569	29.741
850.591	29.731
850.613	29.759
850.635	29.750
850.658	29.750
850.680	29.699
850.702	29.731
850.724	29.675
850.746	29.657
850.768	29.777
850.791	29.754
850.813	29.759
850.835	29.791
850.857	29.759
850.879	29.754
850.901	29.777
850.923	29.731
850.945	29.745
850.968	29.759
850.990	29.703
851.012	29.731
851.034	29.713
851.056	29.731
851.078	29.736
851.100	29.736
851.122	29.754
851.144	29.877
851.167	29.809
851.189	29.777
851.211	29.694
851.233	29.768
851.255	29.795
851.277	29.791
851.299	29.764
851.321	29.717
851.343	29.708
851.365	29.782
851.387	29.680
851.409	29.754
851.431	29.717
851.453	29.791
851.476	29.750
851.498	29.722
851.520	29.782
851.542	29.759
851.564	29.717
851.586	29.736
851.608	29.741
851.630	29.717
851.652	29.685
851.674	29.764
851.696	29.764
851.718	29.764
851.740	29.731
851.762	29.722
851.784	29.708
851.806	29.708
851.828	29.805
851.850	29.745
851.872	29.754
851.894	29.745
851.916	29.699
851.938	29.736
851.960	29.661
851.982	29.764
852.004	29.768
852.026	29.809
852.048	29.800
852.070	29.731
852.092	29.727
852.114	29.786
852.135	29.736
852.157	29.736
852.179	29.675
852.201	29.731
852.223	29.699
852.245	29.773
852.267	29.713
852.289	29.722
852.311	29.754
852.333	29.708
852.355	29.731
852.377	29.717
852.399	29.736
852.421	29.795
852.442	29.800
852.464	29.754
852.486	29.786
852.508	29.727
852.530	29.754
852.552	29.750
852.574	29.713
852.596	29.731
852.618	29.845
852.639	29.782
852.661	29.795
852.683	29.777
852.705	29.773
852.727	29.764
852.749	29.814
852.771	29.745
852.792	29.694
852.814	29.759
852.836	29.741
852.858	29.832
852.880	29.694
852.902	29.791
852.924	29.768
852.945	29.777
852.967	29.791
852.989	29.722
853.011	29.759
853.033	29.786
853.055	29.750
853.076	29.754
853.098	29.736
853.120	29.795
853.142	29.795
853.164	29.703
853.185	29.694
853.207	29.777
853.229	29.754
853.251	29.754
853.272	29.722
853.294	29.722
853.316	29.745
853.338	29.805
853.360	29.722
853.381	29.827
853.403	29.754
853.425	29.777
853.447	29.845
853.468	29.722
853.490	29.759
853.512	29.773
853.534	29.795
853.555	29.823
853.577	29.727
853.599	29.768
853.620	29.786
853.642	29.754
853.664	29.805
853.686	29.731
853.707	29.768
853.729	29.741
853.751	29.754
853.773	29.703
853.794	29.731
853.816	29.750
853.838	29.741
853.859	29.713
853.881	29.754
853.903	29.694
853.924	29.741
853.946	29.777
853.968	29.685
853.989	29.741
854.011	29.703
854.033	29.699
854.054	29.619
854.076	29.764
854.098	29.717
854.119	29.764
854.141	29.727
854.163	29.722
854.184	29.750
854.206	29.759
854.228	29.759
854.249	29.818
854.271	29.768
854.292	29.786
854.314	29.741
854.336	29.795
854.357	29.800
854.379	29.754
854.401	29.754
854.422	29.703
854.444	29.722
854.465	29.671
854.487	29.754
854.509	29.731
854.530	29.652
854.552	29.786
854.573	29.836
854.595	29.764
854.617	29.782
854.638	29.795
854.660	29.745
854.681	29.731
854.703	29.694
854.724	29.759
854.746	29.754
854.767	29.731
854.789	29.685
854.811	29.643
854.832	29.750
854.854	29.741
854.875	29.750
854.897	29.786
854.918	29.805
854.940	29.782
854.961	29.809
854.983	29.759
855.004	29.750
855.026	29.745
855.047	29.736
855.069	29.795
855.090	29.671
855.112	29.722
855.133	29.661
855.155	29.782
855.176	29.722
855.198	29.768
855.219	29.791
855.241	29.969
855.262	30.162
855.284	30.527
855.305	31.216
855.327	32.271
855.348	33.290
855.370	34.156
855.391	34.439
855.413	34.062
855.434	33.204
855.456	32.360
855.477	31.199
855.498	30.330
855.520	29.961
855.541	29.841
855.563	29.800
855.584	29.805
855.606	29.872
855.627	29.786
855.648	29.773
855.670	29.741
855.691	29.863
855.713	29.694
855.734	29.795
855.755	29.805
855.777	29.731
855.798	29.699
855.820	29.727
855.841	29.745
855.862	29.773
855.884	29.782
855.905	29.768
855.927	29.717
855.948	29.731
855.969	29.633
855.991	29.805
856.012	29.768
856.033	29.773
856.055	29.764
856.076	29.722
856.098	29.731
856.119	29.713
856.140	29.805
856.162	29.750
856.183	29.777
856.204	29.759
856.226	29.694
856.247	29.680
856.268	29.703
856.290	29.759
856.311	29.717
856.332	29.773
856.354	29.768
856.375	29.717
856.396	29.717
856.417	29.722
856.439	29.759
856.460	29.699
856.481	29.754
856.503	29.661
856.524	29.750
856.545	29.727
856.566	29.754
856.588	29.768
856.609	29.713
856.630	29.782
856.652	29.699
856.673	29.689
856.694	29.782
856.715	29.754
856.737	29.731
856.758	29.703
856.779	29.713
856.800	29.661
856.822	29.750
856.843	29.795
856.864	29.782
856.885	29.791
856.907	29.731
856.928	29.754
856.949	29.703
856.970	29.727
856.991	29.741
857.013	29.666
857.034	29.703
857.055	29.722
857.076	29.741
857.097	29.708
857.119	29.741
857.140	29.768
857.161	29.759
857.182	29.731
857.203	29.759
857.225	29.741
857.246	29.736
857.267	29.759
857.288	29.773
857.309	29.741
857.330	29.736
857.352	29.666
857.373	29.713
857.394	29.689
857.415	29.805
857.436	29.703
857.457	29.759
857.479	29.764
857.500	29.768
857.521	29.722
857.542	29.750
857.563	29.818
857.584	29.768
857.605	29.736
857.626	29.717
857.648	29.754
857.669	29.713
857.690	29.736
857.711	29.727
857.732	29.745
857.753	29.717
857.774	29.759
857.795	29.736
857.816	29.652
857.837	29.754
857.859	29.685
857.880	29.731
857.901	29.759
857.922	29.727
857.943	29.703
857.964	29.750
857.985	29.768
858.006	29.768
858.027	29.680
858.048	29.731
858.069	29.717
858.090	29.694
858.111	29.750
858.132	29.717
858.153	29.764
858.174	29.782
858.195	29.708
858.216	29.791
858.237	29.754
858.258	29.699
858.279	29.795
858.300	29.754
858.321	29.773
858.342	29.759
858.363	29.722
858.384	29.736
858.406	29.685
858.426	29.722
858.447	29.708
858.468	29.777
858.489	29.713
858.510	29.713
858.531	29.685
858.552	29.708
858.573	29.694
858.594	29.750
858.615	29.722
858.636	29.717
858.657	29.736
858.678	29.795
858.699	29.809
858.720	29.731
858.741	29.759
858.762	29.768
858.783	29.773
858.804	29.759
858.825	29.818
858.846	29.745
858.867	29.750
858.888	29.754
858.908	29.647
858.929	29.703
858.950	29.680
858.971	29.750
858.992	29.809
859.013	29.750
859.034	29.745
859.055	29.671
859.076	29.675
859.097	29.754
859.117	29.832
859.138	29.795
859.159	29.750
859.180	29.836
859.201	29.764
859.222	29.773
859.243	29.657
859.264	29.717
859.284	29.717
859.305	29.777
859.326	29.750
859.347	29.731
859.368	29.759
859.389	29.727
859.410	29.759
859.430	29.773
859.451	29.722
859.472	29.759
859.493	29.699
859.514	29.768
859.534	29.717
859.555	29.768
859.576	29.699
859.597	29.727
859.618	29.713
859.639	29.773
859.659	29.805
859.680	29.768
859.701	29.666
859.722	29.809
859.742	29.818
859.763	29.708
859.784	29.708
859.805	29.764
859.826	29.786
859.846	29.764
859.867	29.827
859.888	29.773
859.909	29.741
859.929	29.741
859.950	29.717
859.971	29.741
859.992	29.643
860.012	29.741
860.033	29.713
860.054	29.745
860.075	29.773
860.095	29.666
860.116	29.754
860.137	29.727
860.158	29.647
860.178	29.736
860.199	29.694
860.220	29.680
860.240	29.741
860.261	29.750
860.282	29.713
860.303	29.791
860.323	29.689
860.344	29.675
860.365	29.661
860.385	29.694
