Current (mA)	Voltage (V)	Power (mW)
12.25000	2.38398	4.69357
12.30000	2.38625	4.70150
12.35000	2.38842	4.70841
12.40000	2.39066	4.71466
12.45000	2.39273	4.72075
12.50000	2.39497	4.72796
12.55000	2.39717	4.73365
12.60000	2.39937	4.73963
12.65000	2.40158	4.74486
12.70000	2.40366	4.75100
12.75000	2.40585	4.75675
12.80000	2.40794	4.76119
12.85000	2.41019	4.76595
12.90000	2.41236	4.77155
12.95000	2.41437	4.77555
13.00000	2.41661	4.78004
13.05000	2.41866	4.78355
13.10000	2.42083	4.78778
13.15000	2.42298	4.79163
13.20000	2.42503	4.79492
13.25000	2.42709	4.79768
13.30000	2.42919	4.80105
13.35000	2.43125	4.80464
13.40000	2.43325	4.80688
13.45000	2.43544	4.81043
13.50000	2.43752	4.81178
13.55000	2.43946	4.81384
13.60000	2.44157	4.81586
13.65000	2.44353	4.81724
13.70000	2.44558	4.81870
13.75000	2.44765	4.82041
13.80000	2.44968	4.82071
13.85000	2.45173	4.82213
13.90000	2.45368	4.82177
13.95000	2.45572	4.82240
14.00000	2.45777	4.82277
14.05000	2.45979	4.82229
14.10000	2.46175	4.82244
14.15000	2.46370	4.82161
14.20000	2.46581	4.82112
14.25000	2.46765	4.81977
14.30000	2.46977	4.81885
14.35000	2.47164	4.81772
14.40000	2.47370	4.81626
14.45000	2.47564	4.81432
14.50000	2.47758	4.81208
14.55000	2.47957	4.80931
14.60000	2.48153	4.80695
14.65000	2.48350	4.80403
14.70000	2.48540	4.80157
14.75000	2.48736	4.79787
14.80000	2.48927	4.79466
14.85000	2.49121	4.79021
14.90000	2.49315	4.78580
14.95000	2.49505	4.78194
15.00000	2.49697	4.77731
15.05000	2.49885	4.77271
15.10000	2.50079	4.76762
15.15000	2.50262	4.76190
15.20000	2.50454	4.75656
15.25000	2.50649	4.75050
15.30000	2.50835	4.74441
15.35000	2.51020	4.73881
15.40000	2.51210	4.73174
15.45000	2.51391	4.72490
15.50000	2.51583	4.71746
15.55000	2.51768	4.71047
15.60000	2.51946	4.70198
15.65000	2.52135	4.69451
15.70000	2.52314	4.68610
15.75000	2.52501	4.67836
15.80000	2.52682	4.66860
15.85000	2.52872	4.65952
15.90000	2.53052	4.65040
15.95000	2.53232	4.63970
16.00000	2.53411	4.63021
16.05000	2.53595	4.61978
16.10000	2.53770	4.60909
16.15000	2.53945	4.59798
16.20000	2.54131	4.58654
16.25000	2.54304	4.57485
16.30000	2.54485	4.56362
16.35000	2.54650	4.55189
16.40000	2.54844	4.53959
16.45000	2.55008	4.52729
16.50000	2.55192	4.51421
16.55000	2.55370	4.50123
16.60000	2.55529	4.48826
16.65000	2.55710	4.47357
16.70000	2.55882	4.46068
16.75000	2.56056	4.44594
16.80000	2.56225	4.43181
16.85000	2.56397	4.41641
16.90000	2.56569	4.40060
16.95000	2.56736	4.38534
17.00000	2.56908	4.36868
17.05000	2.57071	4.35256
17.10000	2.57244	4.33641
17.15000	2.57415	4.31929
17.20000	2.57578	4.30123
17.25000	2.57756	4.28422
17.30000	2.57917	4.26631
17.35000	2.58091	4.24800
17.40000	2.58251	4.22957
17.45000	2.58425	4.21061
17.50000	2.58574	4.19110
17.55000	2.58747	4.17055
17.60000	2.58914	4.15072
17.65000	2.59081	4.13039
17.70000	2.59243	4.10945
17.75000	2.59405	4.08855
17.80000	2.59575	4.06669
17.85000	2.59725	4.04594
17.90000	2.59885	4.02284
17.95000	2.60047	4.00004
18.00000	2.60205	3.97816
18.05000	2.60366	3.95488
18.10000	2.60522	3.93098
18.15000	2.60683	3.90710
18.20000	2.60853	3.88220
18.25000	2.61002	3.85802
18.30000	2.61170	3.83416
18.35000	2.61316	3.80856
18.40000	2.61480	3.78272
18.45000	2.61631	3.75618
18.50000	2.61791	3.72859
18.55000	2.61950	3.70093
18.60000	2.62103	3.67416
18.65000	2.62251	3.64575
18.70000	2.62405	3.61778
18.75000	2.62556	3.58874
18.80000	2.62708	3.56014
18.85000	2.62866	3.53094
18.90000	2.63015	3.50021
18.95000	2.63159	3.47080
19.00000	2.63318	3.43940
19.05000	2.63468	3.40927
19.10000	2.63610	3.37708
19.15000	2.63760	3.34500
19.20000	2.63907	3.31247
19.25000	2.64067	3.27999
19.30000	2.64199	3.24717
19.35000	2.64355	3.21337
19.40000	2.64493	3.18018
19.45000	2.64650	3.14538
19.50000	2.64791	3.11129
19.55000	2.64939	3.07484
19.60000	2.65088	3.03864
19.65000	2.65227	3.00372
19.70000	2.65368	2.96653
19.75000	2.65509	2.93057
19.80000	2.65651	2.89229
19.85000	2.65792	2.85468
19.90000	2.65948	2.81636
19.95000	2.66078	2.77707
20.00000	2.66220	2.73841
20.05000	2.66361	2.69912
20.10000	2.66495	2.65983
20.15000	2.66640	2.61913
20.20000	2.66778	2.57879
20.25000	2.66922	2.53722
20.30000	2.67058	2.49583
20.35000	2.67187	2.45441
20.40000	2.67325	2.41135
20.45000	2.67464	2.37030
20.50000	2.67603	2.32597
20.55000	2.67740	2.28373
20.60000	2.67872	2.23816
20.65000	2.68006	2.19315
20.70000	2.68137	2.14929
20.75000	2.68271	2.10335
20.80000	2.68402	2.05890
20.85000	2.68536	2.01172
20.90000	2.68673	1.96488
20.95000	2.68806	1.91931
21.00000	2.68934	1.87239
21.05000	2.69065	1.82547
21.10000	2.69195	1.77781
21.15000	2.69330	1.73075
21.20000	2.69459	1.68282
21.25000	2.69597	1.63314
21.30000	2.69720	1.58569
21.35000	2.69865	1.53642
21.40000	2.69980	1.48865
21.45000	2.70118	1.43785
21.50000	2.70241	1.38925
21.55000	2.70370	1.33860
21.60000	2.70500	1.28731
21.65000	2.70630	1.23769
21.70000	2.70766	1.18771
21.75000	2.70890	1.13915
21.80000	2.71031	1.08955
21.85000	2.71151	1.04241
21.90000	2.71286	0.99467
21.95000	2.71419	0.94737
22.00000	2.71558	0.90259
22.05000	2.71695	0.85601
22.10000	2.71818	0.80992
22.15000	2.71952	0.76304
22.20000	2.72087	0.71811
22.25000	2.72213	0.67066
22.30000	2.72353	0.62319
22.35000	2.72478	0.57680
22.40000	2.72616	0.52988
22.45000	2.72746	0.48288
22.50000	2.72880	0.43432
22.55000	2.73002	0.38741
22.60000	2.73133	0.33930
22.65000	2.73272	0.29074
22.70000	2.73396	0.24379
22.75000	2.73535	0.19807
22.80000	2.73664	0.15668
22.85000	2.73807	0.11874
22.90000	2.73957	0.08386
22.95000	2.74114	0.05960
23.00000	2.74290	0.04793
23.05000	2.74476	0.04199
23.10000	2.74660	0.03821
23.15000	2.74846	0.03537
23.20000	2.75032	0.03320
23.25000	2.75239	0.03226
23.30000	2.75419	0.03040
23.35000	2.75614	0.02913
23.40000	2.75804	0.02860
23.45000	2.75993	0.02741
23.50000	2.76177	0.02693
23.55000	2.76376	0.02606
23.60000	2.76565	0.02558
23.65000	2.76760	0.02561
23.70000	2.76953	0.02497
23.75000	2.77140	0.02422
23.80000	2.77332	0.02397
23.85000	2.77526	0.02315
23.90000	2.77722	0.02288
23.95000	2.77929	0.02236
24.00000	2.78105	0.02244
24.05000	2.78305	0.02240
24.10000	2.78493	0.02202
24.15000	2.78685	0.02157
24.20000	2.78872	0.02117
24.25000	2.79078	0.02090
24.30000	2.79268	0.02109
24.35000	2.79459	0.02109
24.40000	2.79663	0.02027
24.45000	2.79854	0.02034
24.50000	2.80046	0.02011
24.55000	2.80207	0.01989
24.60000	2.80107	0.02000
24.65000	2.80102	0.02023
24.70000	2.80099	0.02053
24.75000	2.80108	0.02019
24.80000	2.80108	0.02038
24.85000	2.80103	0.02011
24.90000	2.80097	0.02011
24.95000	2.80103	0.02031
25.00000	2.80106	0.02027
25.05000	2.80101	0.01992
25.10000	2.80106	0.02031
25.15000	2.80108	0.02042
25.20000	2.80106	0.02023
25.25000	2.80102	0.01996
25.30000	2.80103	0.01996
25.35000	2.80111	0.02011
25.40000	2.80104	0.02060
25.45000	2.80105	0.01996
25.50000	2.80099	0.01992
25.55000	2.80105	0.02023
25.60000	2.80111	0.02011
25.65000	2.80098	0.01979
25.70000	2.80099	0.02031
25.75000	2.80111	0.02015
25.80000	2.80100	0.02023
25.85000	2.80106	0.02011
25.90000	2.80106	0.01979
25.95000	2.80102	0.01982
26.00000	2.80106	0.02004
26.05000	2.80107	0.02060
26.10000	2.80102	0.02000
26.15000	2.80107	0.02027
26.20000	2.80101	0.02023
26.25000	2.80107	0.01992
26.30000	2.80096	0.02008
26.35000	2.80103	0.02004
26.40000	2.80110	0.02004
26.45000	2.80105	0.02038
26.50000	2.80098	0.02000
26.55000	2.80106	0.02019
26.60000	2.80111	0.02046
26.65000	2.80108	0.02027
26.70000	2.80104	0.02011
26.75000	2.80108	0.02034
26.80000	2.80104	0.02015
26.85000	2.80105	0.02034
26.90000	2.80102	0.01992
26.95000	2.80101	0.01992
27.00000	2.80108	0.02027
27.05000	2.80103	0.01996
27.10000	2.80105	0.02011
27.15000	2.80103	0.01975
27.20000	2.80101	0.02019
27.25000	2.80103	0.02019
27.30000	2.80107	0.02000
27.35000	2.80103	0.02015
27.40000	2.80099	0.02053
27.45000	2.80116	0.02008
27.50000	2.80106	0.02031
27.55000	2.80103	0.01975
27.60000	2.80101	0.01963
27.65000	2.80113	0.02023
27.70000	2.80105	0.02015
27.75000	2.80109	0.02008
27.80000	2.80109	0.01975
27.85000	2.80108	0.02000
27.90000	2.80106	0.01986
27.95000	2.80114	0.01967
28.00000	2.80107	0.01989
28.05000	2.80107	0.02057
28.10000	2.80103	0.01986
28.15000	2.80110	0.02011
28.20000	2.80106	0.01967
28.25000	2.80097	0.02004
28.30000	2.80102	0.02031
28.35000	2.80108	0.02015
28.40000	2.80108	0.01996
28.45000	2.80097	0.02000
28.50000	2.80116	0.01992
28.55000	2.80101	0.01992
28.60000	2.80100	0.01979
28.65000	2.80101	0.02023
28.70000	2.80108	0.01975
28.75000	2.80100	0.02027
28.80000	2.80102	0.01982
28.85000	2.80101	0.02000
28.90000	2.80105	0.02004
28.95000	2.80108	0.02008
29.00000	2.80105	0.01975
29.05000	2.80111	0.01986
29.10000	2.80101	0.02019
29.15000	2.80106	0.01986
29.20000	2.80105	0.01959
29.25000	2.80103	0.01971
29.30000	2.80098	0.02015
29.35000	2.80105	0.01992
29.40000	2.80113	0.01996
29.45000	2.80102	0.02004
29.50000	2.80097	0.01996
29.55000	2.80118	0.02004
29.60000	2.80108	0.01992
29.65000	2.80103	0.01952
29.70000	2.80108	0.02046
29.75000	2.80107	0.02019
29.80000	2.80107	0.02023
29.85000	2.80098	0.01986
29.90000	2.80106	0.01986
29.95000	2.80105	0.02011
30.00000	2.80111	0.01989
