Current (mA)	Voltage (V)	Power (mW)
0.00000	0.09928	0.00200
0.05000	0.71947	0.00143
0.10000	1.40005	0.00143
0.15000	1.42571	0.00170
0.20000	1.44579	0.00193
0.25000	1.46187	0.00197
0.30000	1.47639	0.00159
0.35000	1.48929	0.00193
0.40000	1.50066	0.00230
0.45000	1.51155	0.00226
0.50000	1.52133	0.00252
0.55000	1.53074	0.00301
0.60000	1.53945	0.00308
0.65000	1.54785	0.00316
0.70000	1.55595	0.00331
0.75000	1.56336	0.00439
0.80000	1.57053	0.00592
0.85000	1.57704	0.00966
0.90000	1.58282	0.02083
0.95000	1.58751	0.04042
1.00000	1.59213	0.06322
1.05000	1.59658	0.08674
1.10000	1.60093	0.10902
1.15000	1.60529	0.13271
1.20000	1.60949	0.15597
1.25000	1.61379	0.17881
1.30000	1.61799	0.20106
1.35000	1.62227	0.22379
1.40000	1.62654	0.24674
1.45000	1.63056	0.26891
1.50000	1.63470	0.29175
1.55000	1.63878	0.31272
1.60000	1.64293	0.33500
1.65000	1.64683	0.35619
1.70000	1.65096	0.37817
1.75000	1.65494	0.40013
1.80000	1.65875	0.42128
1.85000	1.66275	0.44360
1.90000	1.66641	0.46633
1.95000	1.67035	0.48917
2.00000	1.67406	0.51153
2.05000	1.67776	0.53530
2.10000	1.68154	0.55916
2.15000	1.68515	0.58207
2.20000	1.68883	0.60641
2.25000	1.69247	0.63014
2.30000	1.69598	0.65388
2.35000	1.69953	0.67770
2.40000	1.70312	0.70147
2.45000	1.70666	0.72577
2.50000	1.71022	0.74918
2.55000	1.71365	0.77362
2.60000	1.71716	0.79621
2.65000	1.72062	0.82013
2.70000	1.72410	0.84395
2.75000	1.72737	0.86704
2.80000	1.73095	0.89038
2.85000	1.73418	0.91359
2.90000	1.73769	0.93752
2.95000	1.74097	0.95942
3.00000	1.74436	0.98230
3.05000	1.74762	1.00593
3.10000	1.75085	1.02866
3.15000	1.75415	1.05187
3.20000	1.75748	1.07426
3.25000	1.76073	1.09647
3.30000	1.76387	1.11939
3.35000	1.76715	1.14133
3.40000	1.77043	1.16429
3.45000	1.77360	1.18623
3.50000	1.77679	1.20937
3.55000	1.77982	1.23101
3.60000	1.78306	1.25274
3.65000	1.78613	1.27441
