Current (mA)	Voltage (V)	Power (mW)
0.00000	0.10429	0.00207
0.05000	0.74641	0.00166
0.10000	1.37446	0.00162
0.15000	1.40100	0.00151
0.20000	1.42160	0.00170
0.25000	1.43790	0.00143
0.30000	1.45260	0.00181
0.35000	1.46545	0.00174
0.40000	1.47677	0.00200
0.45000	1.48741	0.00166
0.50000	1.49704	0.00222
0.55000	1.50635	0.00211
0.60000	1.51469	0.00185
0.65000	1.52295	0.00218
0.70000	1.53070	0.00260
0.75000	1.53797	0.00275
0.80000	1.54509	0.00282
0.85000	1.55168	0.00275
0.90000	1.55834	0.00304
0.95000	1.56442	0.00368
1.00000	1.57061	0.00342
1.05000	1.57660	0.00431
1.10000	1.58197	0.00462
1.15000	1.58768	0.00562
1.20000	1.59271	0.00805
1.25000	1.59774	0.01432
1.30000	1.60183	0.02733
1.35000	1.60579	0.04568
1.40000	1.60960	0.06464
1.45000	1.61324	0.08409
1.50000	1.61701	0.10363
1.55000	1.62059	0.12284
1.60000	1.62424	0.14236
1.65000	1.62783	0.16165
1.70000	1.63146	0.18012
1.75000	1.63513	0.19926
1.80000	1.63874	0.21728
1.85000	1.64234	0.23608
1.90000	1.64576	0.25365
1.95000	1.64941	0.27204
2.00000	1.65280	0.28988
2.05000	1.65635	0.30808
2.10000	1.65989	0.32535
2.15000	1.66327	0.34210
2.20000	1.66683	0.36019
2.25000	1.67022	0.37646
2.30000	1.67366	0.39339
2.35000	1.67696	0.41010
2.40000	1.68036	0.42748
2.45000	1.68371	0.44461
2.50000	1.68702	0.46278
2.55000	1.69033	0.47983
2.60000	1.69349	0.49781
2.65000	1.69676	0.51687
2.70000	1.69999	0.53428
2.75000	1.70310	0.55254
2.80000	1.70629	0.57227
2.85000	1.70941	0.59033
2.90000	1.71252	0.61022
2.95000	1.71558	0.62857
3.00000	1.71880	0.64771
3.05000	1.72196	0.66816
3.10000	1.72488	0.68588
3.15000	1.72801	0.70446
3.20000	1.73105	0.72379
3.25000	1.73407	0.74207
3.30000	1.73705	0.76080
3.35000	1.74021	0.77997
3.40000	1.74314	0.79758
3.45000	1.74614	0.81604
3.50000	1.74911	0.83395
3.55000	1.75207	0.85138
3.60000	1.75501	0.86962
3.65000	1.75802	0.88764
3.70000	1.76093	0.90528
3.75000	1.76393	0.92274
3.80000	1.76678	0.93952
3.85000	1.76971	0.95714
3.90000	1.77266	0.97392
3.95000	1.77557	0.99164
4.00000	1.77833	1.00854
4.05000	1.78130	1.02457
4.10000	1.78418	1.04296
4.15000	1.78691	1.05897
4.20000	1.78989	1.07467
4.25000	1.79263	1.09239
