Wavelength (nm)	Rel. spec. intensity (dB)
850.813	29.754
850.835	29.795
850.857	29.741
850.879	29.741
850.901	29.809
850.923	29.703
850.945	29.722
850.968	29.741
850.990	29.768
851.012	29.759
851.034	29.782
851.056	29.800
851.078	29.713
851.100	29.699
851.122	29.717
851.144	29.768
851.167	29.809
851.189	29.764
851.211	29.777
851.233	29.773
851.255	29.736
851.277	29.685
851.299	29.722
851.321	29.764
851.343	29.782
851.365	29.750
851.387	29.754
851.409	29.703
851.431	29.689
851.453	29.717
851.476	29.827
851.498	29.745
851.520	29.741
851.542	29.773
851.564	29.745
851.586	29.768
851.608	29.854
851.630	29.708
851.652	29.731
851.674	29.722
851.696	29.745
851.718	29.809
851.740	29.722
851.762	29.777
851.784	29.764
851.806	29.754
851.828	29.699
851.850	29.741
851.872	29.750
851.894	29.768
851.916	29.759
851.938	29.741
851.960	29.736
851.982	29.731
852.004	29.717
852.026	29.736
852.048	29.713
852.070	29.717
852.092	29.731
852.114	29.699
852.135	29.671
852.157	29.791
852.179	29.727
852.201	29.694
852.223	29.795
852.245	29.782
852.267	29.773
852.289	29.754
852.311	29.694
852.333	29.694
852.355	29.754
852.377	29.750
852.399	29.717
852.421	29.727
852.442	29.768
852.464	29.800
852.486	29.736
852.508	29.713
852.530	29.727
852.552	29.699
852.574	29.759
852.596	29.768
852.618	29.699
852.639	29.777
852.661	29.699
852.683	29.689
852.705	29.745
852.727	29.736
852.749	29.773
852.771	29.768
852.792	29.713
852.814	29.671
852.836	29.745
852.858	29.777
852.880	29.717
852.902	29.750
852.924	29.731
852.945	29.750
852.967	29.689
852.989	29.717
853.011	29.805
853.033	29.754
853.055	29.782
853.076	29.786
853.098	29.685
853.120	29.782
853.142	29.731
853.164	29.741
853.185	29.722
853.207	29.717
853.229	29.675
853.251	29.699
853.272	29.694
853.294	29.699
853.316	29.736
853.338	29.805
853.360	29.814
853.381	29.759
853.403	29.768
853.425	29.809
853.447	29.708
853.468	29.786
