Wavelength (nm)	Rel. spec. intensity (dB)
850.125	29.773
850.147	29.832
850.169	29.754
850.191	29.671
850.214	29.708
850.236	29.727
850.258	29.754
850.280	29.750
850.302	29.717
850.325	29.717
850.347	29.782
850.369	29.881
850.391	29.741
850.414	29.832
850.436	29.727
850.458	29.703
850.480	29.731
850.502	29.680
850.524	29.759
850.547	29.727
850.569	29.708
850.591	29.750
850.613	29.745
850.635	29.764
850.658	29.768
850.680	29.680
850.702	29.782
850.724	29.727
850.746	29.727
850.768	29.722
850.791	29.713
850.813	29.694
850.835	29.703
850.857	29.694
850.879	29.717
850.901	29.689
850.923	29.689
850.945	29.694
850.968	29.722
850.990	29.652
851.012	29.741
851.034	29.703
851.056	29.727
851.078	29.731
851.100	29.741
851.122	29.759
851.144	29.708
851.167	29.666
851.189	29.741
851.211	29.713
851.233	29.703
851.255	29.814
851.277	29.731
851.299	29.699
851.321	29.694
851.343	29.750
851.365	29.782
851.387	29.782
851.409	29.694
851.431	29.685
851.453	29.722
851.476	29.675
851.498	29.713
851.520	29.713
851.542	29.800
851.564	29.661
851.586	29.786
851.608	29.699
851.630	29.759
851.652	29.717
851.674	29.722
851.696	29.685
851.718	29.764
851.740	29.685
851.762	29.750
851.784	29.750
851.806	29.768
851.828	29.773
851.850	29.759
851.872	29.745
851.894	29.731
851.916	29.689
851.938	29.754
851.960	29.791
851.982	29.722
852.004	29.782
852.026	29.713
852.048	29.680
852.070	29.764
852.092	29.745
852.114	29.727
852.135	29.722
852.157	29.759
852.179	29.745
852.201	29.675
852.223	29.708
852.245	29.717
852.267	29.745
852.289	29.768
852.311	29.727
852.333	29.741
852.355	29.782
852.377	29.731
852.399	29.741
852.421	29.736
852.442	29.708
852.464	29.768
852.486	29.713
852.508	29.754
852.530	29.703
852.552	29.657
852.574	29.694
852.596	29.741
852.618	29.699
852.639	29.741
852.661	29.722
852.683	29.731
852.705	29.661
852.727	29.741
852.749	29.699
852.771	29.675
852.792	29.782
852.814	29.731
852.836	29.708
852.858	29.754
852.880	29.694
852.902	29.773
852.924	29.827
852.945	29.727
852.967	29.657
852.989	29.643
853.011	29.708
853.033	29.814
853.055	29.736
853.076	29.675
853.098	29.666
853.120	29.795
853.142	29.736
853.164	29.727
853.185	29.722
853.207	29.717
853.229	29.694
853.251	29.727
853.272	29.713
853.294	29.827
853.316	29.754
853.338	29.713
853.360	29.633
853.381	29.717
853.403	29.764
853.425	29.777
853.447	29.759
853.468	29.694
853.490	29.708
853.512	29.713
853.534	29.759
853.555	29.768
853.577	29.703
853.599	29.717
853.620	29.722
853.642	29.675
853.664	29.759
853.686	29.717
853.707	29.713
853.729	29.713
853.751	29.647
853.773	29.703
853.794	29.759
853.816	29.759
853.838	29.703
853.859	29.863
853.881	29.680
853.903	29.814
853.924	29.886
853.946	30.294
853.968	31.099
853.989	31.912
854.011	32.330
854.033	31.741
854.054	30.554
854.076	30.017
854.098	29.832
854.119	29.782
854.141	29.666
854.163	29.666
854.184	29.736
854.206	29.773
854.228	29.736
854.249	29.745
854.271	29.754
854.292	29.731
854.314	29.717
854.336	29.717
854.357	29.717
854.379	29.764
854.401	29.782
854.422	29.764
854.444	29.750
854.465	29.786
854.487	29.671
854.509	29.777
854.530	29.699
854.552	29.717
854.573	29.717
854.595	29.708
854.617	29.703
854.638	29.671
854.660	29.750
854.681	29.713
854.703	29.800
854.724	29.750
854.746	29.750
854.767	29.699
854.789	29.643
854.811	29.736
854.832	29.782
854.854	29.722
854.875	29.675
854.897	29.685
854.918	29.782
854.940	29.850
854.961	29.899
854.983	30.314
855.004	30.781
855.026	31.535
855.047	32.574
855.069	33.731
855.090	34.419
855.112	34.661
855.133	34.604
855.155	33.836
855.176	32.348
855.198	30.652
855.219	29.987
855.241	29.818
855.262	29.832
855.284	29.777
855.305	29.717
855.327	29.823
855.348	29.717
855.370	29.722
855.391	29.736
855.413	29.741
855.434	29.745
855.456	29.745
855.477	29.759
855.498	29.703
855.520	29.717
855.541	29.727
855.563	29.694
855.584	29.633
855.606	29.703
855.627	29.745
855.648	29.685
855.670	29.722
855.691	29.750
855.713	29.773
855.734	29.759
855.755	29.727
855.777	29.750
855.798	29.727
855.820	29.759
855.841	29.736
855.862	29.652
855.884	29.680
855.905	29.703
855.927	29.652
855.948	29.671
855.969	29.703
855.991	29.777
856.012	29.805
856.033	29.754
856.055	29.736
856.076	29.713
856.098	29.727
856.119	29.782
856.140	29.736
856.162	29.675
856.183	29.800
856.204	29.689
856.226	29.643
856.247	29.689
856.268	29.717
856.290	29.722
856.311	29.694
856.332	29.727
856.354	29.777
856.375	29.754
856.396	29.717
856.417	29.741
856.439	29.768
856.460	29.764
856.481	29.841
856.503	29.764
856.524	29.736
856.545	29.694
856.566	29.657
856.588	29.708
856.609	29.708
856.630	29.675
856.652	29.703
856.673	29.675
856.694	29.694
856.715	29.680
856.737	29.703
856.758	29.727
856.779	29.703
856.800	29.671
856.822	29.717
856.843	29.643
856.864	29.764
856.885	29.699
856.907	29.689
856.928	29.685
856.949	29.685
856.970	29.713
856.991	29.717
857.013	29.786
857.034	29.859
857.055	29.722
857.076	29.731
857.097	29.699
857.119	29.703
857.140	29.731
857.161	29.731
857.182	29.741
857.203	29.736
857.225	29.699
857.246	29.722
857.267	29.727
857.288	29.795
857.309	29.689
857.330	29.722
857.352	29.694
857.373	29.699
857.394	29.754
857.415	29.777
857.436	29.731
857.457	29.666
857.479	29.791
857.500	29.805
857.521	29.741
857.542	29.768
857.563	29.764
857.584	29.717
857.605	29.689
857.626	29.647
857.648	29.708
857.669	29.703
857.690	29.708
857.711	29.722
857.732	29.736
857.753	29.814
857.774	29.680
857.795	29.671
857.816	29.741
857.837	29.759
857.859	29.722
857.880	29.795
857.901	29.764
857.922	29.741
857.943	29.680
857.964	29.722
857.985	29.750
858.006	29.750
858.027	29.731
858.048	29.736
858.069	29.786
858.090	29.795
858.111	29.741
858.132	29.694
858.153	29.713
858.174	29.708
858.195	29.717
858.216	29.722
858.237	29.795
858.258	29.754
858.279	29.745
858.300	29.713
858.321	29.661
858.342	29.717
858.363	29.675
858.384	29.741
858.406	29.652
858.426	29.727
858.447	29.689
858.468	29.666
858.489	29.745
858.510	29.745
858.531	29.777
858.552	29.713
858.573	29.675
858.594	29.754
858.615	29.782
858.636	29.768
858.657	29.754
858.678	29.605
858.699	29.689
858.720	29.619
858.741	29.741
858.762	29.680
858.783	29.754
858.804	29.689
858.825	29.745
858.846	29.736
858.867	29.736
858.888	29.736
858.908	29.699
858.929	29.736
858.950	29.661
858.971	29.694
858.992	29.713
859.013	29.759
859.034	29.782
859.055	29.731
859.076	29.741
859.097	29.814
859.117	29.661
859.138	29.727
859.159	29.768
859.180	29.764
859.201	29.759
859.222	29.764
859.243	29.708
859.264	29.708
859.284	29.791
859.305	29.782
859.326	29.782
859.347	29.708
859.368	29.675
859.389	29.708
859.410	29.689
859.430	29.680
859.451	29.671
859.472	29.713
859.493	29.727
859.514	29.768
859.534	29.699
859.555	29.661
859.576	29.745
859.597	29.722
859.618	29.745
859.639	29.703
859.659	29.731
859.680	29.805
859.701	29.708
859.722	29.713
859.742	29.657
859.763	29.727
