Wavelength (nm)	Rel. spec. intensity (dB)
851.365	29.805
851.387	29.818
851.409	29.768
851.431	29.782
851.453	29.745
851.476	29.708
851.498	29.768
851.520	29.759
851.542	29.727
851.564	29.680
851.586	29.750
851.608	29.768
851.630	29.777
851.652	29.814
851.674	29.736
851.696	29.773
851.718	29.782
851.740	29.786
851.762	29.759
851.784	29.786
851.806	29.717
851.828	29.791
851.850	29.703
851.872	29.754
851.894	29.786
851.916	29.777
851.938	29.854
851.960	29.814
851.982	29.717
852.004	29.809
852.026	29.750
852.048	29.773
852.070	29.859
852.092	29.731
852.114	29.827
852.135	29.818
852.157	29.750
852.179	29.777
852.201	29.845
852.223	29.741
852.245	29.773
852.267	29.791
852.289	29.872
852.311	29.777
852.333	29.759
852.355	29.731
852.377	29.764
852.399	29.750
852.421	29.741
852.442	29.736
852.464	29.768
852.486	29.741
852.508	29.791
852.530	29.768
852.552	29.786
852.574	29.764
852.596	29.791
852.618	29.736
852.639	29.750
852.661	29.717
852.683	29.786
852.705	29.708
852.727	29.694
852.749	29.759
852.771	29.809
852.792	29.795
852.814	29.800
852.836	29.736
852.858	29.750
852.880	29.791
852.902	29.754
852.924	29.736
852.945	29.836
852.967	29.777
852.989	29.777
853.011	29.731
853.033	29.731
853.055	29.745
853.076	29.823
853.098	29.841
853.120	29.777
853.142	29.750
853.164	29.773
853.185	29.685
853.207	29.809
853.229	29.809
853.251	29.731
853.272	29.736
853.294	29.773
853.316	29.782
853.338	29.731
853.360	29.777
853.381	29.786
853.403	29.699
853.425	29.786
853.447	29.863
853.468	29.773
853.490	29.750
853.512	29.727
853.534	29.736
853.555	29.759
853.577	29.754
853.599	29.773
853.620	29.750
853.642	29.805
853.664	29.836
853.686	29.809
853.707	29.722
853.729	29.791
853.751	29.754
853.773	29.845
853.794	29.809
853.816	29.680
853.838	29.741
853.859	29.741
853.881	29.741
853.903	29.727
853.924	29.809
853.946	29.823
853.968	29.731
853.989	29.768
854.011	29.736
854.033	29.773
854.054	29.754
854.076	29.818
854.098	29.727
854.119	29.731
854.141	29.727
854.163	29.795
854.184	29.764
854.206	29.786
854.228	29.777
854.249	29.786
854.271	29.795
854.292	29.832
854.314	29.722
854.336	29.777
854.357	29.786
854.379	29.809
854.401	29.741
854.422	29.699
854.444	29.736
854.465	29.736
854.487	29.741
854.509	29.750
854.530	29.773
854.552	29.773
854.573	29.759
854.595	29.731
854.617	29.777
854.638	29.750
854.660	29.777
854.681	29.827
854.703	29.795
854.724	29.764
854.746	29.754
854.767	29.741
854.789	29.722
854.811	29.809
854.832	29.745
854.854	29.827
854.875	29.768
854.897	29.795
854.918	29.759
854.940	29.818
854.961	29.809
854.983	29.754
855.004	29.854
855.026	29.759
855.047	29.827
855.069	29.773
855.090	29.850
855.112	29.708
855.133	29.727
855.155	29.731
855.176	29.795
855.198	29.741
855.219	29.727
855.241	29.777
855.262	29.745
855.284	29.800
855.305	29.782
855.327	29.777
855.348	29.717
855.370	29.708
855.391	29.818
855.413	29.800
855.434	29.791
855.456	29.731
855.477	29.795
855.498	29.759
855.520	29.809
855.541	29.754
855.563	29.850
855.584	29.777
855.606	29.708
855.627	29.708
855.648	29.699
855.670	29.764
855.691	29.750
855.713	29.694
855.734	29.768
855.755	29.768
855.777	29.764
855.798	29.694
855.820	29.777
855.841	29.791
855.862	29.722
855.884	29.727
855.905	29.727
855.927	29.727
855.948	29.633
855.969	29.741
855.991	29.768
856.012	29.754
856.033	29.805
856.055	29.777
856.076	29.754
856.098	29.805
856.119	29.795
856.140	29.750
856.162	29.773
856.183	29.836
856.204	29.795
856.226	29.782
856.247	29.823
856.268	29.786
856.290	29.908
856.311	30.090
856.332	30.358
856.354	30.704
856.375	30.618
856.396	30.261
856.417	29.934
856.439	29.934
856.460	29.791
856.481	29.800
856.503	29.699
856.524	29.805
856.545	29.791
856.566	29.777
856.588	29.759
856.609	29.777
856.630	29.782
856.652	29.750
856.673	29.791
856.694	29.777
856.715	29.703
856.737	29.782
856.758	29.809
856.779	29.814
856.800	29.768
856.822	29.764
856.843	29.786
856.864	29.722
856.885	29.759
856.907	29.795
856.928	29.809
856.949	29.754
856.970	29.727
856.991	29.750
857.013	29.773
857.034	29.814
857.055	29.809
857.076	29.759
857.097	29.823
857.119	29.713
857.140	29.745
857.161	29.777
857.182	29.754
857.203	29.754
857.225	29.736
857.246	29.731
857.267	29.745
857.288	29.745
857.309	29.759
857.330	29.741
857.352	29.731
857.373	29.685
857.394	29.754
857.415	29.731
857.436	29.745
857.457	29.832
857.479	29.754
857.500	29.713
857.521	29.754
857.542	29.750
857.563	29.759
857.584	29.823
857.605	29.741
857.626	29.713
857.648	29.754
857.669	29.859
857.690	29.791
857.711	29.727
857.732	29.823
857.753	29.832
857.774	29.717
857.795	29.699
857.816	29.759
857.837	29.713
857.859	29.777
857.880	29.717
857.901	29.717
857.922	29.786
857.943	29.727
857.964	29.827
857.985	29.795
858.006	29.823
858.027	29.786
858.048	29.764
858.069	29.777
858.090	29.722
858.111	29.703
858.132	29.736
858.153	29.800
858.174	29.832
858.195	29.800
858.216	29.699
858.237	29.703
858.258	29.736
858.279	29.731
858.300	29.845
858.321	29.764
858.342	29.805
858.363	29.745
858.384	29.736
858.406	29.791
858.426	29.836
858.447	29.713
858.468	29.805
858.489	29.814
858.510	29.764
858.531	29.768
858.552	29.786
858.573	29.759
858.594	29.859
858.615	29.750
858.636	29.699
858.657	29.759
858.678	29.759
858.699	29.768
858.720	29.827
858.741	29.671
858.762	29.713
858.783	29.782
858.804	29.689
858.825	29.768
858.846	29.850
858.867	29.800
858.888	29.727
858.908	29.713
858.929	29.773
858.950	29.745
858.971	29.708
858.992	29.689
859.013	29.703
859.034	29.722
859.055	29.791
859.076	29.795
859.097	29.795
859.117	29.795
859.138	29.754
859.159	29.759
859.180	29.754
859.201	29.777
859.222	29.741
859.243	29.731
859.264	29.764
859.284	29.741
859.305	29.731
859.326	29.750
859.347	29.854
859.368	29.689
859.389	29.777
859.410	29.773
859.430	29.795
859.451	29.768
859.472	29.786
859.493	29.736
859.514	29.680
859.534	29.736
859.555	29.741
859.576	29.773
859.597	29.731
859.618	29.791
859.639	29.859
859.659	29.764
859.680	29.759
859.701	29.773
859.722	29.795
859.742	29.754
859.763	29.754
859.784	29.768
859.805	29.791
859.826	29.727
859.846	29.736
859.867	29.814
859.888	29.786
859.909	29.782
859.929	29.827
859.950	29.745
859.971	29.736
859.992	29.814
860.012	29.782
860.033	29.722
860.054	29.768
860.075	29.809
860.095	29.795
860.116	29.750
860.137	29.777
860.158	29.805
860.178	29.722
860.199	29.800
860.220	29.694
860.240	29.791
860.261	29.809
860.282	29.717
860.303	29.694
860.323	29.754
860.344	29.750
860.365	29.754
860.385	29.736
860.406	29.741
860.427	29.736
860.447	29.836
860.468	29.773
860.489	29.736
860.509	29.750
860.530	29.754
860.551	29.768
860.571	29.764
860.592	29.782
860.613	29.791
860.633	29.694
860.654	29.764
860.675	29.827
860.695	29.736
860.716	29.731
860.737	29.713
860.757	29.764
860.778	29.791
860.798	29.759
860.819	29.805
860.840	29.694
860.860	29.773
860.881	29.722
860.901	29.754
860.922	29.750
860.943	29.773
860.963	29.745
860.984	29.773
861.004	29.717
861.025	29.708
861.046	29.754
861.066	29.699
861.087	29.713
861.107	29.773
861.128	29.741
861.148	29.764
861.169	29.741
861.190	29.689
861.210	29.699
861.231	29.754
861.251	29.745
861.272	29.741
861.292	29.823
861.313	29.731
861.333	29.768
