Wavelength (nm)	Rel. spec. intensity (dB)
851.365	29.759
851.387	29.727
851.409	29.671
851.431	29.768
851.453	29.786
851.476	29.727
851.498	29.764
851.520	29.805
851.542	29.713
851.564	29.736
851.586	29.800
851.608	29.823
851.630	29.750
851.652	29.689
851.674	29.722
851.696	29.823
851.718	29.722
851.740	29.764
851.762	29.800
851.784	29.745
851.806	29.736
851.828	29.694
851.850	29.768
851.872	29.759
851.894	29.764
851.916	29.777
851.938	29.782
851.960	29.881
851.982	29.777
852.004	29.782
852.026	29.708
852.048	29.795
852.070	29.750
852.092	29.805
852.114	29.836
852.135	29.791
852.157	29.854
852.179	29.809
852.201	29.759
852.223	29.745
852.245	29.722
852.267	29.795
852.289	29.741
852.311	29.694
852.333	29.750
852.355	29.786
852.377	29.809
852.399	29.689
852.421	29.791
852.442	29.736
852.464	29.768
852.486	29.759
852.508	29.741
852.530	29.768
852.552	29.786
852.574	29.741
852.596	29.685
852.618	29.750
852.639	29.722
852.661	29.782
852.683	29.708
852.705	29.805
852.727	29.777
852.749	29.731
852.771	29.800
852.792	29.750
852.814	29.754
852.836	29.832
852.858	29.745
852.880	29.750
852.902	29.699
852.924	29.764
852.945	29.764
852.967	29.773
852.989	29.708
853.011	29.777
853.033	29.759
853.055	29.759
853.076	29.736
853.098	29.722
853.120	29.736
853.142	29.713
853.164	29.708
853.185	29.805
853.207	29.832
853.229	29.750
853.251	29.689
853.272	29.786
853.294	29.759
853.316	29.685
853.338	29.818
853.360	29.786
853.381	29.823
853.403	29.805
853.425	29.759
853.447	29.773
853.468	29.827
853.490	29.805
853.512	29.777
853.534	29.773
853.555	29.795
853.577	29.773
853.599	29.713
853.620	29.786
853.642	29.764
853.664	29.741
853.686	29.694
853.707	29.741
853.729	29.759
853.751	29.713
853.773	29.786
853.794	29.786
853.816	29.827
853.838	29.731
853.859	29.717
853.881	29.727
853.903	29.727
853.924	29.759
853.946	29.768
853.968	29.818
853.989	29.754
854.011	29.689
854.033	29.754
854.054	29.736
854.076	29.703
854.098	29.814
854.119	29.768
854.141	29.832
854.163	29.754
854.184	29.736
854.206	29.754
854.228	29.777
854.249	29.827
854.271	29.841
854.292	29.782
854.314	29.841
854.336	29.777
854.357	29.745
854.379	29.777
854.401	29.731
854.422	29.759
854.444	29.731
854.465	29.703
854.487	29.782
854.509	29.754
854.530	29.731
854.552	29.791
854.573	29.827
854.595	29.777
854.617	29.764
854.638	29.782
854.660	29.741
854.681	29.708
854.703	29.814
854.724	29.777
854.746	29.745
854.767	29.736
854.789	29.764
854.811	29.850
854.832	29.759
854.854	29.791
854.875	29.795
854.897	29.773
854.918	29.823
854.940	29.699
854.961	29.795
854.983	29.786
855.004	29.841
855.026	29.786
855.047	29.777
855.069	29.791
855.090	29.736
855.112	29.777
855.133	29.727
855.155	29.731
855.176	29.717
855.198	29.809
855.219	29.754
855.241	29.759
855.262	29.800
855.284	29.786
855.305	29.736
855.327	29.768
855.348	29.689
855.370	29.736
855.391	29.713
855.413	29.814
855.434	29.736
855.456	29.805
855.477	29.759
855.498	29.713
855.520	29.782
855.541	29.777
855.563	29.754
855.584	29.823
855.606	29.805
855.627	29.814
855.648	29.713
855.670	29.823
855.691	29.773
855.713	29.814
855.734	29.764
855.755	29.745
855.777	29.795
855.798	29.786
855.820	29.836
855.841	29.759
855.862	29.741
855.884	29.795
855.905	29.764
855.927	29.764
855.948	29.736
855.969	29.782
855.991	29.786
856.012	29.777
856.033	29.786
856.055	29.768
856.076	29.764
856.098	29.795
856.119	29.736
856.140	29.754
856.162	29.717
856.183	29.741
856.204	29.823
856.226	29.836
856.247	29.768
856.268	29.841
856.290	29.917
856.311	30.107
856.332	30.382
856.354	30.766
856.375	30.615
856.396	30.298
856.417	30.004
856.439	29.800
856.460	29.795
856.481	29.717
856.503	29.782
856.524	29.795
856.545	29.786
856.566	29.777
856.588	29.671
856.609	29.727
856.630	29.754
856.652	29.703
856.673	29.791
856.694	29.727
856.715	29.699
856.737	29.750
856.758	29.773
856.779	29.745
856.800	29.782
856.822	29.814
856.843	29.745
856.864	29.805
856.885	29.786
856.907	29.694
856.928	29.741
856.949	29.764
856.970	29.805
856.991	29.823
857.013	29.750
857.034	29.814
857.055	29.741
857.076	29.731
857.097	29.773
857.119	29.768
857.140	29.773
857.161	29.814
857.182	29.782
857.203	29.786
857.225	29.863
857.246	29.814
857.267	29.777
857.288	29.750
857.309	29.768
857.330	29.745
857.352	29.731
857.373	29.791
857.394	29.854
857.415	29.823
857.436	29.805
857.457	29.814
857.479	29.741
857.500	29.764
857.521	29.805
857.542	29.773
857.563	29.713
857.584	29.675
857.605	29.750
857.626	29.768
857.648	29.805
857.669	29.786
857.690	29.823
857.711	29.717
857.732	29.713
857.753	29.823
857.774	29.736
857.795	29.777
857.816	29.777
857.837	29.768
857.859	29.675
857.880	29.764
857.901	29.717
857.922	29.713
857.943	29.647
857.964	29.694
857.985	29.768
858.006	29.745
858.027	29.713
858.048	29.727
858.069	29.713
858.090	29.717
858.111	29.786
858.132	29.782
858.153	29.768
858.174	29.731
858.195	29.727
858.216	29.731
858.237	29.717
858.258	29.782
858.279	29.773
858.300	29.768
858.321	29.814
858.342	29.827
858.363	29.777
858.384	29.750
858.406	29.741
858.426	29.786
858.447	29.736
858.468	29.722
858.489	29.773
858.510	29.764
858.531	29.717
858.552	29.764
858.573	29.754
858.594	29.786
858.615	29.809
858.636	29.800
858.657	29.699
858.678	29.809
858.699	29.859
858.720	29.805
858.741	29.736
858.762	29.818
858.783	29.745
858.804	29.786
858.825	29.741
858.846	29.782
858.867	29.777
858.888	29.759
858.908	29.759
858.929	29.814
858.950	29.741
858.971	29.818
858.992	29.791
859.013	29.777
859.034	29.708
859.055	29.750
859.076	29.759
859.097	29.717
859.117	29.764
859.138	29.750
859.159	29.722
859.180	29.791
859.201	29.736
859.222	29.823
859.243	29.717
859.264	29.805
859.284	29.754
859.305	29.741
859.326	29.727
859.347	29.750
859.368	29.750
859.389	29.791
859.410	29.768
859.430	29.827
859.451	29.809
859.472	29.773
859.493	29.754
859.514	29.773
859.534	29.827
859.555	29.786
859.576	29.750
859.597	29.786
859.618	29.754
859.639	29.777
859.659	29.689
859.680	29.759
859.701	29.764
859.722	29.795
859.742	29.754
859.763	29.786
859.784	29.773
859.805	29.708
859.826	29.782
859.846	29.832
859.867	29.759
859.888	29.731
859.909	29.685
859.929	29.791
859.950	29.836
859.971	29.818
859.992	29.731
860.012	29.764
860.033	29.791
860.054	29.782
860.075	29.768
860.095	29.768
860.116	29.777
860.137	29.722
860.158	29.741
860.178	29.773
860.199	29.736
860.220	29.805
860.240	29.764
860.261	29.814
860.282	29.754
860.303	29.759
860.323	29.777
860.344	29.750
860.365	29.713
860.385	29.768
860.406	29.713
860.427	29.713
860.447	29.736
860.468	29.731
860.489	29.777
860.509	29.731
860.530	29.759
860.551	29.675
860.571	29.745
860.592	29.736
860.613	29.754
860.633	29.773
860.654	29.764
860.675	29.773
860.695	29.764
860.716	29.694
860.737	29.800
860.757	29.795
860.778	29.736
860.798	29.827
860.819	29.782
860.840	29.823
860.860	29.736
860.881	29.741
860.901	29.699
860.922	29.773
860.943	29.805
860.963	29.800
860.984	29.750
861.004	29.768
861.025	29.731
861.046	29.777
861.066	29.764
861.087	29.827
861.107	29.795
861.128	29.777
861.148	29.675
861.169	29.786
861.190	29.717
861.210	29.717
861.231	29.717
861.251	29.759
861.272	29.703
861.292	29.800
861.313	29.731
861.333	29.708
