Current (mA)	Voltage (V)	Power (mW)
10.10000	2.29676	2.13686
10.15000	2.29876	2.12386
10.20000	2.30067	2.11033
10.25000	2.30257	2.09664
10.30000	2.30454	2.08210
10.35000	2.30649	2.06834
10.40000	2.30840	2.05338
10.45000	2.31028	2.03735
10.50000	2.31219	2.02240
10.55000	2.31407	2.00628
10.60000	2.31584	1.99077
10.65000	2.31773	1.97357
10.70000	2.31945	1.95671
10.75000	2.32135	1.93975
10.80000	2.32321	1.92165
10.85000	2.32494	1.90341
10.90000	2.32674	1.88471
10.95000	2.32851	1.86629
11.00000	2.33024	1.84703
11.05000	2.33200	1.82845
11.10000	2.33379	1.80819
11.15000	2.33546	1.78778
11.20000	2.33716	1.76755
11.25000	2.33891	1.74565
11.30000	2.34054	1.72471
11.35000	2.34224	1.70239
11.40000	2.34393	1.68064
11.45000	2.34554	1.65780
11.50000	2.34719	1.63390
11.55000	2.34871	1.61136
11.60000	2.35048	1.58751
11.65000	2.35192	1.56399
11.70000	2.35356	1.53906
11.75000	2.35509	1.51449
11.80000	2.35669	1.48923
11.85000	2.35824	1.46305
11.90000	2.35974	1.43663
11.95000	2.36129	1.40975
12.00000	2.36275	1.38373
12.05000	2.36426	1.35633
12.10000	2.36573	1.32886
12.15000	2.36731	1.30014
12.20000	2.36874	1.27203
12.25000	2.37020	1.24440
12.30000	2.37161	1.21475
12.35000	2.37307	1.18642
12.40000	2.37448	1.15685
12.45000	2.37592	1.12806
12.50000	2.37741	1.09837
12.55000	2.37884	1.06839
12.60000	2.38024	1.03946
12.65000	2.38168	1.00959
12.70000	2.38306	0.97998
12.75000	2.38451	0.94933
12.80000	2.38590	0.91909
12.85000	2.38732	0.88798
12.90000	2.38874	0.85583
12.95000	2.39003	0.82406
13.00000	2.39137	0.79287
13.05000	2.39269	0.76114
13.10000	2.39411	0.72798
13.15000	2.39540	0.69430
13.20000	2.39672	0.66200
13.25000	2.39800	0.62847
13.30000	2.39934	0.59654
13.35000	2.40065	0.56274
13.40000	2.40190	0.52954
13.45000	2.40324	0.49572
13.50000	2.40453	0.46199
13.55000	2.40581	0.42745
13.60000	2.40713	0.39366
13.65000	2.40831	0.35926
13.70000	2.40964	0.32450
13.75000	2.41093	0.29078
13.80000	2.41210	0.25634
13.85000	2.41339	0.22102
13.90000	2.41464	0.18902
13.95000	2.41602	0.15926
14.00000	2.41748	0.13279
14.05000	2.41883	0.10580
14.10000	2.42022	0.08106
14.15000	2.42169	0.05440
14.20000	2.42329	0.03332
14.25000	2.42499	0.02393
14.30000	2.42694	0.02042
14.35000	2.42879	0.01858
14.40000	2.43078	0.01743
14.45000	2.43265	0.01620
14.50000	2.43461	0.01563
14.55000	2.43667	0.01491
14.60000	2.43857	0.01436
14.65000	2.44056	0.01420
14.70000	2.44248	0.01407
14.75000	2.44450	0.01407
14.80000	2.44635	0.01357
14.85000	2.44843	0.01318
14.90000	2.45042	0.01291
14.95000	2.45237	0.01247
15.00000	2.45442	0.01258
15.05000	2.45634	0.01270
15.10000	2.45832	0.01216
15.15000	2.46027	0.01216
15.20000	2.46228	0.01209
15.25000	2.46430	0.01179
15.30000	2.46618	0.01134
15.35000	2.46818	0.01164
15.40000	2.47018	0.01145
15.45000	2.47222	0.01153
15.50000	2.47424	0.01112
15.55000	2.47620	0.01116
15.60000	2.47821	0.01108
15.65000	2.48014	0.01138
15.70000	2.48219	0.01120
15.75000	2.48410	0.01105
15.80000	2.48617	0.01105
15.85000	2.48818	0.01089
15.90000	2.49013	0.01093
15.95000	2.49214	0.01074
16.00000	2.49419	0.01074
16.05000	2.49620	0.01074
16.10000	2.49819	0.01056
16.15000	2.50022	0.01015
16.20000	2.50199	0.01041
16.25000	2.50090	0.01097
16.30000	2.50085	0.01070
16.35000	2.50082	0.01037
16.40000	2.50093	0.01053
16.45000	2.50087	0.01067
16.50000	2.50097	0.01049
16.55000	2.50083	0.01015
16.60000	2.50091	0.01018
16.65000	2.50097	0.01056
16.70000	2.50088	0.01053
16.75000	2.50089	0.01007
16.80000	2.50082	0.01049
16.85000	2.50082	0.01026
16.90000	2.50088	0.01070
16.95000	2.50088	0.01018
17.00000	2.50085	0.01053
17.05000	2.50085	0.01070
17.10000	2.50093	0.01074
17.15000	2.50084	0.01049
17.20000	2.50078	0.01041
17.25000	2.50085	0.01053
17.30000	2.50090	0.01060
17.35000	2.50094	0.01049
17.40000	2.50090	0.01026
17.45000	2.50091	0.01056
17.50000	2.50087	0.01053
17.55000	2.50089	0.01053
17.60000	2.50081	0.01015
17.65000	2.50086	0.01022
17.70000	2.50090	0.01067
17.75000	2.50086	0.01060
17.80000	2.50087	0.01060
17.85000	2.50089	0.01041
17.90000	2.50087	0.01053
17.95000	2.50085	0.01045
18.00000	2.50092	0.01049
18.05000	2.50087	0.01034
18.10000	2.50090	0.01041
18.15000	2.50089	0.01034
18.20000	2.50089	0.01053
18.25000	2.50083	0.00992
18.30000	2.50087	0.01049
18.35000	2.50088	0.01053
18.40000	2.50085	0.01105
18.45000	2.50091	0.01022
18.50000	2.50087	0.01015
18.55000	2.50095	0.01045
18.60000	2.50087	0.01037
18.65000	2.50085	0.01034
18.70000	2.50089	0.01105
18.75000	2.50093	0.01053
18.80000	2.50093	0.01049
18.85000	2.50098	0.01003
18.90000	2.50083	0.01022
18.95000	2.50086	0.01074
19.00000	2.50091	0.01045
19.05000	2.50087	0.01060
19.10000	2.50078	0.01022
19.15000	2.50082	0.01056
19.20000	2.50085	0.01067
19.25000	2.50090	0.01067
19.30000	2.50082	0.01041
19.35000	2.50087	0.01067
19.40000	2.50088	0.01030
19.45000	2.50084	0.01070
19.50000	2.50086	0.01026
19.55000	2.50087	0.01011
19.60000	2.50092	0.01015
19.65000	2.50091	0.01067
19.70000	2.50085	0.01022
19.75000	2.50085	0.01053
19.80000	2.50095	0.01034
19.85000	2.50082	0.01007
19.90000	2.50087	0.01030
19.95000	2.50086	0.01030
20.00000	2.50088	0.01053
20.05000	2.50086	0.01089
20.10000	2.50091	0.01049
20.15000	2.50085	0.01037
20.20000	2.50083	0.01063
20.25000	2.50088	0.01067
20.30000	2.50090	0.01067
20.35000	2.50085	0.01011
20.40000	2.50087	0.01063
20.45000	2.50093	0.01045
20.50000	2.50092	0.01060
20.55000	2.50084	0.01018
20.60000	2.50087	0.01037
20.65000	2.50090	0.01078
20.70000	2.50091	0.01067
20.75000	2.50091	0.01045
20.80000	2.50080	0.01041
20.85000	2.50091	0.01063
20.90000	2.50091	0.01049
20.95000	2.50088	0.01045
21.00000	2.50091	0.01034
21.05000	2.50086	0.01078
21.10000	2.50091	0.01045
21.15000	2.50093	0.01022
21.20000	2.50089	0.01034
21.25000	2.50087	0.01056
21.30000	2.50087	0.01056
21.35000	2.50098	0.01037
21.40000	2.50082	0.01007
21.45000	2.50083	0.01070
21.50000	2.50094	0.01037
21.55000	2.50092	0.01049
21.60000	2.50085	0.01037
21.65000	2.50090	0.01074
21.70000	2.50090	0.01063
21.75000	2.50091	0.01089
21.80000	2.50086	0.01030
21.85000	2.50088	0.01030
21.90000	2.50092	0.01082
21.95000	2.50089	0.01063
22.00000	2.50087	0.01045
22.05000	2.50090	0.01041
22.10000	2.50088	0.01082
22.15000	2.50091	0.01056
22.20000	2.50092	0.01030
22.25000	2.50089	0.01018
22.30000	2.50083	0.01060
22.35000	2.50094	0.01030
22.40000	2.50087	0.01067
22.45000	2.50085	0.01053
22.50000	2.50092	0.01041
22.55000	2.50089	0.01056
22.60000	2.50085	0.01030
22.65000	2.50082	0.01011
22.70000	2.50089	0.01070
22.75000	2.50092	0.01063
22.80000	2.50098	0.01049
22.85000	2.50085	0.01041
22.90000	2.50083	0.01049
22.95000	2.50096	0.01070
23.00000	2.50089	0.01045
23.05000	2.50088	0.01049
23.10000	2.50081	0.01034
23.15000	2.50087	0.01078
23.20000	2.50091	0.01037
23.25000	2.50085	0.01037
23.30000	2.50087	0.01053
23.35000	2.50083	0.01049
23.40000	2.50089	0.01056
23.45000	2.50092	0.01045
23.50000	2.50080	0.01037
23.55000	2.50094	0.01041
23.60000	2.50085	0.01041
23.65000	2.50085	0.01049
23.70000	2.50085	0.01022
23.75000	2.50085	0.01053
23.80000	2.50086	0.01034
23.85000	2.50091	0.01053
23.90000	2.50082	0.01018
23.95000	2.50089	0.01049
24.00000	2.50091	0.01078
24.05000	2.50083	0.01053
24.10000	2.50090	0.01034
24.15000	2.50080	0.01003
24.20000	2.50083	0.01053
24.25000	2.50086	0.01045
24.30000	2.50087	0.01041
24.35000	2.50079	0.01045
24.40000	2.50083	0.01070
24.45000	2.50088	0.01070
24.50000	2.50088	0.01026
24.55000	2.50083	0.01041
24.60000	2.50082	0.01049
24.65000	2.50082	0.01086
24.70000	2.50084	0.01056
24.75000	2.50090	0.01034
24.80000	2.50079	0.01034
24.85000	2.50089	0.01041
24.90000	2.50083	0.01034
24.95000	2.50090	0.01003
25.00000	2.50078	0.01070
25.05000	2.50090	0.01053
25.10000	2.50085	0.01074
25.15000	2.50083	0.01015
25.20000	2.50087	0.01026
25.25000	2.50085	0.01037
25.30000	2.50082	0.01063
25.35000	2.50089	0.01067
25.40000	2.50082	0.01034
25.45000	2.50080	0.01067
25.50000	2.50085	0.01070
25.55000	2.50087	0.01022
25.60000	2.50086	0.01003
25.65000	2.50084	0.01037
25.70000	2.50084	0.01067
25.75000	2.50085	0.01049
25.80000	2.50078	0.01034
25.85000	2.50086	0.01026
25.90000	2.50087	0.01063
25.95000	2.50081	0.01053
26.00000	2.50083	0.01022
26.05000	2.50081	0.01063
26.10000	2.50091	0.01034
26.15000	2.50082	0.01045
26.20000	2.50080	0.01041
26.25000	2.50081	0.01018
26.30000	2.50083	0.01034
26.35000	2.50082	0.01053
26.40000	2.50080	0.01056
26.45000	2.50087	0.01045
26.50000	2.50075	0.01041
26.55000	2.50077	0.01060
26.60000	2.50090	0.01030
26.65000	2.50082	0.01034
26.70000	2.50085	0.01089
26.75000	2.50082	0.01015
26.80000	2.50078	0.01063
26.85000	2.50082	0.01003
26.90000	2.50082	0.01030
26.95000	2.50086	0.01070
27.00000	2.50080	0.01093
27.05000	2.50078	0.01045
27.10000	2.50080	0.01041
27.15000	2.50083	0.01037
27.20000	2.50077	0.01037
27.25000	2.50081	0.01015
27.30000	2.50082	0.01018
27.35000	2.50084	0.01086
27.40000	2.50085	0.01049
27.45000	2.50083	0.01060
27.50000	2.50084	0.01030
27.55000	2.50079	0.01034
27.60000	2.50081	0.01067
27.65000	2.50080	0.01063
27.70000	2.50082	0.01041
27.75000	2.50082	0.01067
27.80000	2.50077	0.01049
27.85000	2.50084	0.01018
27.90000	2.50081	0.01034
27.95000	2.50086	0.01063
28.00000	2.50091	0.01034
28.05000	2.50098	0.01078
28.10000	2.50078	0.01026
28.15000	2.50081	0.01041
28.20000	2.50091	0.01011
28.25000	2.50090	0.01067
28.30000	2.50081	0.01060
28.35000	2.50087	0.01056
28.40000	2.50089	0.01078
28.45000	2.50085	0.01034
28.50000	2.50079	0.01011
28.55000	2.50080	0.01041
28.60000	2.50080	0.01041
28.65000	2.50088	0.01070
28.70000	2.50082	0.01101
28.75000	2.50087	0.01022
28.80000	2.50080	0.01034
28.85000	2.50080	0.01030
28.90000	2.50087	0.01045
28.95000	2.50079	0.01034
29.00000	2.50080	0.01074
29.05000	2.50082	0.01018
29.10000	2.50078	0.01053
29.15000	2.50085	0.01026
29.20000	2.50077	0.01045
29.25000	2.50085	0.01030
29.30000	2.50084	0.01056
29.35000	2.50080	0.01045
29.40000	2.50080	0.01056
29.45000	2.50082	0.01056
29.50000	2.50085	0.01045
29.55000	2.50090	0.01026
29.60000	2.50082	0.01037
29.65000	2.50080	0.01078
29.70000	2.50080	0.01056
29.75000	2.50082	0.01049
29.80000	2.50080	0.01022
29.85000	2.50079	0.01026
29.90000	2.50087	0.01060
29.95000	2.50090	0.01067
30.00000	2.50080	0.01003
