Current (mA)	Voltage (V)	Power (mW)
0.00000	0.10590	0.00185
0.05000	0.68312	0.00166
0.10000	1.37380	0.00189
0.15000	1.40507	0.00170
0.20000	1.42927	0.00147
0.25000	1.44847	0.00181
0.30000	1.46547	0.00159
0.35000	1.48053	0.00178
0.40000	1.49362	0.00178
0.45000	1.50596	0.00147
0.50000	1.51699	0.00136
0.55000	1.52771	0.00162
0.60000	1.53748	0.00204
0.65000	1.54689	0.00170
0.70000	1.55586	0.00147
0.75000	1.56426	0.00185
0.80000	1.57242	0.00197
0.85000	1.58015	0.00197
0.90000	1.58781	0.00271
0.95000	1.59492	0.00260
1.00000	1.60206	0.00275
1.05000	1.60902	0.00264
1.10000	1.61549	0.00271
1.15000	1.62199	0.00312
1.20000	1.62813	0.00410
1.25000	1.63432	0.00585
1.30000	1.63989	0.00899
1.35000	1.64527	0.01854
1.40000	1.65028	0.03171
1.45000	1.65498	0.04662
1.50000	1.65966	0.06259
1.55000	1.66419	0.07835
1.60000	1.66888	0.09380
1.65000	1.67336	0.10950
1.70000	1.67797	0.12438
1.75000	1.68259	0.13985
1.80000	1.68697	0.15463
1.85000	1.69156	0.16962
1.90000	1.69589	0.18396
1.95000	1.70029	0.19878
2.00000	1.70467	0.21189
2.05000	1.70916	0.22625
2.10000	1.71357	0.24001
2.15000	1.71778	0.25320
2.20000	1.72221	0.26655
2.25000	1.72639	0.27937
2.30000	1.73074	0.29230
2.35000	1.73487	0.30419
2.40000	1.73908	0.31679
2.45000	1.74340	0.32871
2.50000	1.74749	0.34023
2.55000	1.75173	0.35167
2.60000	1.75574	0.36345
2.65000	1.75983	0.37451
2.70000	1.76393	0.38516
2.75000	1.76787	0.39529
2.80000	1.77197	0.40562
2.85000	1.77589	0.41574
2.90000	1.77994	0.42595
2.95000	1.78376	0.43503
3.00000	1.78772	0.44442
3.05000	1.79181	0.45324
3.10000	1.79563	0.46180
3.15000	1.79946	0.47002
3.20000	1.80326	0.47776
3.25000	1.80716	0.48655
3.30000	1.81079	0.49346
3.35000	1.81464	0.50045
3.40000	1.81851	0.50782
3.45000	1.82216	0.51392
3.50000	1.82586	0.52102
3.55000	1.82951	0.52714
3.60000	1.83317	0.53267
3.65000	1.83681	0.53862
3.70000	1.84045	0.54382
3.75000	1.84406	0.54868
3.80000	1.84760	0.55309
3.85000	1.85117	0.55787
3.90000	1.85467	0.56210
3.95000	1.85831	0.56595
4.00000	1.86162	0.56912
4.05000	1.86516	0.57275
4.10000	1.86862	0.57593
4.15000	1.87195	0.57885
4.20000	1.87546	0.58150
4.25000	1.87879	0.58348
4.30000	1.88224	0.58538
4.35000	1.88544	0.58734
4.40000	1.88876	0.58838
4.45000	1.89218	0.58947
4.50000	1.89537	0.59055
4.55000	1.89864	0.59081
4.60000	1.90183	0.59156
4.65000	1.90506	0.59103
4.70000	1.90825	0.59081
4.75000	1.91149	0.59003
4.80000	1.91462	0.58905
4.85000	1.91769	0.58822
4.90000	1.92096	0.58759
4.95000	1.92400	0.58550
5.00000	1.92710	0.58333
5.05000	1.93012	0.58105
5.10000	1.93313	0.57862
5.15000	1.93627	0.57645
5.20000	1.93926	0.57331
5.25000	1.94232	0.57018
5.30000	1.94513	0.56666
5.35000	1.94824	0.56273
5.40000	1.95119	0.55907
5.45000	1.95398	0.55413
5.50000	1.95697	0.54935
5.55000	1.95975	0.54524
5.60000	1.96269	0.54000
5.65000	1.96550	0.53480
5.70000	1.96835	0.52872
5.75000	1.97115	0.52277
5.80000	1.97408	0.51686
5.85000	1.97678	0.51077
5.90000	1.97950	0.50386
5.95000	1.98230	0.49743
6.00000	1.98496	0.49021
