Wavelength (nm)	Rel. spec. intensity (dB)
820.297	29.759
820.323	29.759
820.349	29.764
820.376	29.717
820.402	29.836
820.428	29.832
820.454	29.768
820.481	29.727
820.507	29.800
820.533	29.809
820.559	29.872
820.586	29.773
820.612	29.777
820.638	29.845
820.664	29.809
820.690	29.727
820.717	29.773
820.743	29.727
820.769	29.782
820.795	29.750
820.821	29.818
820.848	29.773
820.874	29.791
820.900	29.666
820.926	29.791
820.952	29.850
820.978	29.832
821.005	29.795
821.031	29.800
821.057	29.805
821.083	29.777
821.109	29.754
821.135	29.777
821.161	29.814
821.188	29.823
821.214	29.800
821.240	29.845
821.266	29.791
821.292	29.782
821.318	29.731
821.344	29.836
821.371	29.717
821.397	29.741
821.423	29.845
821.449	29.795
821.475	29.782
821.501	29.741
821.527	29.745
821.553	29.736
821.579	29.795
821.605	29.850
821.632	29.727
821.658	29.722
821.684	29.754
821.710	29.773
821.736	29.841
821.762	29.823
821.788	29.745
821.814	29.759
821.840	29.722
821.866	29.795
821.892	29.786
821.918	29.745
821.944	29.786
821.970	29.805
821.996	29.850
822.022	29.814
822.049	29.754
822.075	29.768
822.101	29.764
822.127	29.791
822.153	29.805
822.179	29.809
822.205	29.782
822.231	29.795
822.257	29.845
822.283	29.814
822.309	29.845
822.335	29.750
822.361	29.800
822.387	29.836
822.413	29.777
822.439	29.854
822.465	29.773
822.491	29.836
822.517	29.845
822.543	29.854
822.569	29.854
822.594	29.805
822.620	29.768
822.646	29.754
822.672	29.823
822.698	29.832
822.724	29.786
822.750	29.786
822.776	29.841
822.802	29.814
822.828	29.777
822.854	29.741
822.880	29.786
822.906	29.786
822.932	29.786
822.958	29.859
822.984	29.750
823.010	29.773
823.035	29.773
823.061	29.736
823.087	29.850
823.113	29.777
823.139	29.786
823.165	29.791
823.191	29.841
823.217	29.764
823.243	29.773
823.268	29.795
823.294	29.841
823.320	29.782
823.346	29.791
823.372	29.713
823.398	29.736
823.424	29.768
823.450	29.764
823.475	29.777
823.501	29.800
823.527	29.759
823.553	29.809
823.579	29.795
823.605	29.731
823.630	29.791
823.656	29.768
823.682	29.777
823.708	29.791
823.734	29.736
823.760	29.764
823.785	29.782
823.811	29.850
823.837	29.764
823.863	29.795
823.889	29.863
823.914	29.791
823.940	29.750
823.966	29.777
823.992	29.836
824.018	29.703
824.043	29.759
824.069	29.722
824.095	29.854
824.121	29.786
824.147	29.823
824.172	29.850
824.198	29.845
824.224	29.773
824.250	29.754
824.275	29.832
824.301	29.754
824.327	29.795
824.353	29.777
824.378	29.699
824.404	29.722
824.430	29.814
824.456	29.773
824.481	29.754
824.507	29.759
824.533	29.777
824.558	29.809
824.584	29.827
824.610	29.827
824.636	29.768
824.661	29.722
824.687	29.800
824.713	29.827
824.738	29.845
824.764	29.736
824.790	29.768
824.815	29.800
824.841	29.814
824.867	29.759
824.892	29.773
824.918	29.764
824.944	29.777
824.969	29.750
824.995	29.786
825.021	29.800
825.047	29.800
825.072	29.795
825.098	29.727
825.123	29.782
825.149	29.814
825.175	29.777
825.200	29.759
825.226	29.805
825.252	29.850
825.277	29.917
825.303	29.768
825.328	29.750
825.354	29.791
825.380	29.786
825.405	29.777
825.431	29.750
825.457	29.759
825.482	29.827
825.508	29.814
825.533	29.814
825.559	29.836
825.585	29.800
825.610	29.841
825.636	29.859
825.661	29.791
825.687	29.823
825.712	29.795
825.738	29.809
825.764	29.786
825.789	29.754
825.815	29.814
825.840	29.786
825.866	29.717
825.891	29.736
825.917	29.759
825.942	29.768
825.968	29.768
825.994	29.745
826.019	29.759
826.045	29.805
826.070	29.754
826.096	29.741
826.121	29.795
826.147	29.863
826.172	29.791
826.198	29.777
826.223	29.786
826.249	29.764
826.274	29.754
826.300	29.754
826.325	29.713
826.351	29.750
826.376	29.773
826.402	29.764
826.427	29.795
826.453	29.814
826.478	29.841
826.504	29.845
826.529	29.859
826.555	29.791
826.580	29.782
826.605	29.791
826.631	29.754
826.656	29.791
826.682	29.832
826.707	29.845
826.733	29.850
826.758	29.890
826.784	29.845
826.809	29.841
826.834	29.800
826.860	29.666
826.885	29.764
826.911	29.764
826.936	29.777
826.962	29.795
826.987	29.827
827.012	29.814
827.038	29.782
827.063	29.786
827.089	29.731
827.114	29.754
827.139	29.750
827.165	29.754
827.190	29.754
827.216	29.859
827.241	29.800
827.266	29.818
827.292	29.759
827.317	29.786
827.342	29.800
827.368	29.791
827.393	29.750
827.418	29.786
827.444	29.759
827.469	29.814
827.495	29.814
827.520	29.717
827.545	29.805
827.570	29.768
827.596	29.759
827.621	29.782
827.646	29.791
827.672	29.836
827.697	29.703
827.722	29.795
827.748	29.800
827.773	29.759
827.798	29.814
827.824	29.777
827.849	29.713
827.874	29.791
827.900	29.782
827.925	29.764
827.950	29.791
827.975	29.777
828.001	29.845
828.026	29.818
828.051	29.800
828.077	29.777
828.102	29.745
828.127	29.791
828.152	29.708
828.178	29.786
828.203	29.805
828.228	29.795
828.253	29.722
828.279	29.800
828.304	29.800
828.329	29.741
828.354	29.764
828.380	29.694
828.405	29.754
828.430	29.754
828.455	29.814
828.480	29.759
828.506	29.832
828.531	29.795
828.556	29.786
828.581	29.912
828.606	29.754
828.632	29.841
828.657	29.791
828.682	29.689
828.707	29.722
828.732	29.800
828.758	29.809
828.783	29.795
828.808	29.786
828.833	29.805
828.858	29.795
828.883	29.800
828.909	29.754
828.934	29.805
828.959	29.823
828.984	29.777
829.009	29.768
829.034	29.699
829.060	29.782
829.085	29.845
829.110	29.786
