Current (mA)	Voltage (V)	Power (mW)
0.00000	0.09773	0.00237
0.05000	0.64577	0.00214
0.10000	1.39221	0.00147
0.15000	1.41664	0.00178
0.20000	1.43560	0.00185
0.25000	1.45080	0.00200
0.30000	1.46430	0.00218
0.35000	1.47641	0.00200
0.40000	1.48707	0.00233
0.45000	1.49727	0.00226
0.50000	1.50633	0.00271
0.55000	1.51518	0.00282
0.60000	1.52326	0.00312
0.65000	1.53129	0.00335
0.70000	1.53866	0.00335
0.75000	1.54572	0.00353
0.80000	1.55257	0.00417
0.85000	1.55899	0.00458
0.90000	1.56525	0.00510
0.95000	1.57119	0.00701
1.00000	1.57687	0.00963
1.05000	1.58200	0.01847
1.10000	1.58621	0.03485
1.15000	1.59016	0.05716
1.20000	1.59384	0.07873
1.25000	1.59769	0.10248
1.30000	1.60139	0.12472
1.35000	1.60514	0.14737
1.40000	1.60888	0.16999
1.45000	1.61246	0.19227
1.50000	1.61616	0.21492
1.55000	1.61976	0.23680
1.60000	1.62342	0.25832
1.65000	1.62690	0.28012
1.70000	1.63054	0.30203
1.75000	1.63409	0.32345
1.80000	1.63750	0.34446
1.85000	1.64097	0.36685
1.90000	1.64437	0.38873
1.95000	1.64775	0.41178
2.00000	1.65111	0.43407
2.05000	1.65432	0.45837
2.10000	1.65772	0.48230
2.15000	1.66084	0.50622
2.20000	1.66410	0.53063
2.25000	1.66726	0.55396
2.30000	1.67053	0.57878
2.35000	1.67365	0.60244
2.40000	1.67678	0.62682
2.45000	1.68002	0.65079
2.50000	1.68299	0.67546
2.55000	1.68621	0.69856
2.60000	1.68926	0.72283
2.65000	1.69234	0.74615
2.70000	1.69544	0.77015
2.75000	1.69848	0.79408
2.80000	1.70145	0.81736
2.85000	1.70448	0.84043
2.90000	1.70750	0.86450
2.95000	1.71038	0.88723
3.00000	1.71339	0.91090
3.05000	1.71637	0.93422
3.10000	1.71923	0.95670
3.15000	1.72229	0.98073
3.20000	1.72520	1.00242
3.25000	1.72802	1.02645
3.30000	1.73088	1.04843
3.35000	1.73377	1.07113
3.40000	1.73669	1.09453
3.45000	1.73947	1.11643
3.50000	1.74232	1.13939
3.55000	1.74509	1.16231
3.60000	1.74795	1.18413
3.65000	1.75081	1.20653
3.70000	1.75358	1.22844
3.75000	1.75635	1.25041
3.80000	1.75913	1.27319
3.85000	1.76183	1.29479
3.90000	1.76455	1.31671
3.95000	1.76728	1.33865
4.00000	1.76999	1.35988
4.05000	1.77271	1.38253
4.10000	1.77548	1.40347
4.15000	1.77807	1.42441
4.20000	1.78078	1.44729
4.25000	1.78340	1.46788
4.30000	1.78611	1.48975
4.35000	1.78867	1.51054
4.40000	1.79129	1.53222
4.45000	1.79398	1.55390
4.50000	1.79656	1.57491
4.55000	1.79912	1.59543
4.60000	1.80168	1.61678
4.65000	1.80433	1.63832
4.70000	1.80687	1.65884
4.75000	1.80941	1.68041
4.80000	1.81200	1.70202
4.85000	1.81458	1.72295
4.90000	1.81711	1.74490
4.95000	1.81961	1.76516
5.00000	1.82211	1.78748
5.05000	1.82455	1.80823
5.10000	1.82719	1.82961
5.15000	1.82965	1.85197
5.20000	1.83208	1.87197
5.25000	1.83458	1.89372
5.30000	1.83705	1.91466
5.35000	1.83952	1.93597
5.40000	1.84204	1.95735
