Wavelength (nm)	Rel. spec. intensity (dB)
847.477	29.764
847.499	29.727
847.522	29.800
847.545	29.754
847.567	29.759
847.590	29.722
847.613	29.745
847.635	29.680
847.658	29.750
847.680	29.741
847.703	29.647
847.726	29.708
847.748	29.750
847.771	29.791
847.793	29.773
847.816	29.754
847.839	29.750
847.861	29.731
847.884	29.773
847.906	29.759
847.929	29.768
847.951	29.708
847.974	29.754
847.996	29.759
848.019	29.768
848.042	29.773
848.064	29.768
848.087	29.768
848.109	29.722
848.132	29.754
848.154	29.717
848.177	29.741
848.199	29.703
848.222	29.680
848.244	29.694
848.267	29.727
848.289	29.786
848.312	29.777
848.334	29.818
848.357	29.754
848.379	29.703
848.402	29.773
848.424	29.708
848.447	29.722
848.469	29.736
848.492	29.750
848.514	29.685
848.537	29.731
848.559	29.745
848.582	29.736
848.604	29.741
848.627	29.638
848.649	29.736
848.672	29.759
848.694	29.754
848.717	29.694
848.739	29.773
848.761	29.786
848.784	29.741
848.806	29.694
848.829	29.773
848.851	29.741
848.874	29.741
848.896	29.754
848.919	29.657
848.941	29.832
848.963	29.795
848.986	29.727
849.008	29.745
849.031	29.717
849.053	29.745
849.075	29.731
849.098	29.745
849.120	29.647
849.143	29.727
849.165	29.731
849.187	29.768
849.210	29.703
849.232	29.708
849.254	29.805
849.277	29.814
849.299	29.731
849.322	29.814
849.344	29.741
849.366	29.722
849.389	29.745
849.411	29.768
849.433	29.805
849.456	29.727
849.478	29.754
849.500	29.791
849.523	29.773
849.545	29.786
849.567	29.731
849.590	29.764
849.612	29.814
849.634	29.731
849.657	29.764
849.679	29.708
849.701	29.708
849.724	29.666
849.746	29.680
849.768	29.750
849.791	29.768
849.813	29.699
849.835	29.795
849.857	29.741
849.880	29.713
849.902	29.717
849.924	29.741
849.946	29.731
849.969	29.722
849.991	29.741
850.013	29.722
850.036	29.791
850.058	29.703
850.080	29.666
850.102	29.722
850.125	29.713
850.147	29.741
850.169	29.754
850.191	29.805
850.214	29.773
850.236	29.741
850.258	29.708
850.280	29.694
850.302	29.661
850.325	29.745
850.347	29.722
850.369	29.717
850.391	29.708
850.414	29.786
850.436	29.708
850.458	29.741
850.480	29.777
850.502	29.703
850.524	29.722
850.547	29.800
850.569	29.703
850.591	29.736
850.613	29.745
850.635	29.741
850.658	29.754
850.680	29.773
850.702	29.827
850.724	29.782
850.746	29.745
850.768	29.722
850.791	29.754
850.813	29.764
850.835	29.736
850.857	29.736
850.879	29.741
850.901	29.731
850.923	29.754
850.945	29.731
850.968	29.643
850.990	29.699
851.012	29.809
851.034	29.708
851.056	29.759
851.078	29.759
851.100	29.863
851.122	29.671
851.144	29.685
851.167	29.741
851.189	29.754
851.211	29.685
851.233	29.773
851.255	29.736
851.277	29.791
851.299	29.722
851.321	29.741
851.343	29.703
851.365	29.809
851.387	29.795
851.409	29.750
851.431	29.786
851.453	29.809
851.476	29.754
851.498	29.786
851.520	29.773
851.542	29.754
851.564	29.750
851.586	29.713
851.608	29.717
851.630	29.764
851.652	29.745
851.674	29.791
851.696	29.699
851.718	29.791
851.740	29.713
851.762	29.777
851.784	29.782
851.806	29.750
851.828	29.805
851.850	29.764
851.872	29.768
851.894	29.736
851.916	29.764
851.938	29.731
851.960	29.741
851.982	29.703
852.004	29.777
852.026	29.754
852.048	29.845
852.070	29.736
852.092	29.694
852.114	29.777
852.135	29.773
852.157	29.800
852.179	29.754
852.201	29.722
852.223	29.745
852.245	29.745
852.267	29.841
852.289	30.237
852.311	30.896
852.333	31.775
852.355	32.826
852.377	34.171
852.399	35.312
852.421	35.897
852.442	36.766
852.464	37.252
852.486	37.186
852.508	36.921
