Wavelength (nm)	Rel. spec. intensity (dB)
844.530	29.754
844.553	29.741
844.576	29.754
844.599	29.657
844.622	29.699
844.645	29.722
844.668	29.699
844.692	29.699
844.715	29.736
844.738	29.689
844.761	29.764
844.784	29.657
844.807	29.685
844.830	29.699
844.853	29.657
844.876	29.717
844.899	29.741
844.922	29.666
844.945	29.708
844.968	29.759
844.991	29.666
845.014	29.661
845.037	29.791
845.060	29.671
845.083	29.727
845.105	29.764
845.128	29.717
845.151	29.727
845.174	29.703
845.197	29.782
845.220	29.741
845.243	29.741
845.266	29.699
845.289	29.741
845.312	29.750
845.335	29.795
845.358	29.745
845.381	29.731
845.404	29.759
845.427	29.791
845.450	29.685
845.473	29.661
845.496	29.717
845.518	29.661
845.541	29.699
845.564	29.689
845.587	29.689
845.610	29.777
845.633	29.741
845.656	29.722
845.679	29.759
845.702	29.800
845.724	29.759
845.747	29.773
845.770	29.671
845.793	29.773
845.816	29.722
845.839	29.791
845.862	29.754
845.885	29.661
845.907	29.777
845.930	29.731
845.953	29.708
845.976	29.764
845.999	29.741
846.022	29.773
846.045	29.722
846.067	29.727
846.090	29.741
846.113	29.657
846.136	29.666
846.159	29.795
846.182	29.750
846.204	29.694
846.227	29.647
846.250	29.694
846.273	29.675
846.296	29.722
846.318	29.786
846.341	29.703
846.364	29.736
846.387	29.731
846.410	29.754
846.432	29.736
846.455	29.777
846.478	29.782
846.501	29.759
846.523	29.800
846.546	29.703
846.569	29.703
846.592	29.680
846.614	29.675
846.637	29.731
846.660	29.703
846.683	29.741
846.705	29.754
846.728	29.671
846.751	29.717
846.774	29.759
846.796	29.727
846.819	29.699
846.842	29.754
846.865	29.722
846.887	29.736
846.910	29.708
846.933	29.777
846.955	29.750
846.978	29.736
847.001	29.759
847.023	29.699
847.046	29.717
847.069	29.722
847.092	29.722
847.114	29.661
847.137	29.731
847.160	29.764
847.182	29.727
847.205	29.795
847.228	29.694
847.250	29.754
847.273	29.694
847.296	29.713
847.318	29.708
847.341	29.754
847.364	29.773
847.386	29.703
847.409	29.680
847.432	29.814
847.454	29.699
847.477	29.694
847.499	29.666
847.522	29.754
847.545	29.708
847.567	29.750
847.590	29.745
847.613	29.759
847.635	29.722
847.658	29.777
847.680	29.685
847.703	29.795
847.726	29.818
847.748	29.773
847.771	29.722
847.793	29.694
847.816	29.809
847.839	29.736
847.861	29.708
847.884	29.699
847.906	29.759
847.929	29.809
847.951	29.921
847.974	30.056
847.996	30.577
848.019	31.732
848.042	33.084
848.064	34.296
848.087	35.789
848.109	36.855
848.132	36.373
848.154	34.844
848.177	33.909
848.199	32.524
848.222	31.113
848.244	30.241
848.267	29.939
848.289	29.868
848.312	29.764
848.334	29.877
848.357	29.791
848.379	29.768
848.402	29.795
848.424	29.805
848.447	29.777
848.469	29.741
848.492	29.845
848.514	30.149
848.537	30.924
848.559	31.810
848.582	32.629
848.604	33.512
848.627	33.760
848.649	32.927
848.672	31.804
848.694	30.821
848.717	30.149
848.739	29.978
848.761	29.827
848.784	29.877
