Current (mA)	Voltage (V)	Power (mW)
9.20000	1.92204	2.21311
9.25000	1.92380	2.22090
9.30000	1.92560	2.22691
9.35000	1.92738	2.23428
9.40000	1.92921	2.24130
9.45000	1.93098	2.24766
9.50000	1.93274	2.25443
9.55000	1.93454	2.25958
9.60000	1.93628	2.26687
9.65000	1.93802	2.27207
9.70000	1.93989	2.27808
9.75000	1.94159	2.28321
9.80000	1.94335	2.28927
9.85000	1.94515	2.29424
9.90000	1.94690	2.29954
9.95000	1.94862	2.30332
10.00000	1.95043	2.30825
10.05000	1.95210	2.31307
10.10000	1.95385	2.31637
10.15000	1.95560	2.32089
10.20000	1.95730	2.32564
10.25000	1.95910	2.32893
10.30000	1.96084	2.33259
10.35000	1.96244	2.33517
10.40000	1.96418	2.33779
10.45000	1.96591	2.34194
10.50000	1.96760	2.34448
10.55000	1.96934	2.34668
10.60000	1.97101	2.34931
10.65000	1.97264	2.35110
10.70000	1.97436	2.35282
10.75000	1.97607	2.35476
10.80000	1.97778	2.35630
10.85000	1.97941	2.35827
10.90000	1.98117	2.35876
10.95000	1.98278	2.35977
11.00000	1.98443	2.35996
11.05000	1.98611	2.36112
11.10000	1.98787	2.36164
11.15000	1.98954	2.36115
11.20000	1.99110	2.36071
11.25000	1.99279	2.36071
11.30000	1.99440	2.36089
11.35000	1.99608	2.36004
11.40000	1.99768	2.35805
11.45000	1.99936	2.35734
11.50000	2.00097	2.35595
11.55000	2.00264	2.35446
11.60000	2.00429	2.35307
11.65000	2.00577	2.35098
11.70000	2.00744	2.34866
11.75000	2.00906	2.34609
11.80000	2.01065	2.34399
11.85000	2.01229	2.34052
11.90000	2.01392	2.33760
11.95000	2.01558	2.33480
12.00000	2.01704	2.33106
12.05000	2.01869	2.32631
12.10000	2.02019	2.32254
12.15000	2.02183	2.31753
12.20000	2.02349	2.31382
12.25000	2.02507	2.30841
12.30000	2.02664	2.30295
12.35000	2.02818	2.29783
12.40000	2.02966	2.29263
12.45000	2.03131	2.28628
12.50000	2.03287	2.28059
12.55000	2.03438	2.27345
12.60000	2.03593	2.26650
12.65000	2.03756	2.26078
12.70000	2.03904	2.25301
12.75000	2.04056	2.24556
12.80000	2.04212	2.23846
12.85000	2.04371	2.23009
12.90000	2.04519	2.22205
12.95000	2.04664	2.21409
13.00000	2.04828	2.20526
13.05000	2.04976	2.19677
13.10000	2.05118	2.18765
13.15000	2.05278	2.17734
13.20000	2.05421	2.16848
13.25000	2.05579	2.15846
13.30000	2.05725	2.14863
13.35000	2.05877	2.13663
13.40000	2.06024	2.12661
13.45000	2.06166	2.11558
13.50000	2.06323	2.10974
13.55000	2.06466	2.10059
13.60000	2.06614	2.08886
13.65000	2.06760	2.07681
13.70000	2.06911	2.06339
13.75000	2.07054	2.05128
13.80000	2.07195	2.03763
13.85000	2.07346	2.02402
13.90000	2.07489	2.01079
13.95000	2.07638	1.99502
14.00000	2.07778	1.98129
14.05000	2.07925	1.96605
14.10000	2.08064	1.95158
14.15000	2.08204	1.93547
14.20000	2.08348	1.91969
14.25000	2.08489	1.90357
14.30000	2.08633	1.88735
14.35000	2.08773	1.86990
14.40000	2.08910	1.85251
14.45000	2.09056	1.83535
14.50000	2.09196	1.81764
14.55000	2.09335	1.79871
14.60000	2.09474	1.78044
14.65000	2.09613	1.76122
14.70000	2.09743	1.74226
14.75000	2.09882	1.72212
14.80000	2.10018	1.70205
14.85000	2.10161	1.68197
14.90000	2.10298	1.66047
14.95000	2.10431	1.63946
15.00000	2.10572	1.61736
15.05000	2.10700	1.59573
15.10000	2.10833	1.57385
15.15000	2.10968	1.55139
15.20000	2.11104	1.52772
15.25000	2.11236	1.50480
15.30000	2.11367	1.48129
15.35000	2.11513	1.45680
15.40000	2.11632	1.43322
15.45000	2.11770	1.40835
15.50000	2.11903	1.38342
15.55000	2.12040	1.35883
15.60000	2.12161	1.33232
15.65000	2.12289	1.30667
15.70000	2.12422	1.28061
15.75000	2.12545	1.25416
15.80000	2.12679	1.22637
15.85000	2.12809	1.19901
15.90000	2.12944	1.17277
15.95000	2.13070	1.14383
16.00000	2.13189	1.11515
16.05000	2.13314	1.08671
16.10000	2.13445	1.05833
16.15000	2.13582	1.02820
16.20000	2.13695	0.99736
16.25000	2.13821	0.96772
16.30000	2.13948	0.93743
16.35000	2.14069	0.90704
16.40000	2.14200	0.87497
16.45000	2.14311	0.84372
16.50000	2.14444	0.81193
16.55000	2.14578	0.77911
16.60000	2.14687	0.74798
16.65000	2.14809	0.71602
16.70000	2.14926	0.68469
16.75000	2.15051	0.65194
16.80000	2.15173	0.62062
16.85000	2.15292	0.58828
16.90000	2.15416	0.55631
16.95000	2.15533	0.52472
17.00000	2.15652	0.49178
17.05000	2.15765	0.45967
17.10000	2.15884	0.42614
17.15000	2.16005	0.39376
17.20000	2.16121	0.36091
17.25000	2.16245	0.32936
17.30000	2.16359	0.29934
17.35000	2.16479	0.27103
17.40000	2.16603	0.24390
17.45000	2.16723	0.21429
17.50000	2.16836	0.18431
17.55000	2.16948	0.15309
17.60000	2.17071	0.11989
17.65000	2.17185	0.08837
17.70000	2.17301	0.06551
17.75000	2.17427	0.05336
17.80000	2.17564	0.04681
17.85000	2.17680	0.04240
17.90000	2.17813	0.03881
17.95000	2.17931	0.03645
18.00000	2.18069	0.03488
18.05000	2.18193	0.03272
18.10000	2.18314	0.03167
18.15000	2.18441	0.03040
18.20000	2.18579	0.02987
18.25000	2.18705	0.02868
18.30000	2.18831	0.02812
18.35000	2.18952	0.02685
18.40000	2.19081	0.02670
18.45000	2.19208	0.02602
18.50000	2.19338	0.02558
18.55000	2.19465	0.02460
18.60000	2.19588	0.02487
18.65000	2.19722	0.02412
18.70000	2.19847	0.02374
18.75000	2.19966	0.02337
18.80000	2.20096	0.02263
18.85000	2.20224	0.02259
18.90000	2.20353	0.02240
18.95000	2.20476	0.02199
19.00000	2.20601	0.02157
19.05000	2.20729	0.02146
19.10000	2.20855	0.02117
19.15000	2.20982	0.02060
19.20000	2.21111	0.02067
19.25000	2.21236	0.02086
19.30000	2.21360	0.02038
19.35000	2.21490	0.02042
19.40000	2.21617	0.01959
19.45000	2.21742	0.01989
19.50000	2.21870	0.02004
19.55000	2.21999	0.01925
19.60000	2.22119	0.01904
19.65000	2.22249	0.01929
19.70000	2.22378	0.01892
19.75000	2.22492	0.01896
19.80000	2.22624	0.01854
19.85000	2.22745	0.01829
19.90000	2.22874	0.01885
19.95000	2.23002	0.01817
20.00000	2.23125	0.01836
20.05000	2.23251	0.01795
20.10000	2.23383	0.01829
20.15000	2.23506	0.01821
20.20000	2.23633	0.01795
20.25000	2.23757	0.01746
20.30000	2.23883	0.01787
20.35000	2.24003	0.01746
20.40000	2.24133	0.01735
20.45000	2.24252	0.01691
20.50000	2.24380	0.01683
20.55000	2.24503	0.01724
20.60000	2.24629	0.01702
20.65000	2.24761	0.01660
20.70000	2.24881	0.01698
20.75000	2.25007	0.01634
20.80000	2.25134	0.01664
20.85000	2.25264	0.01634
20.90000	2.25384	0.01653
20.95000	2.25514	0.01664
21.00000	2.25640	0.01597
21.05000	2.25760	0.01582
21.10000	2.25891	0.01578
21.15000	2.26007	0.01582
21.20000	2.26133	0.01612
21.25000	2.26269	0.01597
21.30000	2.26391	0.01578
21.35000	2.26511	0.01570
21.40000	2.26637	0.01585
21.45000	2.26761	0.01574
21.50000	2.26887	0.01552
21.55000	2.27013	0.01541
21.60000	2.27145	0.01537
21.65000	2.27078	0.01582
21.70000	2.27073	0.01522
21.75000	2.27076	0.01533
21.80000	2.27075	0.01578
21.85000	2.27073	0.01545
21.90000	2.27072	0.01537
21.95000	2.27072	0.01556
22.00000	2.27073	0.01574
22.05000	2.27075	0.01574
22.10000	2.27068	0.01522
22.15000	2.27081	0.01526
22.20000	2.27072	0.01560
22.25000	2.27078	0.01549
22.30000	2.27069	0.01566
22.35000	2.27070	0.01552
22.40000	2.27070	0.01589
22.45000	2.27081	0.01563
22.50000	2.27077	0.01552
22.55000	2.27072	0.01541
22.60000	2.27069	0.01570
22.65000	2.27078	0.01570
22.70000	2.27071	0.01549
22.75000	2.27068	0.01566
22.80000	2.27073	0.01549
22.85000	2.27069	0.01560
22.90000	2.27078	0.01541
22.95000	2.27068	0.01541
23.00000	2.27075	0.01578
23.05000	2.27075	0.01556
23.10000	2.27068	0.01556
23.15000	2.27078	0.01541
23.20000	2.27071	0.01549
23.25000	2.27072	0.01549
23.30000	2.27067	0.01526
23.35000	2.27077	0.01574
23.40000	2.27077	0.01499
23.45000	2.27070	0.01522
23.50000	2.27079	0.01585
23.55000	2.27080	0.01556
23.60000	2.27068	0.01511
23.65000	2.27064	0.01556
23.70000	2.27071	0.01563
23.75000	2.27069	0.01589
23.80000	2.27064	0.01530
23.85000	2.27071	0.01522
23.90000	2.27078	0.01549
23.95000	2.27078	0.01593
24.00000	2.27073	0.01563
24.05000	2.27071	0.01560
24.10000	2.27065	0.01578
24.15000	2.27072	0.01563
24.20000	2.27079	0.01545
24.25000	2.27066	0.01541
24.30000	2.27071	0.01601
24.35000	2.27067	0.01556
24.40000	2.27070	0.01552
24.45000	2.27071	0.01495
24.50000	2.27077	0.01560
24.55000	2.27071	0.01570
24.60000	2.27073	0.01530
24.65000	2.27076	0.01537
24.70000	2.27076	0.01582
24.75000	2.27082	0.01549
24.80000	2.27075	0.01566
24.85000	2.27073	0.01563
24.90000	2.27077	0.01537
24.95000	2.27076	0.01589
25.00000	2.27070	0.01574
25.05000	2.27068	0.01563
25.10000	2.27070	0.01556
25.15000	2.27074	0.01545
25.20000	2.27078	0.01556
25.25000	2.27069	0.01514
25.30000	2.27064	0.01537
25.35000	2.27066	0.01545
25.40000	2.27069	0.01552
25.45000	2.27073	0.01533
25.50000	2.27067	0.01537
25.55000	2.27068	0.01560
25.60000	2.27083	0.01566
25.65000	2.27075	0.01585
25.70000	2.27061	0.01578
25.75000	2.27075	0.01582
25.80000	2.27078	0.01537
25.85000	2.27073	0.01556
25.90000	2.27065	0.01545
25.95000	2.27078	0.01582
26.00000	2.27081	0.01593
26.05000	2.27070	0.01556
26.10000	2.27073	0.01582
26.15000	2.27071	0.01530
26.20000	2.27073	0.01560
26.25000	2.27073	0.01545
26.30000	2.27072	0.01570
26.35000	2.27071	0.01570
26.40000	2.27078	0.01578
26.45000	2.27072	0.01541
26.50000	2.27078	0.01507
26.55000	2.27068	0.01549
26.60000	2.27071	0.01552
26.65000	2.27072	0.01545
26.70000	2.27085	0.01578
26.75000	2.27068	0.01533
26.80000	2.27071	0.01563
26.85000	2.27089	0.01578
26.90000	2.27073	0.01533
26.95000	2.27074	0.01518
27.00000	2.27073	0.01566
27.05000	2.27076	0.01563
27.10000	2.27076	0.01533
27.15000	2.27075	0.01503
27.20000	2.27080	0.01518
27.25000	2.27070	0.01537
27.30000	2.27076	0.01533
27.35000	2.27076	0.01582
27.40000	2.27077	0.01560
27.45000	2.27071	0.01566
27.50000	2.27075	0.01533
27.55000	2.27080	0.01522
27.60000	2.27068	0.01522
27.65000	2.27070	0.01563
27.70000	2.27081	0.01537
27.75000	2.27073	0.01541
27.80000	2.27075	0.01533
27.85000	2.27071	0.01560
27.90000	2.27082	0.01549
27.95000	2.27073	0.01585
28.00000	2.27068	0.01570
28.05000	2.27071	0.01556
28.10000	2.27078	0.01593
28.15000	2.27071	0.01533
28.20000	2.27079	0.01530
28.25000	2.27073	0.01574
28.30000	2.27076	0.01533
28.35000	2.27071	0.01566
28.40000	2.27070	0.01530
28.45000	2.27075	0.01537
28.50000	2.27079	0.01522
28.55000	2.27073	0.01545
28.60000	2.27074	0.01566
28.65000	2.27076	0.01545
28.70000	2.27073	0.01549
28.75000	2.27080	0.01585
28.80000	2.27079	0.01578
28.85000	2.27071	0.01522
28.90000	2.27072	0.01507
28.95000	2.27074	0.01545
29.00000	2.27072	0.01549
29.05000	2.27078	0.01503
29.10000	2.27078	0.01545
29.15000	2.27070	0.01556
29.20000	2.27068	0.01589
29.25000	2.27074	0.01545
29.30000	2.27076	0.01570
29.35000	2.27070	0.01585
29.40000	2.27072	0.01574
29.45000	2.27074	0.01541
29.50000	2.27063	0.01545
29.55000	2.27072	0.01560
29.60000	2.27076	0.01585
29.65000	2.27068	0.01552
29.70000	2.27067	0.01549
29.75000	2.27069	0.01593
29.80000	2.27070	0.01570
29.85000	2.27079	0.01566
29.90000	2.27068	0.01511
29.95000	2.27072	0.01563
30.00000	2.27082	0.01560
