Current (mA)	Voltage (V)	Power (mW)
0.00000	0.10772	0.00162
0.05000	0.83635	0.00174
0.10000	1.38483	0.00166
0.15000	1.40806	0.00185
0.20000	1.42602	0.00204
0.25000	1.44025	0.00143
0.30000	1.45287	0.00189
0.35000	1.46426	0.00271
0.40000	1.47414	0.00233
0.45000	1.48375	0.00207
0.50000	1.49223	0.00260
0.55000	1.50052	0.00249
0.60000	1.50810	0.00316
0.65000	1.51553	0.00335
0.70000	1.52258	0.00327
0.75000	1.52910	0.00356
0.80000	1.53561	0.00427
0.85000	1.54159	0.00427
0.90000	1.54761	0.00443
0.95000	1.55322	0.00514
1.00000	1.55888	0.00540
1.05000	1.56418	0.00640
1.10000	1.56935	0.00715
1.15000	1.57425	0.00847
1.20000	1.57904	0.01183
1.25000	1.58333	0.01982
1.30000	1.58695	0.03601
1.35000	1.59038	0.05660
1.40000	1.59364	0.07985
1.45000	1.59677	0.10184
1.50000	1.60005	0.12465
1.55000	1.60312	0.14666
1.60000	1.60645	0.16973
1.65000	1.60953	0.19137
1.70000	1.61269	0.21388
1.75000	1.61591	0.23534
1.80000	1.61891	0.25702
1.85000	1.62205	0.27911
1.90000	1.62514	0.29997
1.95000	1.62820	0.32132
2.00000	1.63118	0.34308
2.05000	1.63422	0.36562
2.10000	1.63718	0.38861
2.15000	1.64004	0.41086
2.20000	1.64296	0.43508
2.25000	1.64584	0.45908
2.30000	1.64870	0.48393
2.35000	1.65146	0.50716
2.40000	1.65430	0.53171
2.45000	1.65706	0.55683
2.50000	1.65983	0.58017
2.55000	1.66265	0.60436
2.60000	1.66530	0.62779
2.65000	1.66813	0.65190
2.70000	1.67092	0.67632
2.75000	1.67356	0.69908
2.80000	1.67636	0.72275
2.85000	1.67897	0.74667
2.90000	1.68177	0.76947
2.95000	1.68432	0.79344
3.00000	1.68699	0.81665
3.05000	1.68973	0.84051
3.10000	1.69226	0.86398
3.15000	1.69503	0.88702
3.20000	1.69754	0.91000
3.25000	1.70018	0.93382
3.30000	1.70271	0.95591
3.35000	1.70535	0.97994
3.40000	1.70800	1.00278
3.45000	1.71046	1.02484
3.50000	1.71299	1.04885
3.55000	1.71545	1.07052
3.60000	1.71807	1.09415
3.65000	1.72053	1.11640
3.70000	1.72314	1.13902
3.75000	1.72561	1.16302
3.80000	1.72816	1.18459
3.85000	1.73054	1.20753
3.90000	1.73301	1.23049
3.95000	1.73556	1.25266
4.00000	1.73784	1.27542
4.05000	1.74038	1.29748
4.10000	1.74279	1.32032
4.15000	1.74523	1.34302
4.20000	1.74768	1.36533
4.25000	1.74998	1.38710
4.30000	1.75242	1.41013
4.35000	1.75474	1.43192
4.40000	1.75711	1.45341
4.45000	1.75955	1.47562
4.50000	1.76191	1.49745
4.55000	1.76429	1.52018
4.60000	1.76655	1.54238
4.65000	1.76892	1.56489
4.70000	1.77119	1.58680
4.75000	1.77356	1.60975
4.80000	1.77592	1.63196
4.85000	1.77821	1.65409
4.90000	1.78049	1.67622
4.95000	1.78275	1.69780
5.00000	1.78501	1.72097
5.05000	1.78723	1.74160
5.10000	1.78960	1.76456
5.15000	1.79177	1.78713
5.20000	1.79404	1.80811
5.25000	1.79627	1.83143
5.30000	1.79850	1.85144
5.35000	1.80069	1.87443
5.40000	1.80298	1.89708
5.45000	1.80516	1.91720
5.50000	1.80747	1.94004
5.55000	1.80957	1.96034
5.60000	1.81179	1.98240
5.65000	1.81395	2.00434
5.70000	1.81614	2.02482
5.75000	1.81833	2.04737
5.80000	1.82045	2.06816
5.85000	1.82261	2.08912
5.90000	1.82472	2.11108
5.95000	1.82692	2.13137
6.00000	1.82915	2.15302
6.05000	1.83122	2.17417
6.10000	1.83343	2.19436
6.15000	1.83547	2.21540
6.20000	1.83769	2.23653
6.25000	1.83973	2.25642
6.30000	1.84195	2.27813
6.35000	1.84396	2.29746
6.40000	1.84607	2.31878
6.45000	1.84821	2.33926
6.50000	1.85020	2.35904
6.55000	1.85226	2.37963
6.60000	1.85439	2.39911
6.65000	1.85641	2.42017
6.70000	1.85838	2.43859
6.75000	1.86058	2.45915
6.80000	1.86255	2.47927
6.85000	1.86463	2.49789
6.90000	1.86663	2.51856
6.95000	1.86865	2.53758
7.00000	1.87073	2.55691
7.05000	1.87267	2.57620
7.10000	1.87467	2.59530
7.15000	1.87673	2.61497
7.20000	1.87874	2.63306
7.25000	1.88068	2.65246
7.30000	1.88269	2.67112
7.35000	1.88470	2.69033
7.40000	1.88663	2.70805
7.45000	1.88863	2.72711
7.50000	1.89060	2.74611
7.55000	1.89250	2.76413
7.60000	1.89453	2.78245
7.65000	1.89646	2.80039
7.70000	1.89845	2.81856
7.75000	1.90041	2.83702
7.80000	1.90228	2.85456
7.85000	1.90417	2.87247
7.90000	1.90613	2.89101
7.95000	1.90807	2.90821
8.00000	1.90993	2.92562
8.05000	1.91188	2.94361
8.10000	1.91383	2.96100
8.15000	1.91569	2.97777
8.20000	1.91761	2.99591
8.25000	1.91945	3.01138
8.30000	1.92141	3.03027
8.35000	1.92334	3.04653
8.40000	1.92519	3.06365
