Wavelength (nm)	Rel. spec. intensity (dB)
848.717	29.841
848.739	29.863
848.761	29.832
848.784	29.827
848.806	29.863
848.829	29.832
848.851	29.818
848.874	29.795
848.896	29.745
848.919	29.809
848.941	29.836
848.963	29.899
848.986	29.818
849.008	29.850
849.031	29.868
849.053	29.877
849.075	29.863
849.098	29.832
849.120	29.854
849.143	29.777
849.165	29.832
849.187	29.859
849.210	29.814
849.232	29.832
849.254	29.795
849.277	29.827
849.299	29.850
849.322	29.877
849.344	29.827
849.366	29.872
849.389	29.872
849.411	29.854
849.433	29.818
849.456	29.795
849.478	29.818
849.500	29.908
849.523	29.823
849.545	29.754
849.567	29.854
849.590	29.859
849.612	29.926
849.634	29.805
849.657	29.841
849.679	29.877
849.701	29.841
849.724	29.836
849.746	29.881
849.768	29.872
849.791	29.800
849.813	29.814
849.835	29.877
849.857	29.827
849.880	29.805
849.902	29.791
849.924	29.818
849.946	29.832
849.969	29.841
849.991	29.854
850.013	29.836
850.036	29.850
850.058	29.836
850.080	29.845
850.102	29.827
850.125	29.791
850.147	29.836
850.169	29.850
850.191	29.832
850.214	29.845
850.236	29.805
850.258	29.850
850.280	29.827
850.302	29.791
850.325	29.827
850.347	29.800
850.369	29.795
850.391	29.877
850.414	29.836
850.436	29.845
850.458	29.890
850.480	29.827
850.502	29.863
850.524	29.845
850.547	29.850
850.569	29.899
850.591	29.859
850.613	29.872
850.635	29.841
850.658	29.823
850.680	29.868
850.702	29.814
850.724	29.845
850.746	29.859
850.768	29.850
850.791	29.850
850.813	29.795
850.835	29.850
850.857	29.814
850.879	29.836
850.901	29.832
850.923	29.832
850.945	29.823
850.968	29.845
850.990	29.768
851.012	29.818
851.034	29.881
851.056	29.886
851.078	29.859
851.100	29.877
851.122	29.809
851.144	29.881
851.167	29.845
851.189	29.827
851.211	29.836
851.233	29.750
851.255	29.863
851.277	29.863
851.299	29.795
851.321	29.845
851.343	29.845
851.365	29.818
851.387	29.768
851.409	29.800
851.431	29.818
851.453	29.854
851.476	29.868
851.498	29.832
851.520	29.731
851.542	29.823
851.564	29.841
851.586	29.886
851.608	29.886
851.630	29.872
851.652	29.827
851.674	29.832
851.696	29.791
851.718	29.868
851.740	29.832
851.762	29.768
851.784	29.886
851.806	29.877
851.828	29.836
851.850	29.782
851.872	29.809
851.894	29.850
851.916	29.841
851.938	29.786
851.960	29.832
