Current (mA)	Voltage (V)	Power (mW)
0.00000	0.10931	0.00233
0.05000	0.78762	0.00218
0.10000	1.52896	0.00174
0.15000	1.57389	0.00166
0.20000	1.60963	0.00226
0.25000	1.63844	0.00230
0.30000	1.66399	0.00360
0.35000	1.68527	0.02038
0.40000	1.70360	0.04618
0.45000	1.72150	0.07353
0.50000	1.73822	0.09981
0.55000	1.75478	0.12670
0.60000	1.77027	0.15283
0.65000	1.78575	0.18056
0.70000	1.80079	0.20696
0.75000	1.81487	0.23313
0.80000	1.82917	0.26008
0.85000	1.84265	0.28581
0.90000	1.85619	0.31235
0.95000	1.86905	0.33784
1.00000	1.88199	0.36491
1.05000	1.89481	0.39130
1.10000	1.90683	0.41642
1.15000	1.91902	0.44232
1.20000	1.93071	0.46820
1.25000	1.94248	0.49407
1.30000	1.95367	0.51870
1.35000	1.96515	0.54397
1.40000	1.97623	0.57006
1.45000	1.98698	0.59425
1.50000	1.99776	0.61934
1.55000	2.00801	0.64327
1.60000	2.01847	0.66801
1.65000	2.02849	0.69179
1.70000	2.03857	0.71598
1.75000	2.04863	0.74005
1.80000	2.05805	0.76297
1.85000	2.06772	0.78711
1.90000	2.07685	0.80936
1.95000	2.08613	0.83276
2.00000	2.09504	0.85493
2.05000	2.10402	0.87725
2.10000	2.11294	0.89983
2.15000	2.12140	0.92148
2.20000	2.12994	0.94211
2.25000	2.13820	0.96386
2.30000	2.14655	0.98532
2.35000	2.15452	1.00559
2.40000	2.16263	1.02588
2.45000	2.17055	1.04596
2.50000	2.17819	1.06603
2.55000	2.18586	1.08622
2.60000	2.19330	1.10409
2.65000	2.20083	1.12435
2.70000	2.20828	1.14297
2.75000	2.21524	1.16039
2.80000	2.22254	1.17934
2.85000	2.22940	1.19613
2.90000	2.23638	1.21381
2.95000	2.24295	1.23097
3.00000	2.24982	1.24742
3.05000	2.25645	1.26379
3.10000	2.26288	1.27971
3.15000	2.26949	1.29485
3.20000	2.27565	1.31040
3.25000	2.28201	1.32487
3.30000	2.28808	1.33968
3.35000	2.29425	1.35445
3.40000	2.30036	1.36753
3.45000	2.30622	1.38136
3.50000	2.31224	1.39445
3.55000	2.31792	1.40720
3.60000	2.32373	1.42039
3.65000	2.32932	1.43104
3.70000	2.33491	1.44342
3.75000	2.34060	1.45572
3.80000	2.34595	1.46600
3.85000	2.35142	1.47669
3.90000	2.35659	1.48657
3.95000	2.36192	1.49695
4.00000	2.36715	1.50705
4.05000	2.37234	1.51628
4.10000	2.37750	1.52454
4.15000	2.38247	1.53366
4.20000	2.38760	1.54185
4.25000	2.39240	1.54966
4.30000	2.39733	1.55680
4.35000	2.40208	1.56443
4.40000	2.40695	1.57145
4.45000	2.41182	1.57811
4.50000	2.41640	1.58383
4.55000	2.42115	1.58997
4.60000	2.42560	1.59504
4.65000	2.43026	1.60051
4.70000	2.43472	1.60537
4.75000	2.43917	1.60932
4.80000	2.44371	1.61341
4.85000	2.44801	1.61740
4.90000	2.45253	1.62058
4.95000	2.45660	1.62379
5.00000	2.46105	1.62705
5.05000	2.46525	1.62915
5.10000	2.46965	1.63228
5.15000	2.47408	1.63433
5.20000	2.47833	1.63662
5.25000	2.48281	1.63957
5.30000	2.48699	1.64020
5.35000	2.49142	1.64166
5.40000	2.49571	1.64308
5.45000	2.49979	1.64316
5.50000	2.50403	1.64406
5.55000	2.50812	1.64368
5.60000	2.51225	1.64353
5.65000	2.51625	1.64376
5.70000	2.52021	1.64208
5.75000	2.52430	1.64126
5.80000	2.52815	1.63916
5.85000	2.53209	1.63729
5.90000	2.53591	1.63594
5.95000	2.53986	1.63254
6.00000	2.54351	1.62978
6.05000	2.54733	1.62719
6.10000	2.55111	1.62275
6.15000	2.55468	1.61949
6.20000	2.55842	1.61471
6.25000	2.56187	1.61041
6.30000	2.56557	1.60567
6.35000	2.56907	1.60072
6.40000	2.57261	1.59490
6.45000	2.57615	1.58828
6.50000	2.57949	1.58260
6.55000	2.58299	1.57609
6.60000	2.58633	1.56895
6.65000	2.58965	1.56212
6.70000	2.59290	1.55498
6.75000	2.59627	1.54630
6.80000	2.59952	1.53796
6.85000	2.60266	1.52981
6.90000	2.60591	1.52099
6.95000	2.60908	1.51154
7.00000	2.61220	1.50212
7.05000	2.61522	1.49235
7.10000	2.61837	1.48192
7.15000	2.62151	1.47179
7.20000	2.62436	1.46017
7.25000	2.62747	1.44903
7.30000	2.63031	1.43797
7.35000	2.63334	1.42585
7.40000	2.63613	1.41359
7.45000	2.63901	1.40073
7.50000	2.64201	1.38716
7.55000	2.64479	1.37505
7.60000	2.64756	1.36069
7.65000	2.65021	1.34693
7.70000	2.65292	1.33213
7.75000	2.65575	1.31748
7.80000	2.65827	1.30278
