Wavelength (nm)	Rel. spec. intensity (dB)
847.092	29.708
847.114	29.759
847.137	29.685
847.160	29.713
847.182	29.717
847.205	29.736
847.228	29.722
847.250	29.777
847.273	29.773
847.296	29.782
847.318	29.727
847.341	29.717
847.364	29.699
847.386	29.750
847.409	29.759
847.432	29.727
847.454	29.685
847.477	29.699
847.499	29.708
847.522	29.685
847.545	29.647
847.567	29.713
847.590	29.685
847.613	29.773
847.635	29.791
847.658	29.666
847.680	29.722
847.703	29.795
847.726	29.750
847.748	29.777
847.771	29.727
847.793	29.818
847.816	29.795
847.839	29.814
847.861	29.717
847.884	29.671
847.906	29.727
847.929	29.777
847.951	29.731
847.974	29.717
847.996	29.750
848.019	29.713
848.042	29.768
848.064	29.777
848.087	29.750
848.109	29.759
848.132	29.741
848.154	29.741
848.177	29.736
848.199	29.703
848.222	29.750
848.244	29.768
848.267	29.694
848.289	29.717
848.312	29.814
848.334	29.764
848.357	29.680
848.379	29.699
848.402	29.759
848.424	29.713
848.447	29.680
848.469	29.754
848.492	29.741
848.514	29.745
848.537	29.773
848.559	29.703
848.582	29.750
848.604	29.768
848.627	29.713
848.649	29.699
848.672	29.713
848.694	29.768
848.717	29.666
848.739	29.727
848.761	29.689
848.784	29.805
848.806	29.736
848.829	29.713
848.851	29.708
848.874	29.680
848.896	29.666
848.919	29.731
848.941	29.680
848.963	29.699
848.986	29.703
849.008	29.791
849.031	29.727
849.053	29.699
849.075	29.731
849.098	29.754
849.120	29.764
849.143	29.689
849.165	29.791
849.187	29.759
849.210	29.759
849.232	29.786
849.254	29.795
849.277	29.754
849.299	29.731
849.322	29.652
849.344	29.777
849.366	29.791
849.389	29.727
849.411	29.800
849.433	29.768
849.456	29.754
849.478	29.708
849.500	29.800
849.523	29.841
849.545	29.791
849.567	29.773
849.590	29.773
849.612	29.854
849.634	29.741
849.657	29.768
849.679	29.764
849.701	29.759
849.724	29.741
849.746	29.586
849.768	29.727
849.791	29.777
849.813	29.745
849.835	29.750
849.857	29.745
849.880	29.777
849.902	29.777
849.924	29.745
849.946	29.750
849.969	29.722
849.991	29.768
850.013	29.859
850.036	29.814
850.058	29.809
850.080	29.782
850.102	29.694
850.125	29.731
850.147	29.717
850.169	29.809
850.191	29.736
850.214	29.832
850.236	29.731
850.258	29.859
850.280	29.703
850.302	29.773
850.325	29.818
850.347	29.768
850.369	29.731
850.391	29.741
850.414	29.713
850.436	29.782
850.458	29.754
850.480	29.708
850.502	29.652
850.524	29.768
850.547	29.764
850.569	29.750
850.591	29.773
850.613	29.800
850.635	29.777
850.658	29.745
850.680	29.675
850.702	29.759
850.724	29.736
850.746	29.759
850.768	29.750
850.791	29.671
850.813	29.652
850.835	29.722
850.857	29.675
850.879	29.759
850.901	29.777
850.923	29.699
850.945	29.773
850.968	29.717
850.990	29.750
851.012	29.722
851.034	29.750
851.056	29.713
851.078	29.745
851.100	29.764
851.122	29.759
851.144	29.800
851.167	29.791
851.189	29.782
851.211	29.777
851.233	29.777
851.255	29.750
851.277	29.727
851.299	29.800
851.321	29.759
851.343	29.777
851.365	29.805
851.387	29.708
851.409	29.741
851.431	29.741
851.453	29.791
851.476	29.991
851.498	30.770
851.520	31.489
851.542	32.504
851.564	33.598
851.586	34.306
851.608	34.738
851.630	35.359
851.652	35.478
851.674	35.451
851.696	34.640
851.718	33.326
851.740	32.355
851.762	31.086
851.784	30.290
851.806	29.948
851.828	29.872
851.850	29.832
851.872	29.854
851.894	29.782
851.916	29.841
851.938	30.030
851.960	30.689
851.982	31.895
852.004	33.369
852.026	35.080
852.048	36.522
852.070	37.350
852.092	37.079
852.114	35.988
852.135	34.628
852.157	33.432
852.179	31.965
852.201	30.504
852.223	30.004
852.245	29.863
852.267	29.800
852.289	29.832
852.311	29.841
852.333	29.814
852.355	29.791
852.377	29.708
852.399	29.759
852.421	29.805
852.442	29.809
852.464	29.666
852.486	29.717
852.508	29.745
852.530	29.741
852.552	29.814
852.574	29.736
852.596	29.791
852.618	29.717
852.639	29.750
852.661	29.675
852.683	29.759
852.705	29.745
852.727	29.745
852.749	29.805
852.771	29.809
852.792	29.717
852.814	29.782
852.836	29.708
852.858	29.736
852.880	29.754
852.902	29.814
852.924	29.754
852.945	29.800
852.967	29.764
852.989	29.731
853.011	29.689
853.033	29.764
853.055	29.754
853.076	29.731
853.098	29.773
853.120	29.823
853.142	29.791
853.164	29.736
853.185	29.736
853.207	29.708
853.229	29.745
853.251	29.708
853.272	29.754
853.294	29.708
853.316	29.731
853.338	29.731
853.360	29.731
853.381	29.805
853.403	29.727
853.425	29.717
853.447	29.708
853.468	29.786
853.490	29.699
853.512	29.750
853.534	29.750
853.555	29.708
853.577	29.764
853.599	29.823
853.620	29.818
853.642	29.685
853.664	29.708
853.686	29.777
853.707	29.791
853.729	29.786
853.751	29.795
853.773	29.841
853.794	29.791
853.816	29.773
853.838	29.782
853.859	29.713
853.881	29.727
853.903	29.777
853.924	29.759
853.946	29.727
853.968	29.750
853.989	29.736
854.011	29.731
854.033	29.731
854.054	29.777
854.076	29.722
854.098	29.805
854.119	29.773
854.141	29.854
854.163	29.754
854.184	29.782
854.206	29.741
854.228	29.777
854.249	29.699
854.271	29.759
854.292	29.782
854.314	29.699
854.336	29.764
854.357	29.675
854.379	29.722
854.401	29.727
854.422	29.713
854.444	29.741
854.465	29.786
854.487	29.805
854.509	29.754
854.530	29.773
854.552	29.685
854.573	29.759
854.595	29.699
854.617	29.727
854.638	29.823
854.660	29.782
854.681	29.708
854.703	29.736
854.724	29.727
854.746	29.699
854.767	29.768
854.789	29.680
854.811	29.675
854.832	29.759
854.854	29.805
854.875	29.731
854.897	29.745
854.918	29.675
854.940	29.759
854.961	29.850
854.983	29.791
855.004	29.675
855.026	29.773
855.047	29.750
855.069	29.731
855.090	29.731
855.112	29.814
855.133	29.689
855.155	29.777
855.176	29.782
855.198	29.736
855.219	29.773
855.241	29.809
855.262	29.764
855.284	29.786
855.305	29.750
855.327	29.791
855.348	29.713
855.370	29.717
855.391	29.786
855.413	29.795
855.434	29.754
855.456	29.703
855.477	29.717
855.498	29.727
855.520	29.699
855.541	29.708
855.563	29.832
855.584	29.750
855.606	29.773
855.627	29.717
855.648	29.722
855.670	29.777
855.691	29.675
855.713	29.717
855.734	29.832
855.755	29.754
855.777	29.773
855.798	29.782
855.820	29.736
855.841	29.717
855.862	29.745
855.884	29.666
855.905	29.731
855.927	29.764
855.948	29.671
855.969	29.703
855.991	29.703
856.012	29.777
856.033	29.745
856.055	29.741
856.076	29.754
856.098	29.736
856.119	29.800
856.140	29.741
856.162	29.661
856.183	29.685
856.204	29.708
856.226	29.814
856.247	29.777
856.268	29.708
856.290	29.754
856.311	29.736
856.332	29.809
856.354	29.823
856.375	29.727
856.396	29.759
856.417	29.754
856.439	29.745
856.460	29.717
856.481	29.750
856.503	29.745
856.524	29.750
856.545	29.671
856.566	29.750
856.588	29.764
856.609	29.795
856.630	29.768
856.652	29.800
856.673	29.809
856.694	29.759
856.715	29.800
856.737	29.741
856.758	29.791
856.779	29.805
856.800	29.689
856.822	29.768
856.843	29.768
856.864	29.777
856.885	29.795
856.907	29.800
856.928	29.736
856.949	29.699
856.970	29.854
856.991	29.722
857.013	29.722
857.034	29.708
857.055	29.795
