Wavelength (nm)	Rel. spec. intensity (dB)
818.557	29.722
818.584	29.841
818.610	29.791
818.637	29.814
818.663	29.777
818.690	29.689
818.716	29.741
818.743	29.750
818.769	29.814
818.795	29.736
818.822	29.666
818.848	29.773
818.875	29.754
818.901	29.809
818.928	29.745
818.954	29.809
818.980	29.823
819.007	29.750
819.033	29.666
819.060	29.791
819.086	29.754
819.112	29.791
819.139	29.805
819.165	29.764
819.192	29.768
819.218	29.741
819.244	29.754
819.271	29.764
819.297	29.699
819.323	29.782
819.350	29.814
819.376	29.759
819.403	29.768
819.429	29.768
819.455	29.791
819.482	29.699
819.508	29.703
819.534	29.666
819.561	29.764
819.587	29.750
819.613	29.782
819.640	29.741
819.666	29.786
819.692	29.777
819.719	29.809
819.745	29.703
819.771	29.754
819.798	29.727
819.824	29.731
819.850	29.694
819.877	29.823
819.903	29.736
819.929	29.722
819.956	29.703
819.982	29.652
820.008	29.694
820.034	29.727
820.061	29.805
820.087	29.773
820.113	29.764
820.139	29.754
820.166	29.754
820.192	29.736
820.218	29.777
820.245	29.727
820.271	29.741
820.297	29.759
820.323	29.782
820.349	29.759
820.376	29.777
820.402	29.768
820.428	29.868
820.454	29.777
820.481	29.809
820.507	29.795
820.533	29.750
820.559	29.845
820.586	29.782
820.612	29.759
820.638	29.741
820.664	29.814
820.690	29.717
820.717	29.818
820.743	29.731
820.769	29.805
820.795	29.717
820.821	29.689
820.848	29.731
820.874	29.791
820.900	29.759
820.926	29.722
820.952	29.768
820.978	29.809
821.005	29.805
821.031	29.741
821.057	29.745
821.083	29.750
821.109	29.805
821.135	29.759
821.161	29.795
821.188	29.800
821.214	29.773
821.240	29.773
821.266	29.741
821.292	29.768
821.318	29.786
821.344	29.782
821.371	29.764
821.397	29.768
821.423	29.689
821.449	29.764
821.475	29.745
821.501	29.689
821.527	29.731
821.553	29.791
821.579	29.773
821.605	29.777
821.632	29.759
821.658	29.764
821.684	29.782
821.710	29.741
821.736	29.703
821.762	29.768
821.788	29.741
821.814	29.722
821.840	29.795
821.866	29.845
821.892	29.745
821.918	29.736
821.944	29.764
821.970	29.741
821.996	29.768
822.022	29.708
822.049	29.759
822.075	29.745
822.101	29.777
822.127	29.809
822.153	29.800
822.179	29.727
822.205	29.791
822.231	29.777
822.257	29.754
822.283	29.768
822.309	29.713
822.335	29.800
822.361	29.708
822.387	29.745
822.413	29.805
822.439	29.805
822.465	29.689
822.491	29.759
822.517	29.694
822.543	29.731
822.569	29.694
822.594	29.745
822.620	29.800
822.646	29.768
822.672	29.782
822.698	29.722
822.724	29.836
822.750	29.827
822.776	29.736
822.802	29.768
822.828	29.754
822.854	29.768
822.880	29.759
822.906	29.768
822.932	29.731
822.958	29.795
822.984	29.773
823.010	29.800
823.035	29.795
823.061	29.741
823.087	29.754
823.113	29.782
823.139	29.805
823.165	29.722
823.191	29.791
823.217	29.741
823.243	29.722
823.268	29.764
823.294	29.745
823.320	29.786
823.346	29.759
823.372	29.750
823.398	29.713
823.424	29.759
823.450	29.764
823.475	29.675
823.501	29.795
823.527	29.791
823.553	29.872
823.579	29.800
823.605	29.736
823.630	29.754
823.656	29.786
823.682	29.717
823.708	29.722
823.734	29.699
823.760	29.694
823.785	29.759
823.811	29.741
823.837	29.768
823.863	29.750
823.889	29.717
823.914	29.809
823.940	29.823
823.966	29.791
823.992	29.717
824.018	29.750
824.043	29.745
824.069	29.713
824.095	29.722
824.121	29.699
824.147	29.708
824.172	29.754
824.198	29.782
824.224	29.800
824.250	29.814
824.275	29.731
824.301	29.754
824.327	29.759
824.353	29.745
824.378	29.661
824.404	29.736
824.430	29.741
824.456	29.782
824.481	29.800
824.507	29.675
824.533	29.731
824.558	29.731
824.584	29.809
824.610	29.754
824.636	29.736
824.661	29.764
824.687	29.703
824.713	29.754
824.738	29.741
824.764	29.791
824.790	29.764
824.815	29.827
824.841	29.795
824.867	29.741
824.892	29.800
824.918	29.777
824.944	29.741
824.969	29.736
824.995	29.841
825.021	29.791
825.047	29.694
825.072	29.745
825.098	29.731
825.123	29.750
825.149	29.731
825.175	29.736
825.200	29.689
825.226	29.773
825.252	29.685
825.277	29.764
825.303	29.777
825.328	29.786
825.354	29.694
825.380	29.708
825.405	29.768
825.431	29.750
825.457	29.727
825.482	29.754
825.508	29.773
825.533	29.727
825.559	29.736
825.585	29.689
825.610	29.795
825.636	29.768
825.661	29.791
825.687	29.818
825.712	29.722
825.738	29.736
825.764	29.717
825.789	29.727
825.815	29.800
825.840	29.722
825.866	29.782
825.891	29.717
825.917	29.836
825.942	29.727
825.968	29.754
825.994	29.722
826.019	29.657
826.045	29.661
826.070	29.777
826.096	29.699
826.121	29.736
826.147	29.736
826.172	29.764
826.198	29.791
826.223	29.773
826.249	29.823
826.274	29.736
826.300	29.764
826.325	29.764
826.351	29.745
826.376	29.750
826.402	29.773
826.427	29.768
826.453	29.741
826.478	29.685
826.504	29.713
826.529	29.717
826.555	29.754
826.580	29.768
826.605	29.717
826.631	29.713
826.656	29.731
826.682	29.727
826.707	29.741
826.733	29.722
826.758	29.713
826.784	29.689
826.809	29.703
826.834	29.685
826.860	29.782
826.885	29.727
826.911	29.685
826.936	29.764
826.962	29.759
826.987	29.777
827.012	29.791
827.038	29.745
827.063	29.750
827.089	29.703
827.114	29.727
827.139	29.782
827.165	29.777
827.190	29.786
827.216	29.764
827.241	29.759
827.266	29.795
827.292	29.795
827.317	29.731
827.342	29.773
827.368	29.736
827.393	29.773
827.418	29.768
827.444	29.836
827.469	29.764
827.495	29.827
827.520	29.805
827.545	29.768
827.570	29.800
827.596	29.818
827.621	29.800
827.646	29.731
827.672	29.764
827.697	29.736
827.722	29.750
827.748	29.777
827.773	29.823
827.798	29.768
827.824	29.773
827.849	29.750
827.874	29.750
827.900	29.768
827.925	29.727
827.950	29.727
827.975	29.850
828.001	29.708
828.026	29.768
828.051	29.731
828.077	29.703
828.102	29.685
828.127	29.795
828.152	29.800
828.178	29.832
828.203	29.814
828.228	29.727
828.253	29.750
828.279	29.713
828.304	29.773
828.329	29.800
828.354	29.800
828.380	29.750
828.405	29.795
828.430	29.795
828.455	29.773
828.480	29.731
828.506	29.703
828.531	29.750
