Wavelength (nm)	Rel. spec. intensity (dB)
844.853	29.745
844.876	29.777
844.899	29.818
844.922	29.809
844.945	29.832
844.968	29.854
844.991	29.786
845.014	29.841
845.037	29.850
845.060	29.791
845.083	29.832
845.105	29.814
845.128	29.741
845.151	29.777
845.174	29.786
845.197	29.800
845.220	29.768
845.243	29.827
845.266	29.809
845.289	29.795
845.312	29.845
845.335	29.872
845.358	29.832
845.381	29.736
845.404	29.745
845.427	29.809
845.450	29.841
845.473	29.805
845.496	29.863
845.518	29.827
845.541	29.836
845.564	29.827
845.587	29.841
845.610	29.805
845.633	29.845
845.656	29.786
845.679	29.809
845.702	29.818
845.724	29.894
845.747	29.795
845.770	29.791
845.793	29.832
845.816	29.836
845.839	29.868
845.862	29.832
845.885	29.877
845.907	29.777
845.930	29.845
845.953	29.800
845.976	29.791
845.999	29.809
846.022	29.850
846.045	29.836
846.067	29.859
846.090	29.850
846.113	29.841
846.136	29.854
846.159	29.845
846.182	29.823
846.204	29.841
846.227	29.814
846.250	29.899
846.273	29.754
846.296	29.845
846.318	29.827
846.341	29.854
846.364	29.741
846.387	29.814
846.410	29.868
846.432	29.863
846.455	29.859
846.478	29.841
846.501	29.850
846.523	29.777
846.546	29.814
846.569	29.773
846.592	29.795
846.614	29.841
846.637	29.841
846.660	29.859
846.683	29.859
846.705	29.745
846.728	29.809
846.751	29.795
846.774	29.872
846.796	29.841
846.819	29.827
846.842	29.845
846.865	29.800
846.887	29.899
846.910	29.845
846.933	29.809
846.955	29.836
846.978	29.859
847.001	29.800
847.023	29.872
847.046	29.845
847.069	29.805
847.092	29.777
847.114	29.868
847.137	29.877
847.160	29.908
847.182	29.818
847.205	29.805
847.228	29.836
847.250	29.786
847.273	29.823
847.296	29.827
847.318	29.859
847.341	29.845
847.364	29.845
847.386	29.872
847.409	29.832
847.432	29.903
847.454	29.890
847.477	29.836
847.499	29.872
847.522	29.814
847.545	29.791
847.567	29.768
847.590	29.881
847.613	29.836
847.635	29.786
847.658	29.795
847.680	29.859
847.703	29.841
847.726	29.832
847.748	29.795
847.771	29.754
847.793	29.795
847.816	29.823
847.839	29.814
847.861	29.841
847.884	29.881
847.906	29.750
847.929	29.777
847.951	29.872
847.974	29.805
847.996	29.809
848.019	29.805
848.042	29.841
848.064	29.836
848.087	29.827
848.109	29.872
848.132	29.868
848.154	29.764
848.177	29.836
848.199	29.845
848.222	29.894
848.244	29.899
848.267	29.805
848.289	29.850
848.312	29.791
848.334	29.823
848.357	29.827
848.379	29.877
848.402	29.827
848.424	29.832
848.447	29.903
848.469	29.832
848.492	29.777
848.514	29.782
848.537	29.805
848.559	29.845
848.582	29.814
848.604	29.854
848.627	29.863
848.649	29.943
848.672	29.863
848.694	29.854
848.717	29.773
848.739	29.894
848.761	29.823
848.784	29.868
848.806	29.827
848.829	29.800
848.851	29.827
848.874	29.859
848.896	29.863
848.919	29.809
848.941	29.786
848.963	29.845
848.986	29.800
849.008	29.777
849.031	29.854
849.053	29.845
849.075	29.850
849.098	29.868
849.120	29.791
849.143	29.827
849.165	29.809
849.187	29.823
849.210	29.921
849.232	29.881
849.254	29.890
849.277	29.859
849.299	29.764
849.322	29.868
849.344	29.917
849.366	29.850
849.389	29.741
849.411	29.859
849.433	29.845
849.456	29.814
849.478	29.881
849.500	29.841
849.523	29.845
849.545	29.818
849.567	29.877
849.590	29.814
849.612	29.841
849.634	29.805
849.657	29.722
849.679	29.877
849.701	30.660
849.724	31.872
849.746	33.385
849.768	35.039
849.791	36.629
849.813	38.256
849.835	39.121
849.857	39.013
849.880	38.294
849.902	36.085
849.924	34.395
849.946	32.833
849.969	31.461
849.991	30.519
850.013	30.124
850.036	29.948
850.058	29.952
850.080	29.974
850.102	29.795
850.125	29.850
850.147	29.809
850.169	29.823
850.191	29.863
850.214	29.939
850.236	29.894
850.258	29.863
850.280	29.921
850.302	30.233
850.325	31.316
850.347	32.138
850.369	32.878
850.391	33.986
850.414	34.550
850.436	33.310
850.458	32.052
850.480	30.592
850.502	30.039
850.524	29.926
850.547	29.859
850.569	29.841
850.591	29.827
850.613	29.912
850.635	29.886
850.658	29.899
850.680	29.872
850.702	29.832
850.724	29.809
850.746	29.854
850.768	29.886
850.791	29.845
850.813	29.881
850.835	29.832
850.857	29.868
850.879	29.868
850.901	29.850
850.923	29.836
850.945	29.827
850.968	29.863
850.990	29.899
851.012	29.805
851.034	29.850
851.056	29.832
851.078	29.917
851.100	29.850
851.122	29.800
851.144	29.899
851.167	29.886
851.189	29.934
851.211	29.859
851.233	29.894
851.255	29.754
851.277	29.841
851.299	29.845
851.321	29.872
851.343	29.795
851.365	29.845
851.387	29.850
851.409	29.899
851.431	29.899
851.453	29.782
851.476	29.886
851.498	29.899
851.520	29.841
851.542	29.850
851.564	29.850
851.586	29.805
851.608	29.841
851.630	29.903
851.652	29.850
851.674	29.894
851.696	29.881
851.718	29.850
851.740	29.823
851.762	29.818
851.784	29.795
851.806	29.832
851.828	29.868
851.850	29.791
851.872	29.863
851.894	29.921
851.916	29.827
851.938	29.827
851.960	29.759
851.982	29.814
852.004	29.818
852.026	29.818
852.048	29.773
852.070	29.814
852.092	29.836
852.114	29.836
852.135	29.908
852.157	29.868
852.179	29.845
852.201	29.741
852.223	29.841
852.245	29.868
852.267	29.823
852.289	29.841
852.311	29.872
852.333	29.903
852.355	29.868
852.377	29.859
852.399	29.777
852.421	29.814
852.442	29.800
852.464	29.854
852.486	29.750
852.508	29.845
852.530	29.773
852.552	29.912
852.574	29.872
852.596	29.854
852.618	29.854
852.639	29.881
852.661	29.832
852.683	29.850
852.705	29.872
852.727	29.818
852.749	29.881
852.771	29.832
852.792	29.850
852.814	29.827
852.836	29.836
852.858	29.773
852.880	29.903
852.902	29.809
852.924	29.823
852.945	29.841
852.967	29.841
852.989	29.841
853.011	29.863
853.033	29.836
853.055	29.877
853.076	29.768
853.098	29.877
853.120	29.877
853.142	29.894
853.164	29.845
853.185	29.859
853.207	29.800
853.229	29.786
853.251	29.809
853.272	29.795
853.294	29.836
853.316	29.872
853.338	29.827
853.360	29.863
853.381	29.795
853.403	29.854
853.425	29.917
853.447	29.768
853.468	29.854
853.490	29.777
853.512	29.877
853.534	29.814
853.555	29.845
853.577	29.786
853.599	29.800
853.620	29.859
853.642	29.845
853.664	29.841
853.686	29.845
