Wavelength (nm)	Rel. spec. intensity (dB)
817.709	29.523
817.735	29.523
817.762	29.523
817.789	29.671
817.815	29.680
817.842	29.773
817.868	29.832
817.895	29.791
817.921	29.768
817.948	29.777
817.974	29.750
818.001	29.736
818.027	29.791
818.054	29.823
818.081	29.777
818.107	29.741
818.134	29.759
818.160	29.791
818.187	29.661
818.213	29.750
818.240	29.809
818.266	29.722
818.293	29.768
818.319	29.745
818.346	29.782
818.372	29.795
818.399	29.777
818.425	29.773
818.452	29.727
818.478	29.741
818.504	29.827
818.531	29.814
818.557	29.694
818.584	29.759
818.610	29.759
818.637	29.741
818.663	29.708
818.690	29.773
818.716	29.827
818.743	29.759
818.769	29.886
818.795	29.777
818.822	29.777
818.848	29.703
818.875	29.805
818.901	29.782
818.928	29.731
818.954	29.764
818.980	29.745
819.007	29.818
819.033	29.795
819.060	29.872
819.086	29.832
819.112	29.754
819.139	29.805
819.165	29.773
819.192	29.818
819.218	29.773
819.244	29.786
819.271	29.717
819.297	29.731
819.323	29.791
819.350	29.786
819.376	29.782
819.403	29.809
819.429	29.845
819.455	29.754
819.482	29.754
819.508	29.764
819.534	29.731
819.561	29.814
819.587	29.795
819.613	29.722
819.640	29.782
819.666	29.805
819.692	29.782
819.719	29.795
819.745	29.795
819.771	29.722
819.798	29.647
819.824	29.717
819.850	29.708
819.877	29.754
819.903	29.786
819.929	29.809
819.956	29.708
819.982	29.703
820.008	29.736
820.034	29.791
820.061	29.754
820.087	29.741
820.113	29.699
820.139	29.791
820.166	29.750
820.192	29.782
820.218	29.736
820.245	29.764
820.271	29.689
820.297	29.768
820.323	29.773
820.349	29.754
820.376	29.727
820.402	29.800
820.428	29.727
820.454	29.699
820.481	29.773
820.507	29.759
820.533	29.791
820.559	29.791
820.586	29.750
820.612	29.722
820.638	29.800
820.664	29.791
820.690	29.836
820.717	29.727
820.743	29.754
820.769	29.782
820.795	29.759
820.821	29.703
820.848	29.745
820.874	29.731
820.900	29.745
820.926	29.764
820.952	29.759
820.978	29.782
821.005	29.759
821.031	29.782
821.057	29.741
821.083	29.754
821.109	29.768
821.135	29.832
821.161	29.841
821.188	29.777
821.214	29.731
821.240	29.827
821.266	29.872
821.292	29.791
821.318	29.805
821.344	29.764
821.371	29.759
821.397	29.786
821.423	29.850
821.449	29.845
821.475	29.791
821.501	29.809
821.527	29.745
821.553	29.805
821.579	29.773
821.605	29.764
821.632	29.777
821.658	29.786
821.684	29.777
821.710	29.745
821.736	29.800
821.762	29.800
821.788	29.736
821.814	29.722
821.840	29.786
821.866	29.699
821.892	29.773
821.918	29.768
821.944	29.809
821.970	29.703
821.996	29.736
822.022	29.727
822.049	29.805
822.075	29.727
822.101	29.680
822.127	29.694
822.153	29.786
822.179	29.764
822.205	29.850
822.231	29.759
822.257	29.818
822.283	29.717
822.309	29.727
822.335	29.764
822.361	29.759
822.387	29.805
822.413	29.827
822.439	29.759
822.465	29.768
822.491	29.643
822.517	29.694
822.543	29.773
822.569	29.795
822.594	29.754
822.620	29.671
822.646	29.727
822.672	29.717
822.698	29.777
822.724	29.764
822.750	29.809
822.776	29.768
822.802	29.791
822.828	29.699
822.854	29.736
822.880	29.786
822.906	29.768
822.932	29.717
822.958	29.782
822.984	29.768
823.010	29.722
823.035	29.795
823.061	29.782
823.087	29.859
823.113	29.731
823.139	29.764
823.165	29.841
823.191	29.818
823.217	29.881
823.243	29.759
823.268	29.713
823.294	29.685
823.320	29.759
823.346	29.841
823.372	29.773
823.398	29.768
823.424	29.754
823.450	29.754
823.475	29.759
823.501	29.768
823.527	29.800
823.553	29.777
823.579	29.773
823.605	29.786
823.630	29.791
823.656	29.841
823.682	29.791
823.708	29.713
823.734	29.750
823.760	29.754
