Wavelength (nm)	Rel. spec. intensity (dB)
849.590	29.827
849.612	29.845
849.634	29.863
849.657	29.823
849.679	29.863
849.701	29.764
849.724	29.814
849.746	29.845
849.768	29.899
849.791	29.809
849.813	29.899
849.835	29.881
849.857	29.845
849.880	29.859
849.902	29.823
849.924	29.814
849.946	29.894
849.969	29.872
849.991	29.836
850.013	29.845
850.036	29.759
850.058	29.818
850.080	29.818
850.102	29.795
850.125	29.754
850.147	29.836
850.169	29.809
850.191	29.827
850.214	29.841
850.236	29.845
850.258	29.899
850.280	29.827
850.302	29.845
850.325	29.845
850.347	29.786
850.369	29.836
850.391	29.943
850.414	29.823
850.436	29.872
850.458	29.809
850.480	29.845
850.502	29.845
850.524	29.791
850.547	29.750
850.569	29.818
850.591	29.809
850.613	29.805
850.635	29.886
850.658	29.845
850.680	29.754
850.702	29.832
850.724	29.899
850.746	29.786
850.768	29.868
850.791	29.872
850.813	29.809
850.835	29.791
850.857	29.863
850.879	29.863
850.901	29.814
850.923	29.836
850.945	29.890
850.968	29.827
850.990	29.877
851.012	29.777
851.034	29.809
851.056	29.800
851.078	29.881
851.100	29.832
851.122	29.930
851.144	29.872
851.167	29.827
851.189	29.791
851.211	29.832
851.233	29.868
851.255	29.863
851.277	29.872
851.299	29.863
851.321	29.899
851.343	29.921
851.365	29.836
851.387	29.809
851.409	29.872
851.431	29.764
851.453	29.868
851.476	29.854
851.498	29.832
851.520	29.863
851.542	29.859
851.564	29.809
851.586	29.777
851.608	29.863
851.630	29.899
851.652	29.818
851.674	29.795
851.696	29.823
851.718	29.859
851.740	29.818
851.762	29.818
851.784	29.881
851.806	29.886
851.828	29.859
851.850	29.872
851.872	29.850
851.894	29.841
851.916	29.791
851.938	29.823
851.960	29.890
851.982	29.881
852.004	29.832
852.026	29.863
852.048	29.881
852.070	29.859
852.092	29.859
852.114	29.863
852.135	29.827
852.157	29.823
852.179	29.854
852.201	29.786
852.223	29.773
852.245	29.782
852.267	29.886
852.289	29.845
852.311	29.782
852.333	29.854
852.355	29.809
852.377	29.818
852.399	29.881
852.421	29.827
852.442	29.854
852.464	29.809
852.486	29.841
852.508	29.863
852.530	29.795
852.552	29.809
852.574	29.764
852.596	29.841
852.618	29.836
852.639	29.859
852.661	29.827
852.683	29.827
852.705	29.827
852.727	29.872
852.749	29.850
852.771	29.845
852.792	29.845
852.814	29.823
852.836	29.809
852.858	29.890
852.880	29.903
852.902	29.894
852.924	29.859
852.945	29.795
852.967	29.805
852.989	29.859
853.011	29.845
853.033	29.805
853.055	29.863
853.076	29.872
853.098	29.868
853.120	29.948
853.142	29.872
853.164	29.859
853.185	29.850
853.207	29.791
853.229	29.814
853.251	29.859
853.272	29.832
853.294	29.791
853.316	29.791
853.338	29.832
853.360	29.841
853.381	29.841
853.403	29.903
853.425	29.859
853.447	29.832
853.468	29.886
853.490	29.827
853.512	29.854
853.534	29.823
853.555	29.921
853.577	29.899
853.599	30.346
853.620	30.813
853.642	31.440
853.664	31.945
853.686	32.742
853.707	33.339
853.729	33.579
853.751	34.103
853.773	34.807
853.794	34.733
853.816	33.210
853.838	31.474
853.859	30.338
853.881	30.026
853.903	29.886
853.924	29.908
853.946	29.832
853.968	29.881
853.989	29.845
854.011	29.845
854.033	29.903
854.054	29.886
854.076	29.890
854.098	29.782
854.119	29.868
854.141	29.845
854.163	29.795
854.184	29.805
854.206	29.881
854.228	29.832
854.249	29.805
854.271	29.845
854.292	29.800
854.314	29.863
854.336	29.872
854.357	29.805
854.379	29.859
854.401	29.921
854.422	30.048
854.444	30.500
854.465	31.113
854.487	32.101
854.509	33.387
854.530	34.755
854.552	36.010
854.573	36.583
854.595	36.340
854.617	35.603
854.638	34.071
854.660	32.177
854.681	30.599
854.703	30.124
854.724	29.948
854.746	29.917
854.767	29.930
854.789	29.903
854.811	29.827
854.832	29.850
854.854	29.881
854.875	29.850
854.897	29.921
854.918	29.768
854.940	29.899
854.961	29.809
854.983	29.921
855.004	29.881
855.026	29.868
855.047	29.818
855.069	29.881
855.090	29.845
855.112	29.872
855.133	29.854
855.155	29.868
855.176	29.894
855.198	29.845
855.219	29.868
855.241	29.881
855.262	29.823
855.284	29.877
855.305	29.845
855.327	29.745
855.348	29.805
855.370	29.786
855.391	29.754
855.413	29.850
855.434	29.863
855.456	29.759
855.477	29.845
855.498	29.859
855.520	29.872
855.541	29.832
855.563	29.832
855.584	29.890
855.606	29.841
855.627	29.845
855.648	29.841
855.670	29.791
855.691	29.850
855.713	29.899
855.734	29.863
855.755	29.859
855.777	29.768
855.798	29.845
855.820	29.850
855.841	29.845
855.862	29.800
855.884	29.863
855.905	29.899
855.927	29.791
855.948	29.795
855.969	29.868
855.991	29.809
856.012	29.773
856.033	29.894
856.055	29.886
856.076	29.877
856.098	29.859
856.119	29.868
856.140	29.850
856.162	29.850
856.183	29.841
856.204	29.881
856.226	29.823
856.247	29.823
856.268	29.877
856.290	29.859
856.311	29.859
856.332	29.782
856.354	29.809
856.375	29.868
856.396	29.791
856.417	29.845
856.439	29.890
856.460	29.872
856.481	29.868
856.503	29.868
856.524	29.832
856.545	29.814
856.566	29.863
856.588	29.814
856.609	29.809
856.630	29.845
856.652	29.863
856.673	29.859
